contig	length_kb	n_frags	cumul_length
sctg_1296	2976	2	579
sctg_1297	3000	1	581
sctg_1298	2974	2	582
sctg_1299	2995	2	584
sctg_13	1198315	12	586
sctg_130	461857	5	598
sctg_1303	2964	2	603
sctg_1304	2958	1	605
sctg_1305	2958	1	606
sctg_1307	2954	1	607
sctg_1308	2952	2	608
sctg_1309	2950	2	610
sctg_131	469652	5	612
sctg_1310	2945	1	617
sctg_1311	2939	1	618
sctg_1318	2911	2	619
sctg_132	456593	5	621
sctg_1323	2882	2	626
sctg_1326	2876	2	628
sctg_133	463476	5	630
sctg_1330	2861	1	635
sctg_1332	2844	2	636
sctg_1334	2845	2	638
sctg_1335	6167	1	640
sctg_1336	2835	2	641
sctg_1337	2834	2	643
sctg_1338	2821	2	645
sctg_1339	2820	2	647
sctg_134	451763	5	649
sctg_1343	2743	2	654
sctg_1345	2805	2	656
sctg_1346	2800	2	658
sctg_1347	2799	2	660
sctg_1349	2788	1	662
sctg_135	450597	5	663
sctg_1351	2779	2	668
sctg_1356	2768	1	670
sctg_1359	2749	2	671
sctg_136	452496	5	673
sctg_1360	2747	1	678
sctg_1361	2747	1	679
sctg_1362	2719	2	680
sctg_1363	2742	1	682
sctg_1364	2738	2	683
sctg_1366	2736	1	685
sctg_1367	2733	2	686
sctg_1368	2722	2	688
sctg_137	453703	5	690
sctg_1370	2712	1	695
sctg_1372	2705	1	696
sctg_1376	2690	1	697
sctg_1379	2686	2	698
sctg_138	439392	5	700
sctg_1380	2684	2	705
sctg_1383	2678	1	707
sctg_1384	2677	1	708
sctg_1387	2673	1	709
sctg_1389	2667	2	710
sctg_139	445129	5	712
sctg_1390	2666	2	717
sctg_1394	2654	1	719
sctg_1395	2652	2	720
sctg_1396	2650	2	722
sctg_1397	2648	2	724
sctg_1398	2644	1	726
sctg_1399	2642	1	727
sctg_14	1172230	12	728
sctg_140	440654	5	740
sctg_1401	2640	1	745
sctg_1402	2639	1	746
sctg_1404	2601	1	747
sctg_1407	2589	1	748
sctg_1409	2622	1	749
sctg_141	435803	5	750
sctg_1410	2621	1	755
sctg_1414	2615	1	756
sctg_1416	2613	2	757
sctg_1417	2606	2	759
sctg_1419	2589	1	761
sctg_142	439664	5	762
sctg_1420	2588	1	767
sctg_1421	2587	2	768
sctg_1422	2584	2	770
sctg_1423	2536	1	772
sctg_1424	2580	1	773
sctg_1425	2512	2	774
sctg_1428	2569	1	776
sctg_143	432829	5	777
sctg_1430	2566	2	782
sctg_1436	2543	2	784
sctg_1438	2487	2	786
sctg_1439	2538	2	788
sctg_144	431193	5	790
sctg_1441	2540	1	795
sctg_1443	2532	1	796
sctg_1446	2530	2	797
sctg_1447	2530	2	799
sctg_1448	2529	2	801
sctg_145	436202	4	803
sctg_1450	2524	1	807
sctg_1452	2521	2	808
sctg_1455	2511	1	810
sctg_1456	2511	2	811
sctg_1459	2500	1	813
sctg_146	434360	5	814
sctg_1460	2498	2	819
sctg_1461	2498	2	821
sctg_1462	2497	2	823
sctg_1463	2497	2	825
sctg_1464	2493	1	827
sctg_1467	2486	1	828
sctg_1468	2486	2	829
sctg_147	421466	5	831
sctg_1472	2473	2	836
sctg_1473	2473	2	838
sctg_1474	2472	1	840
sctg_1475	2464	1	841
sctg_1476	2459	2	842
sctg_1477	2462	1	844
sctg_1478	2458	1	845
sctg_148	424104	5	846
sctg_1480	2416	2	851
sctg_1482	2422	2	853
sctg_1484	2409	1	855
sctg_1485	2455	2	856
sctg_1487	2451	1	858
sctg_149	416312	5	859
sctg_1490	2446	1	864
sctg_1491	2443	2	865
sctg_1492	2442	2	867
sctg_1493	2440	1	869
sctg_1494	2403	1	870
sctg_1495	2436	2	871
sctg_1496	2403	1	873
sctg_1497	2403	1	874
sctg_15	1139494	11	875
sctg_150	422720	5	886
sctg_1502	2427	1	891
sctg_1505	2423	1	892
sctg_1506	2421	1	893
sctg_1509	2418	1	894
sctg_151	413142	4	895
sctg_1511	2413	1	899
sctg_1515	2407	2	900
sctg_1516	2406	2	902
sctg_1517	2402	1	904
sctg_1518	2401	2	905
sctg_1519	2400	1	907
sctg_152	420878	4	908
sctg_1520	2399	2	912
sctg_1522	2395	2	914
sctg_1525	2386	1	916
sctg_1529	2376	1	917
sctg_153	404940	5	918
sctg_1530	2376	2	923
sctg_1532	2369	1	925
sctg_1533	2368	1	926
sctg_1535	2366	2	927
sctg_1536	2366	1	929
sctg_1537	2366	2	930
sctg_1539	2358	1	932
sctg_154	418983	5	933
sctg_1541	2324	1	938
sctg_1542	2354	1	939
sctg_1543	2353	1	940
sctg_1544	2350	2	941
sctg_1545	2347	2	943
sctg_1547	2346	1	945
sctg_1548	2344	1	946
sctg_1549	2344	2	947
sctg_155	409479	5	949
sctg_1552	2315	1	954
sctg_1553	2336	2	955
sctg_1554	2335	2	957
sctg_1555	2333	2	959
sctg_1558	2330	1	961
sctg_1559	2328	1	962
sctg_156	405149	5	963
sctg_1560	2321	2	968
sctg_1561	2328	1	970
sctg_1563	2246	2	971
sctg_1565	2325	2	973
sctg_1566	2323	1	975
sctg_1567	2321	2	976
sctg_1568	2320	1	978
sctg_1569	2318	2	979
sctg_157	411445	5	981
sctg_1570	2317	1	986
sctg_1571	2313	2	987
sctg_1572	2313	2	989
sctg_1573	2311	1	991
sctg_1576	2307	2	992
sctg_1577	2302	1	994
sctg_1578	2306	1	995
sctg_1579	2305	1	996
sctg_158	408399	4	997
sctg_1581	2303	1	1001
sctg_1582	2301	1	1002
sctg_1586	2296	1	1003
sctg_1587	2294	1	1004
sctg_1588	2292	1	1005
sctg_1589	2289	1	1006
sctg_159	398523	4	1007
sctg_1590	2289	2	1011
sctg_1591	2287	1	1013
sctg_1592	2286	2	1014
sctg_1593	2286	1	1016
sctg_1594	2281	2	1017
sctg_1595	2273	2	1019
sctg_16	1133248	12	1021
sctg_160	394780	5	1033
sctg_1600	2274	1	1038
sctg_1604	2270	2	1039
sctg_1605	2267	2	1041
sctg_1606	2251	1	1043
sctg_1607	2260	1	1044
sctg_1609	2256	1	1045
sctg_161	400297	4	1046
sctg_1611	2255	2	1050
sctg_1612	2253	1	1052
sctg_1613	2252	1	1053
sctg_1615	2250	2	1054
sctg_1618	2244	2	1056
sctg_1619	2244	2	1058
sctg_162	401382	4	1060
sctg_1621	2241	2	1064
sctg_1622	2240	1	1066
sctg_1624	2239	2	1067
sctg_1626	2237	2	1069
sctg_1629	2232	1	1071
sctg_163	402252	4	1072
sctg_1630	2228	1	1076
sctg_1632	2226	2	1077
sctg_1633	2226	2	1079
sctg_1634	2226	2	1081
sctg_1635	2225	1	1083
sctg_1636	2175	2	1084
sctg_1638	2220	2	1086
sctg_164	400887	4	1088
sctg_1640	2219	2	1092
sctg_1642	2217	2	1094
sctg_1643	2217	1	1096
sctg_1644	2217	1	1097
sctg_1647	2214	2	1098
sctg_1648	2212	2	1100
sctg_1649	2211	1	1102
sctg_165	399073	4	1103
sctg_1650	2210	2	1107
sctg_1651	2209	1	1109
sctg_1653	2175	2	1110
sctg_1654	2207	1	1112
sctg_1655	2205	1	1113
sctg_1656	2204	2	1114
sctg_166	407896	4	1116
sctg_1661	2193	2	1120
sctg_1662	2191	2	1122
sctg_1663	2172	2	1124
sctg_1664	2191	2	1126
sctg_1665	2190	1	1128
sctg_1667	2189	2	1129
sctg_1669	2185	2	1131
sctg_167	412829	4	1133
sctg_1674	2178	2	1137
sctg_1675	2178	1	1139
sctg_1677	2175	2	1140
sctg_1678	2175	1	1142
sctg_1679	2175	2	1143
sctg_168	392037	5	1145
sctg_1680	2174	2	1150
sctg_1681	2173	1	1152
sctg_1682	2135	1	1153
sctg_1684	2163	2	1154
sctg_1685	2169	1	1156
sctg_1687	2164	1	1157
sctg_1689	2163	2	1158
sctg_169	393698	4	1160
sctg_1690	2162	2	1164
sctg_1695	2159	2	1166
sctg_1697	2154	1	1168
sctg_1698	2154	1	1169
sctg_17	1123385	12	1170
sctg_170	380651	4	1182
sctg_1700	2153	1	1186
sctg_1701	2153	2	1187
sctg_1702	2152	1	1189
sctg_1704	2149	1	1190
sctg_1705	2147	2	1191
sctg_1707	2146	1	1193
sctg_1708	2135	2	1194
sctg_1709	2145	2	1196
sctg_171	378343	4	1198
sctg_1710	2145	2	1202
sctg_1712	2144	1	1204
sctg_1715	2143	2	1205
sctg_1717	2141	2	1207
sctg_1718	2141	2	1209
sctg_172	376979	4	1211
sctg_1720	2140	1	1215
sctg_1724	2134	2	1216
sctg_1726	2132	2	1218
sctg_1727	2130	1	1220
sctg_1729	2128	2	1221
sctg_173	380134	4	1223
sctg_1731	2128	2	1227
sctg_1732	2117	2	1229
sctg_1733	2127	1	1231
sctg_1734	2127	1	1232
sctg_1735	2127	2	1233
sctg_1737	2125	2	1235
sctg_1738	2125	2	1237
sctg_174	375833	4	1239
sctg_1740	2120	1	1243
sctg_1741	2119	1	1244
sctg_1742	2119	2	1245
sctg_1743	2116	1	1247
sctg_1744	2115	2	1248
sctg_1745	2115	2	1250
sctg_1746	2115	1	1252
sctg_1747	2111	1	1253
sctg_1748	2114	1	1254
sctg_1749	2114	2	1255
sctg_175	373580	4	1257
sctg_1750	2114	2	1261
sctg_1751	2113	2	1263
sctg_1752	2112	2	1265
sctg_1753	2112	1	1267
sctg_1755	2109	2	1268
sctg_1756	2109	2	1270
sctg_176	377841	4	1272
sctg_1760	2107	2	1276
sctg_1762	2105	1	1278
sctg_1763	2105	1	1279
sctg_1764	2105	1	1280
sctg_1765	2104	1	1281
sctg_1766	2104	2	1282
sctg_1767	2103	2	1284
sctg_177	372647	4	1286
sctg_1773	2095	2	1290
sctg_1776	2092	2	1292
sctg_1777	2092	2	1294
sctg_1779	2086	1	1296
sctg_178	369726	4	1297
sctg_1782	2085	2	1301
sctg_1783	2082	1	1303
sctg_1784	2082	2	1304
sctg_1785	2081	2	1306
sctg_1786	2081	2	1308
sctg_1788	2078	2	1310
sctg_1789	2077	1	1312
sctg_179	375655	4	1313
sctg_1791	2077	1	1317
sctg_1792	2077	1	1318
sctg_1793	2077	2	1319
sctg_1794	2074	1	1321
sctg_1795	2073	2	1322
sctg_1798	2072	2	1324
sctg_1799	2070	1	1326
sctg_18	1118169	11	1327
sctg_180	376675	4	1338
sctg_1801	2069	2	1342
sctg_1802	1982	2	1344
sctg_1804	2068	2	1346
sctg_1805	2068	2	1348
sctg_1807	2065	1	1350
sctg_1808	2065	2	1351
sctg_181	374232	4	1353
sctg_1811	2061	1	1357
sctg_1813	2060	2	1358
sctg_1814	2013	2	1360
sctg_1815	2060	1	1362
sctg_1816	2060	2	1363
sctg_1817	2058	2	1365
sctg_1819	2056	2	1367
sctg_182	370035	4	1369
sctg_1822	2000	1	1373
sctg_1825	2050	2	1374
sctg_1828	2049	2	1376
sctg_1829	2043	2	1378
sctg_183	354741	4	1380
sctg_1830	2048	2	1384
sctg_1833	2047	2	1386
sctg_1834	2046	2	1388
sctg_1836	2046	2	1390
sctg_1838	2045	2	1392
sctg_1839	2045	2	1394
sctg_184	359996	4	1396
sctg_1840	2043	1	1400
sctg_1841	2043	2	1401
sctg_1844	2038	1	1403
sctg_1845	2038	2	1404
sctg_1846	2038	2	1406
sctg_1847	2037	2	1408
sctg_1849	2037	2	1410
sctg_185	344804	4	1412
sctg_1852	1998	2	1416
sctg_1853	2035	2	1418
sctg_1855	2032	1	1420
sctg_1857	2023	2	1421
sctg_1859	1983	1	1423
sctg_186	353682	4	1424
sctg_1862	2027	2	1428
sctg_1863	2027	1	1430
sctg_1865	2026	1	1431
sctg_1866	2026	2	1432
sctg_1868	1977	1	1434
sctg_1869	2023	2	1435
sctg_187	344499	4	1437
sctg_1870	2023	1	1441
sctg_1872	2021	2	1442
sctg_1873	2021	2	1444
sctg_1875	2019	2	1446
sctg_1877	1989	2	1448
sctg_1878	2015	2	1450
sctg_188	350457	4	1452
sctg_1880	2015	2	1456
sctg_1882	2012	1	1458
sctg_1883	2012	1	1459
sctg_1884	2012	2	1460
sctg_1887	2006	2	1462
sctg_1888	2009	2	1464
sctg_1889	2008	2	1466
sctg_189	344306	4	1468
sctg_1892	1990	2	1472
sctg_1893	2006	2	1474
sctg_1894	2006	2	1476
sctg_1895	2006	2	1478
sctg_1896	2004	2	1480
sctg_1897	2004	2	1482
sctg_1898	2004	1	1484
sctg_1899	2002	2	1485
sctg_19	1100642	12	1487
sctg_190	339332	4	1499
sctg_191	333838	4	1503
sctg_192	347550	4	1507
sctg_193	329506	4	1511
sctg_194	318036	4	1515
sctg_195	318013	4	1519
sctg_196	324936	4	1523
sctg_197	321740	3	1527
sctg_198	317353	3	1530
sctg_199	313144	4	1533
sctg_2	1894020	20	1537
sctg_20	1086620	11	1557
sctg_200	306974	4	1568
sctg_201	315962	3	1572
sctg_202	313492	3	1575
sctg_203	309679	3	1578
sctg_204	311697	3	1581
sctg_205	299241	4	1584
sctg_206	296281	3	1588
sctg_207	293188	4	1591
sctg_208	290706	4	1595
sctg_209	288938	3	1599
sctg_21	1084609	11	1602
sctg_210	295138	3	1613
sctg_211	289290	3	1616
sctg_212	284288	3	1619
sctg_213	286842	4	1622
sctg_214	283720	3	1626
sctg_215	283174	3	1629
sctg_216	287285	3	1632
sctg_217	279888	3	1635
sctg_218	281218	3	1638
sctg_219	275317	3	1641
sctg_22	1043404	11	1644
sctg_220	296629	3	1655
sctg_221	271698	3	1658
sctg_222	274379	3	1661
sctg_223	271498	4	1664
sctg_224	271925	3	1668
sctg_225	266164	3	1671
sctg_226	270970	3	1674
sctg_227	267340	3	1677
sctg_228	263496	3	1680
sctg_229	278809	3	1683
sctg_23	1033721	10	1686
sctg_230	260002	3	1696
sctg_231	265202	3	1699
sctg_232	269053	3	1702
sctg_233	253850	3	1705
sctg_234	260094	3	1708
sctg_235	257773	3	1711
sctg_236	257852	3	1714
sctg_237	253843	3	1717
sctg_238	254736	3	1720
sctg_239	251360	3	1723
sctg_24	1030715	10	1726
sctg_240	250983	3	1736
sctg_241	246932	3	1739
sctg_242	264910	3	1742
sctg_243	254885	3	1745
sctg_244	255063	3	1748
sctg_245	246901	3	1751
sctg_246	243722	3	1754
sctg_247	244737	3	1757
sctg_248	245048	3	1760
sctg_249	238189	3	1763
sctg_25	1018262	11	1766
sctg_250	252255	3	1777
sctg_251	237700	3	1780
sctg_252	239230	3	1783
sctg_253	238820	3	1786
sctg_254	246086	3	1789
sctg_255	236583	3	1792
sctg_256	237353	3	1795
sctg_257	236592	3	1798
sctg_258	233412	3	1801
sctg_259	230794	3	1804
sctg_26	1015445	10	1807
sctg_260	226858	3	1817
sctg_261	227613	3	1820
sctg_262	228969	3	1823
sctg_263	229230	3	1826
sctg_264	224290	3	1829
sctg_265	230204	3	1832
sctg_266	223137	3	1835
sctg_267	220567	2	1838
sctg_268	226056	3	1840
sctg_269	219649	3	1843
sctg_27	983517	10	1846
sctg_270	221125	3	1856
sctg_271	220629	3	1859
sctg_272	221799	3	1862
sctg_273	215636	3	1865
sctg_274	219812	3	1868
sctg_275	213446	3	1871
sctg_276	216022	3	1874
sctg_277	211243	2	1877
sctg_278	213452	3	1879
sctg_279	209511	3	1882
sctg_28	957396	10	1885
sctg_280	222349	2	1895
sctg_281	214151	3	1897
sctg_282	209721	2	1900
sctg_283	212758	2	1902
sctg_284	191240	2	1904
sctg_285	207741	2	1906
sctg_286	205588	2	1908
sctg_287	206680	3	1910
sctg_288	202158	2	1913
sctg_289	206437	3	1915
sctg_29	944381	10	1918
sctg_290	203236	2	1928
sctg_291	198910	3	1930
sctg_292	197458	2	1933
sctg_293	214083	2	1935
sctg_294	202284	2	1937
sctg_295	196872	2	1939
sctg_296	201648	3	1941
sctg_297	202386	2	1944
sctg_298	200421	3	1946
sctg_299	197968	2	1949
sctg_3	1695640	17	1951
sctg_30	954774	10	1968
sctg_300	204599	2	1978
sctg_301	199622	2	1980
sctg_302	197211	3	1982
sctg_303	202570	2	1985
sctg_304	201323	2	1987
sctg_305	195227	2	1989
sctg_306	194053	2	1991
sctg_307	191954	2	1993
sctg_308	193319	2	1995
sctg_309	191145	2	1997
sctg_31	955132	10	1999
sctg_310	192807	2	2009
sctg_311	196843	2	2011
sctg_312	193179	2	2013
sctg_313	193636	2	2015
sctg_314	196677	2	2017
sctg_315	193907	2	2019
sctg_316	189194	2	2021
sctg_317	186260	2	2023
sctg_318	185416	2	2025
sctg_319	189723	2	2027
sctg_32	952789	10	2029
sctg_320	191996	2	2039
sctg_321	201193	2	2041
sctg_322	183041	2	2043
sctg_323	187855	2	2045
sctg_324	186812	3	2047
sctg_325	185270	2	2050
sctg_326	182276	2	2052
sctg_327	190945	2	2054
sctg_328	182243	2	2056
sctg_329	180184	2	2058
sctg_33	929110	9	2060
sctg_330	182173	2	2069
sctg_331	185965	2	2071
sctg_332	179690	2	2073
sctg_333	177276	2	2075
sctg_334	176980	2	2077
sctg_335	173615	2	2079
sctg_336	182521	2	2081
sctg_337	173380	2	2083
sctg_338	186656	2	2085
sctg_339	174390	2	2087
sctg_34	907134	10	2089
sctg_340	180186	2	2099
sctg_341	174808	2	2101
sctg_342	187010	2	2103
sctg_343	174410	2	2105
sctg_344	168673	2	2107
sctg_345	186330	2	2109
sctg_346	177238	2	2111
sctg_347	166548	2	2113
sctg_348	173412	2	2115
sctg_349	191559	2	2117
sctg_35	899547	10	2119
sctg_350	171387	2	2129
sctg_351	179708	2	2131
sctg_352	161801	2	2133
sctg_353	176139	2	2135
sctg_354	177908	2	2137
sctg_355	167448	2	2139
sctg_356	171946	2	2141
sctg_357	166872	2	2143
sctg_358	162236	2	2145
sctg_359	162983	2	2147
sctg_36	912087	9	2149
sctg_360	159802	2	2158
sctg_361	161346	2	2160
sctg_362	160844	2	2162
sctg_363	159186	2	2164
sctg_364	168671	2	2166
sctg_365	161410	2	2168
sctg_366	159075	2	2170
sctg_367	159297	2	2172
sctg_368	155157	2	2174
sctg_369	153782	2	2176
sctg_37	908089	9	2178
sctg_370	156160	2	2187
sctg_371	156054	2	2189
sctg_372	157547	2	2191
sctg_373	150307	2	2193
sctg_374	153132	2	2195
sctg_375	153327	2	2197
sctg_376	155251	2	2199
sctg_377	145458	2	2201
sctg_378	150402	2	2203
sctg_379	144905	2	2205
sctg_38	904685	9	2207
sctg_380	143268	2	2216
sctg_381	144213	2	2218
sctg_382	140729	2	2220
sctg_383	145517	2	2222
sctg_384	141870	2	2224
sctg_385	143105	2	2226
sctg_386	144486	2	2228
sctg_387	140791	2	2230
sctg_388	142620	2	2232
sctg_389	141986	2	2234
sctg_39	891579	9	2236
sctg_390	141245	2	2245
sctg_391	136178	2	2247
sctg_392	135993	2	2249
sctg_393	126236	2	2251
sctg_394	131013	2	2253
sctg_395	137042	2	2255
sctg_396	129118	2	2257
sctg_398	133856	2	2259
sctg_399	130132	2	2261
sctg_4	1667773	17	2263
sctg_40	880874	9	2280
sctg_400	126492	2	2289
sctg_401	128133	2	2291
sctg_402	130599	2	2293
sctg_403	123845	2	2295
sctg_404	121052	2	2297
sctg_405	127190	2	2299
sctg_406	123651	2	2301
sctg_407	120306	2	2303
sctg_408	121197	2	2305
sctg_409	124964	2	2307
sctg_41	892610	9	2309
sctg_410	122199	2	2318
sctg_411	118254	2	2320
sctg_412	115110	2	2322
sctg_413	117111	2	2324
sctg_414	116523	2	2326
sctg_415	109603	2	2328
sctg_416	115059	2	2330
sctg_417	111451	2	2332
sctg_418	120216	2	2334
sctg_419	111904	2	2336
sctg_42	866109	9	2338
sctg_420	110665	2	2347
sctg_421	109109	1	2349
sctg_422	115125	2	2350
sctg_423	103715	2	2352
sctg_424	105883	2	2354
sctg_425	109994	2	2356
sctg_426	104510	2	2358
sctg_427	114725	1	2360
sctg_428	100991	1	2361
sctg_429	101912	2	2362
sctg_43	857596	9	2364
sctg_430	101059	1	2373
sctg_431	97116	2	2374
sctg_432	101588	1	2376
sctg_433	104593	1	2377
sctg_434	98862	1	2378
sctg_435	103980	1	2379
sctg_436	99304	1	2380
sctg_437	101602	1	2381
sctg_438	99637	1	2382
sctg_439	98750	1	2383
sctg_44	843311	8	2384
sctg_440	99883	1	2392
sctg_441	103104	1	2393
sctg_442	96744	1	2394
sctg_443	102816	1	2395
sctg_444	97518	1	2396
sctg_445	94858	2	2397
sctg_446	97693	1	2399
sctg_447	93235	1	2400
sctg_448	93912	1	2401
sctg_449	93975	1	2402
sctg_45	817014	8	2403
sctg_450	92860	1	2411
sctg_451	90810	1	2412
sctg_452	89890	1	2413
sctg_453	91069	1	2414
sctg_454	90554	1	2415
sctg_455	94836	1	2416
sctg_456	90181	1	2417
sctg_457	86411	1	2418
sctg_458	89443	1	2419
sctg_459	89364	1	2420
sctg_46	824927	8	2421
sctg_460	88216	1	2429
sctg_461	90824	1	2430
sctg_462	87688	1	2431
sctg_463	98479	2	2432
