contig	length_kb	n_frags	cumul_length
sctg_1099	6148	2	189
sctg_11	1201849	5	191
sctg_110	518109	2	196
sctg_1100	5400	2	198
sctg_1101	5385	1	200
sctg_1102	5281	2	201
sctg_1103	5404	2	203
sctg_1104	5225	2	205
sctg_1105	5188	2	207
sctg_1106	5185	1	209
sctg_1107	5357	1	210
sctg_1108	5453	2	211
sctg_1109	5160	1	213
sctg_111	507503	2	214
sctg_1110	5157	2	216
sctg_1111	6071	2	218
sctg_1112	5116	2	220
sctg_1113	9309	1	222
sctg_1114	5082	2	223
sctg_1115	6407	2	225
sctg_1116	5232	1	227
sctg_1117	5094	2	228
sctg_1118	4977	2	230
sctg_1119	13383	2	232
sctg_112	523010	2	234
sctg_1120	4942	2	236
sctg_1122	6119	1	238
sctg_1123	6258	1	239
sctg_1124	4916	1	240
sctg_1125	5477	1	241
sctg_1126	4914	2	242
sctg_1127	5881	1	244
sctg_1128	3611	1	245
sctg_1129	12920	1	246
sctg_113	497380	2	247
sctg_1130	4893	2	249
sctg_1131	4847	2	251
sctg_1132	6323	1	253
sctg_1133	7053	1	254
sctg_1135	6807	2	255
sctg_1136	4812	2	257
sctg_1137	6368	2	259
sctg_1138	4762	2	261
sctg_1139	4326	1	263
sctg_114	502603	2	264
sctg_1140	6597	1	266
sctg_1141	6101	2	267
sctg_1143	6148	2	269
sctg_1144	4647	2	271
sctg_1146	4627	1	273
sctg_1147	4576	2	274
sctg_1148	5345	2	276
sctg_1149	4604	2	278
sctg_115	504428	2	280
sctg_1150	3644	2	282
sctg_1151	4688	1	284
sctg_1152	4578	1	285
sctg_1154	4537	1	286
sctg_1156	4501	2	287
sctg_1157	4473	2	289
sctg_1158	3763	2	291
sctg_116	506676	2	293
sctg_1160	4561	2	295
sctg_1161	4460	2	297
sctg_1162	4453	1	299
sctg_1163	4450	2	300
sctg_1166	4904	2	302
sctg_1167	4510	2	304
sctg_1168	4333	2	306
sctg_117	508313	2	308
sctg_1171	4460	2	310
sctg_1172	4309	1	312
sctg_1173	7246	2	313
sctg_1175	3664	2	315
sctg_1177	12690	2	317
sctg_118	496777	2	319
sctg_1180	4197	1	321
sctg_1182	4322	2	322
sctg_1183	4677	2	324
sctg_1186	4041	2	326
sctg_1187	4057	2	328
sctg_1189	3515	1	330
sctg_119	491596	2	331
sctg_1190	4113	2	333
sctg_1192	3977	2	335
sctg_1193	3933	2	337
sctg_1194	3915	1	339
sctg_1195	3912	1	340
sctg_1199	3903	1	341
sctg_12	1207602	4	342
sctg_120	483608	2	346
sctg_1202	3794	1	348
sctg_1203	3793	2	349
sctg_1204	6539	1	351
sctg_1205	3745	1	352
sctg_1206	3720	2	353
sctg_1208	3662	2	355
sctg_121	515706	2	357
sctg_1211	3621	2	359
sctg_1212	3615	1	361
sctg_1214	3603	1	362
sctg_1215	3578	1	363
sctg_122	487711	2	364
sctg_1226	3460	1	366
sctg_123	494152	2	367
sctg_1230	4305	1	369
sctg_1232	3412	2	370
sctg_1233	3410	1	372
sctg_1234	3398	1	373
sctg_1237	3373	2	374
sctg_124	476472	2	376
sctg_1242	3339	1	378
sctg_1243	5827	1	379
sctg_1246	3295	1	380
sctg_1247	6164	1	381
sctg_1249	3272	2	382
sctg_125	479714	2	384
sctg_1250	3263	2	386
sctg_1251	4029	2	388
sctg_1252	3250	2	390
sctg_1253	3243	1	392
sctg_1254	3240	1	393
sctg_1256	3228	2	394
sctg_1257	3226	1	396
sctg_126	483671	2	397
sctg_1262	3198	1	399
sctg_1263	3181	1	400
sctg_1269	7171	2	401
sctg_127	478815	2	403
sctg_1270	3148	2	405
sctg_1273	3117	2	407
sctg_1274	3109	2	409
sctg_1276	5519	1	411
sctg_1277	3093	2	412
sctg_1278	3087	1	414
sctg_1279	3085	1	415
sctg_128	478782	2	416
sctg_1280	3084	2	418
sctg_1283	3076	2	420
sctg_1285	3067	1	422
sctg_1286	3060	2	423
sctg_1288	3047	1	425
sctg_1289	3042	1	426
sctg_129	473873	2	427
sctg_1292	3023	2	429
sctg_1295	3005	2	431
sctg_1296	2976	2	433
sctg_1297	3000	1	435
sctg_1298	2974	2	436
sctg_1299	2995	2	438
sctg_13	1198315	4	440
sctg_130	461857	2	444
sctg_1303	2964	2	446
sctg_1304	2958	1	448
sctg_1305	2958	1	449
sctg_1307	2954	1	450
sctg_1308	2952	2	451
sctg_1309	2950	2	453
sctg_131	469652	2	455
sctg_1310	2945	1	457
sctg_1311	2939	1	458
sctg_1318	2911	2	459
sctg_132	456593	2	461
sctg_1323	2882	2	463
sctg_1326	2876	2	465
sctg_133	463476	2	467
sctg_1330	2861	1	469
sctg_1332	2844	2	470
sctg_1334	2845	2	472
sctg_1335	6167	1	474
sctg_1336	2835	2	475
sctg_1337	2834	2	477
sctg_1338	2821	2	479
sctg_1339	2820	2	481
sctg_134	451763	2	483
sctg_1343	2743	2	485
sctg_1345	2805	2	487
sctg_1346	2800	2	489
sctg_1347	2799	2	491
sctg_1349	2788	1	493
sctg_135	450597	2	494
sctg_1351	2779	2	496
sctg_1356	2768	1	498
sctg_1359	2749	2	499
sctg_136	452496	2	501
sctg_1360	2747	1	503
sctg_1361	2747	1	504
sctg_1362	2719	2	505
sctg_1363	2742	1	507
sctg_1364	2738	2	508
sctg_1366	2736	1	510
sctg_1367	2733	2	511
sctg_1368	2722	2	513
sctg_137	453703	2	515
sctg_1370	2712	1	517
sctg_1372	2705	1	518
sctg_1376	2690	1	519
sctg_1379	2686	2	520
sctg_138	439392	2	522
sctg_1380	2684	2	524
sctg_1383	2678	1	526
sctg_1384	2677	1	527
sctg_1387	2673	1	528
sctg_1389	2667	2	529
sctg_139	445129	2	531
sctg_1390	2666	2	533
sctg_1394	2654	1	535
sctg_1395	2652	2	536
sctg_1396	2650	2	538
sctg_1397	2648	2	540
sctg_1398	2644	1	542
sctg_1399	2642	1	543
sctg_14	1172230	4	544
sctg_140	440654	2	548
sctg_1401	2640	1	550
sctg_1402	2639	1	551
sctg_1404	2601	1	552
sctg_1407	2589	1	553
sctg_1409	2622	1	554
sctg_141	435803	2	555
sctg_1410	2621	1	557
sctg_1414	2615	1	558
sctg_1416	2613	2	559
sctg_1417	2606	2	561
sctg_1419	2589	1	563
sctg_142	439664	2	564
sctg_1420	2588	1	566
sctg_1421	2587	2	567
sctg_1422	2584	2	569
sctg_1423	2536	1	571
sctg_1424	2580	1	572
sctg_1425	2512	2	573
sctg_1428	2569	1	575
sctg_143	432829	2	576
sctg_1430	2566	2	578
sctg_1436	2543	2	580
sctg_1438	2487	2	582
sctg_1439	2538	2	584
sctg_144	431193	2	586
sctg_1441	2540	1	588
sctg_1443	2532	1	589
sctg_1446	2530	2	590
sctg_1447	2530	2	592
sctg_1448	2529	2	594
sctg_145	436202	2	596
sctg_1450	2524	1	598
sctg_1452	2521	2	599
sctg_1455	2511	1	601
sctg_1456	2511	2	602
sctg_1459	2500	1	604
sctg_146	434360	2	605
sctg_1460	2498	2	607
sctg_1461	2498	2	609
sctg_1462	2497	2	611
sctg_1463	2497	2	613
sctg_1464	2493	1	615
sctg_1467	2486	1	616
sctg_1468	2486	2	617
sctg_147	421466	2	619
sctg_1472	2473	2	621
sctg_1473	2473	2	623
sctg_1474	2472	1	625
sctg_1475	2464	1	626
sctg_1476	2459	2	627
sctg_1477	2462	1	629
sctg_1478	2458	1	630
sctg_148	424104	2	631
sctg_1480	2416	2	633
sctg_1482	2422	2	635
sctg_1484	2409	1	637
sctg_1485	2455	2	638
sctg_1487	2451	1	640
sctg_149	416312	2	641
sctg_1490	2446	1	643
sctg_1491	2443	2	644
sctg_1492	2442	2	646
sctg_1493	2440	1	648
sctg_1494	2403	1	649
sctg_1495	2436	2	650
sctg_1496	2403	1	652
sctg_1497	2403	1	653
sctg_15	1139494	4	654
sctg_150	422720	2	658
sctg_1502	2427	1	660
sctg_1505	2423	1	661
sctg_1506	2421	1	662
sctg_1509	2418	1	663
sctg_151	413142	2	664
sctg_1511	2413	1	666
sctg_1515	2407	2	667
sctg_1516	2406	2	669
sctg_1517	2402	1	671
sctg_1518	2401	2	672
sctg_1519	2400	1	674
sctg_152	420878	2	675
sctg_1520	2399	2	677
sctg_1522	2395	2	679
sctg_1525	2386	1	681
sctg_1529	2376	1	682
sctg_153	404940	2	683
sctg_1530	2376	2	685
sctg_1532	2369	1	687
sctg_1533	2368	1	688
sctg_1535	2366	2	689
sctg_1536	2366	1	691
sctg_1537	2366	2	692
sctg_1539	2358	1	694
sctg_154	418983	2	695
sctg_1541	2324	1	697
sctg_1542	2354	1	698
sctg_1543	2353	1	699
sctg_1544	2350	2	700
sctg_1545	2347	2	702
sctg_1547	2346	1	704
sctg_1548	2344	1	705
sctg_1549	2344	2	706
sctg_155	409479	2	708
sctg_1552	2315	1	710
sctg_1553	2336	2	711
sctg_1554	2335	2	713
sctg_1555	2333	2	715
sctg_1558	2330	1	717
sctg_1559	2328	1	718
sctg_156	405149	2	719
sctg_1560	2321	2	721
sctg_1561	2328	1	723
sctg_1563	2246	2	724
sctg_1565	2325	2	726
sctg_1566	2323	1	728
sctg_1567	2321	2	729
sctg_1568	2320	1	731
sctg_1569	2318	2	732
sctg_157	411445	2	734
sctg_1570	2317	1	736
sctg_1571	2313	2	737
sctg_1572	2313	2	739
sctg_1573	2311	1	741
sctg_1576	2307	2	742
sctg_1577	2302	1	744
sctg_1578	2306	1	745
sctg_1579	2305	1	746
sctg_158	408399	2	747
sctg_1581	2303	1	749
sctg_1582	2301	1	750
sctg_1586	2296	1	751
sctg_1587	2294	1	752
sctg_1588	2292	1	753
sctg_1589	2289	1	754
sctg_159	398523	2	755
sctg_1590	2289	2	757
sctg_1591	2287	1	759
sctg_1592	2286	2	760
sctg_1593	2286	1	762
sctg_1594	2281	2	763
sctg_1595	2273	2	765
sctg_16	1133248	4	767
sctg_160	394780	2	771
sctg_1600	2274	1	773
sctg_1604	2270	2	774
sctg_1605	2267	2	776
sctg_1606	2251	1	778
sctg_1607	2260	1	779
sctg_1609	2256	1	780
sctg_161	400297	2	781
sctg_1611	2255	2	783
sctg_1612	2253	1	785
sctg_1613	2252	1	786
sctg_1615	2250	2	787
sctg_1618	2244	2	789
sctg_1619	2244	2	791
sctg_162	401382	2	793
sctg_1621	2241	2	795
sctg_1622	2240	1	797
sctg_1624	2239	2	798
sctg_1626	2237	2	800
sctg_1629	2232	1	802
sctg_163	402252	2	803
sctg_1630	2228	1	805
sctg_1632	2226	2	806
sctg_1633	2226	2	808
sctg_1634	2226	2	810
sctg_1635	2225	1	812
sctg_1636	2175	2	813
sctg_1638	2220	2	815
sctg_164	400887	2	817
sctg_1640	2219	2	819
sctg_1642	2217	2	821
sctg_1643	2217	1	823
sctg_1644	2217	1	824
sctg_1647	2214	2	825
sctg_1648	2212	2	827
sctg_1649	2211	1	829
sctg_165	399073	2	830
sctg_1650	2210	2	832
sctg_1651	2209	1	834
sctg_1653	2175	2	835
sctg_1654	2207	1	837
sctg_1655	2205	1	838
sctg_1656	2204	2	839
sctg_166	407896	2	841
sctg_1661	2193	2	843
sctg_1662	2191	2	845
sctg_1663	2172	2	847
sctg_1664	2191	2	849
sctg_1665	2190	1	851
sctg_1667	2189	2	852
sctg_1669	2185	2	854
sctg_167	412829	2	856
sctg_1674	2178	2	858
sctg_1675	2178	1	860
sctg_1677	2175	2	861
sctg_1678	2175	1	863
sctg_1679	2175	2	864
sctg_168	392037	2	866
sctg_1680	2174	2	868
sctg_1681	2173	1	870
sctg_1682	2135	1	871
sctg_1684	2163	2	872
sctg_1685	2169	1	874
sctg_1687	2164	1	875
sctg_1689	2163	2	876
sctg_169	393698	2	878
sctg_1690	2162	2	880
sctg_1695	2159	2	882
sctg_1697	2154	1	884
sctg_1698	2154	1	885
sctg_17	1123385	4	886
sctg_170	380651	2	890
sctg_1700	2153	1	892
sctg_1701	2153	2	893
sctg_1702	2152	1	895
sctg_1704	2149	1	896
sctg_1705	2147	2	897
sctg_1707	2146	1	899
sctg_1708	2135	2	900
sctg_1709	2145	2	902
sctg_171	378343	2	904
sctg_1710	2145	2	906
sctg_1712	2144	1	908
sctg_1715	2143	2	909
sctg_1717	2141	2	911
sctg_1718	2141	2	913
sctg_172	376979	2	915
sctg_1720	2140	1	917
sctg_1724	2134	2	918
sctg_1726	2132	2	920
sctg_1727	2130	1	922
sctg_1729	2128	2	923
sctg_173	380134	2	925
sctg_1731	2128	2	927
sctg_1732	2117	2	929
sctg_1733	2127	1	931
sctg_1734	2127	1	932
sctg_1735	2127	2	933
sctg_1737	2125	2	935
sctg_1738	2125	2	937
sctg_174	375833	2	939
sctg_1740	2120	1	941
sctg_1741	2119	1	942
sctg_1742	2119	2	943
sctg_1743	2116	1	945
sctg_1744	2115	2	946
sctg_1745	2115	2	948
sctg_1746	2115	1	950
sctg_1747	2111	1	951
sctg_1748	2114	1	952
sctg_1749	2114	2	953
sctg_175	373580	2	955
sctg_1750	2114	2	957
sctg_1751	2113	2	959
sctg_1752	2112	2	961
sctg_1753	2112	1	963
sctg_1755	2109	2	964
sctg_1756	2109	2	966
sctg_176	377841	2	968
sctg_1760	2107	2	970
sctg_1762	2105	1	972
sctg_1763	2105	1	973
sctg_1764	2105	1	974
sctg_1765	2104	1	975
sctg_1766	2104	2	976
sctg_1767	2103	2	978
sctg_177	372647	2	980
sctg_1773	2095	2	982
sctg_1776	2092	2	984
sctg_1777	2092	2	986
sctg_1779	2086	1	988
sctg_178	369726	2	989
sctg_1782	2085	2	991
sctg_1783	2082	1	993
sctg_1784	2082	2	994
sctg_1785	2081	2	996
sctg_1786	2081	2	998
sctg_1788	2078	2	1000
sctg_1789	2077	1	1002
sctg_179	375655	2	1003
sctg_1791	2077	1	1005
sctg_1792	2077	1	1006
sctg_1793	2077	2	1007
sctg_1794	2074	1	1009
sctg_1795	2073	2	1010
sctg_1798	2072	2	1012
sctg_1799	2070	1	1014
sctg_18	1118169	4	1015
sctg_180	376675	2	1019
sctg_1801	2069	2	1021
sctg_1802	1982	2	1023
sctg_1804	2068	2	1025
sctg_1805	2068	2	1027
sctg_1807	2065	1	1029
sctg_1808	2065	2	1030
sctg_181	374232	2	1032
sctg_1811	2061	1	1034
sctg_1813	2060	2	1035
sctg_1814	2013	2	1037
sctg_1815	2060	1	1039
sctg_1816	2060	2	1040
sctg_1817	2058	2	1042
sctg_1819	2056	2	1044
sctg_182	370035	2	1046
sctg_1822	2000	1	1048
sctg_1825	2050	2	1049
sctg_1828	2049	2	1051
sctg_1829	2043	2	1053
sctg_183	354741	2	1055
sctg_1830	2048	2	1057
sctg_1833	2047	2	1059
sctg_1834	2046	2	1061
sctg_1836	2046	2	1063
sctg_1838	2045	2	1065
sctg_1839	2045	2	1067
sctg_184	359996	2	1069
sctg_1840	2043	1	1071
sctg_1841	2043	2	1072
sctg_1844	2038	1	1074
sctg_1845	2038	2	1075
sctg_1846	2038	2	1077
sctg_1847	2037	2	1079
sctg_1849	2037	2	1081
sctg_185	344804	2	1083
sctg_1852	1998	2	1085
sctg_1853	2035	2	1087
sctg_1855	2032	1	1089
sctg_1857	2023	2	1090
sctg_1859	1983	1	1092
sctg_186	353682	2	1093
sctg_1862	2027	2	1095
sctg_1863	2027	1	1097
sctg_1865	2026	1	1098
sctg_1866	2026	2	1099
sctg_1868	1977	1	1101
sctg_1869	2023	2	1102
sctg_187	344499	2	1104
sctg_1870	2023	1	1106
sctg_1872	2021	2	1107
sctg_1873	2021	2	1109
sctg_1875	2019	2	1111
sctg_1877	1989	2	1113
sctg_1878	2015	2	1115
sctg_188	350457	2	1117
sctg_1880	2015	2	1119
sctg_1882	2012	1	1121
sctg_1883	2012	1	1122
sctg_1884	2012	2	1123
sctg_1887	2006	2	1125
sctg_1888	2009	2	1127
sctg_1889	2008	2	1129
sctg_189	344306	2	1131
sctg_1892	1990	2	1133
sctg_1893	2006	2	1135
sctg_1894	2006	2	1137
sctg_1895	2006	2	1139
sctg_1896	2004	2	1141
sctg_1897	2004	2	1143
sctg_1898	2004	1	1145
sctg_1899	2002	2	1146
sctg_19	1100642	4	1148
sctg_190	339332	2	1152
sctg_191	333838	2	1154
sctg_192	347550	2	1156
sctg_193	329506	2	1158
sctg_194	318036	2	1160
sctg_195	318013	2	1162
sctg_196	324936	2	1164
sctg_197	321740	1	1166
sctg_198	317353	1	1167
sctg_199	313144	2	1168
sctg_2	1894020	7	1170
sctg_20	1086620	4	1177
sctg_200	306974	2	1181
sctg_201	315962	1	1183
sctg_202	313492	1	1184
sctg_203	309679	1	1185
sctg_204	311697	1	1186
sctg_205	299241	2	1187
sctg_206	296281	1	1189
sctg_207	293188	2	1190
sctg_208	290706	2	1192
sctg_209	288938	1	1194
sctg_21	1084609	4	1195
sctg_210	295138	1	1199
sctg_211	289290	1	1200
sctg_212	284288	1	1201
sctg_213	286842	2	1202
sctg_214	283720	1	1204
sctg_215	283174	1	1205
sctg_216	287285	1	1206
sctg_217	279888	1	1207
sctg_218	281218	1	1208
sctg_219	275317	1	1209
sctg_22	1043404	4	1210
sctg_220	296629	1	1214
sctg_221	271698	1	1215
sctg_222	274379	1	1216
sctg_223	271498	2	1217
sctg_224	271925	1	1219
sctg_225	266164	1	1220
sctg_226	270970	1	1221
sctg_227	267340	1	1222
sctg_228	263496	1	1223
sctg_229	278809	1	1224
sctg_23	1033721	4	1225
sctg_230	260002	1	1229
sctg_231	265202	1	1230
sctg_232	269053	1	1231
sctg_233	253850	1	1232
sctg_234	260094	1	1233
sctg_235	257773	1	1234
sctg_236	257852	1	1235
sctg_237	253843	1	1236
sctg_238	254736	1	1237
sctg_239	251360	1	1238
sctg_24	1030715	4	1239
sctg_240	250983	1	1243
sctg_241	246932	1	1244
sctg_242	264910	1	1245
sctg_243	254885	1	1246
sctg_244	255063	1	1247
sctg_245	246901	1	1248
sctg_246	243722	1	1249
sctg_247	244737	1	1250
sctg_248	245048	1	1251
sctg_249	238189	1	1252
sctg_25	1018262	4	1253
sctg_250	252255	1	1257
sctg_251	237700	1	1258
sctg_252	239230	1	1259
sctg_253	238820	1	1260
sctg_254	246086	1	1261
sctg_255	236583	1	1262
sctg_256	237353	1	1263
sctg_257	236592	1	1264
sctg_258	233412	1	1265
sctg_259	230794	1	1266
sctg_26	1015445	4	1267
sctg_260	226858	1	1271
sctg_261	227613	1	1272
sctg_262	228969	1	1273
sctg_263	229230	1	1274
sctg_264	224290	1	1275
sctg_265	230204	1	1276
sctg_266	223137	1	1277
sctg_267	220567	2	1278
sctg_268	226056	1	1280
sctg_269	219649	1	1281
sctg_27	983517	4	1282
sctg_270	221125	1	1286
sctg_271	220629	1	1287
sctg_272	221799	1	1288
sctg_273	215636	1	1289
sctg_274	219812	1	1290
sctg_275	213446	1	1291
sctg_276	216022	1	1292
sctg_277	211243	2	1293
sctg_278	213452	1	1295
sctg_279	209511	1	1296
sctg_28	957396	4	1297
sctg_280	222349	2	1301
sctg_281	214151	1	1303
sctg_282	209721	2	1304
sctg_283	212758	2	1306
sctg_284	191240	2	1308
sctg_285	207741	2	1310
sctg_286	205588	2	1312
sctg_287	206680	1	1314
sctg_288	202158	2	1315
sctg_289	206437	1	1317
sctg_29	944381	4	1318
sctg_290	203236	2	1322
sctg_291	198910	1	1324
sctg_292	197458	2	1325
sctg_293	214083	2	1327
sctg_294	202284	2	1329
sctg_295	196872	2	1331
sctg_296	201648	1	1333
sctg_297	202386	2	1334
sctg_298	200421	1	1336
sctg_299	197968	2	1337
sctg_3	1695640	6	1339
sctg_30	954774	4	1345
sctg_300	204599	2	1349
sctg_301	199622	2	1351
sctg_302	197211	1	1353
sctg_303	202570	2	1354
sctg_304	201323	2	1356
sctg_305	195227	2	1358
sctg_306	194053	2	1360
sctg_307	191954	2	1362
sctg_308	193319	2	1364
sctg_309	191145	2	1366
sctg_31	955132	4	1368
sctg_310	192807	2	1372
sctg_311	196843	2	1374
sctg_312	193179	2	1376
sctg_313	193636	2	1378
sctg_314	196677	2	1380
sctg_315	193907	2	1382
sctg_316	189194	2	1384
sctg_317	186260	2	1386
sctg_318	185416	2	1388
sctg_319	189723	2	1390
sctg_32	952789	4	1392
sctg_320	191996	2	1396
sctg_321	201193	2	1398
sctg_322	183041	2	1400
sctg_323	187855	2	1402
sctg_324	186812	1	1404
sctg_325	185270	2	1405
sctg_326	182276	2	1407
sctg_327	190945	2	1409
sctg_328	182243	2	1411
sctg_329	180184	2	1413
sctg_33	929110	3	1415
sctg_330	182173	2	1418
sctg_331	185965	2	1420
sctg_332	179690	2	1422
sctg_333	177276	2	1424
sctg_334	176980	2	1426
sctg_335	173615	2	1428
sctg_336	182521	2	1430
sctg_337	173380	2	1432
sctg_338	186656	2	1434
sctg_339	174390	2	1436
sctg_34	907134	4	1438
sctg_340	180186	2	1442
sctg_341	174808	2	1444
sctg_342	187010	2	1446
sctg_343	174410	2	1448
sctg_344	168673	2	1450
sctg_345	186330	2	1452
sctg_346	177238	2	1454
sctg_347	166548	2	1456
sctg_348	173412	2	1458
sctg_349	191559	2	1460
sctg_35	899547	4	1462
sctg_350	171387	2	1466
sctg_351	179708	2	1468
sctg_352	161801	2	1470
sctg_353	176139	2	1472
sctg_354	177908	2	1474
sctg_355	167448	2	1476
sctg_356	171946	2	1478
sctg_357	166872	2	1480
sctg_358	162236	2	1482
sctg_359	162983	2	1484
sctg_36	912087	3	1486
sctg_360	159802	2	1489
sctg_361	161346	2	1491
sctg_362	160844	2	1493
sctg_363	159186	2	1495
sctg_364	168671	2	1497
sctg_365	161410	2	1499
sctg_366	159075	2	1501
sctg_367	159297	2	1503
sctg_368	155157	2	1505
sctg_369	153782	2	1507
sctg_37	908089	3	1509
sctg_370	156160	2	1512
sctg_371	156054	2	1514
sctg_372	157547	2	1516
sctg_373	150307	2	1518
sctg_374	153132	2	1520
sctg_375	153327	2	1522
sctg_376	155251	2	1524
sctg_377	145458	2	1526
sctg_378	150402	2	1528
sctg_379	144905	2	1530
sctg_38	904685	3	1532
sctg_380	143268	2	1535
sctg_381	144213	2	1537
sctg_382	140729	2	1539
sctg_383	145517	2	1541
sctg_384	141870	2	1543
sctg_385	143105	2	1545
sctg_386	144486	2	1547
sctg_387	140791	2	1549
sctg_388	142620	2	1551
sctg_389	141986	2	1553
sctg_39	891579	3	1555
sctg_390	141245	2	1558
sctg_391	136178	2	1560
sctg_392	135993	2	1562
sctg_393	126236	2	1564
sctg_394	131013	2	1566
sctg_395	137042	2	1568
sctg_396	129118	2	1570
sctg_398	133856	2	1572
sctg_399	130132	2	1574
sctg_4	1667773	6	1576
sctg_40	880874	3	1582
sctg_400	126492	2	1585
sctg_401	128133	2	1587
sctg_402	130599	2	1589
sctg_403	123845	2	1591
sctg_404	121052	2	1593
sctg_405	127190	2	1595
sctg_406	123651	2	1597
sctg_407	120306	2	1599
sctg_408	121197	2	1601
sctg_409	124964	2	1603
sctg_41	892610	3	1605
sctg_410	122199	2	1608
sctg_411	118254	2	1610
sctg_412	115110	2	1612
sctg_413	117111	2	1614
sctg_414	116523	2	1616
sctg_415	109603	2	1618
sctg_416	115059	2	1620
sctg_417	111451	2	1622
sctg_418	120216	2	1624
sctg_419	111904	2	1626
sctg_42	866109	3	1628
sctg_420	110665	2	1631
sctg_421	109109	1	1633
sctg_422	115125	2	1634
sctg_423	103715	2	1636
sctg_424	105883	2	1638
sctg_425	109994	2	1640
sctg_426	104510	2	1642
sctg_427	114725	1	1644
sctg_428	100991	1	1645
sctg_429	101912	2	1646
sctg_43	857596	3	1648
sctg_430	101059	1	1651
sctg_431	97116	2	1652
sctg_432	101588	1	1654
sctg_433	104593	1	1655
sctg_434	98862	1	1656
sctg_435	103980	1	1657
sctg_436	99304	1	1658
sctg_437	101602	1	1659
sctg_438	99637	1	1660
sctg_439	98750	1	1661
sctg_44	843311	3	1662
sctg_440	99883	1	1665
sctg_441	103104	1	1666
sctg_442	96744	1	1667
sctg_443	102816	1	1668
sctg_444	97518	1	1669
sctg_445	94858	2	1670
sctg_446	97693	1	1672
sctg_447	93235	1	1673
sctg_448	93912	1	1674
sctg_449	93975	1	1675
sctg_45	817014	3	1676
sctg_450	92860	1	1679
sctg_451	90810	1	1680
sctg_452	89890	1	1681
sctg_453	91069	1	1682
sctg_454	90554	1	1683
sctg_455	94836	1	1684
sctg_456	90181	1	1685
sctg_457	86411	1	1686
sctg_458	89443	1	1687
sctg_459	89364	1	1688
sctg_46	824927	3	1689
sctg_460	88216	1	1692
sctg_461	90824	1	1693
sctg_462	87688	1	1694
sctg_463	98479	2	1695
sctg_464	88158	1	1697
sctg_465	94040	1	1698
sctg_466	85583	1	1699
sctg_467	88073	1	1700
sctg_468	79423	1	1701
sctg_469	83892	1	1702
sctg_47	806785	3	1703
sctg_470	85960	1	1706
sctg_471	82910	1	1707
sctg_472	80207	1	1708
sctg_473	84021	1	1709
