contig	length_kb	n_frags	cumul_length
sctg_1060	5909	15	21643
sctg_1061	5894	12	21658
sctg_1062	5885	17	21670
sctg_1063	5884	23	21687
sctg_1064	5876	24	21710
sctg_1065	5859	21	21734
sctg_1066	6827	7	21755
sctg_1067	5833	12	21762
sctg_1068	4000	10	21774
sctg_1069	5761	19	21784
sctg_107	521539	1204	21803
sctg_1070	5768	18	23007
sctg_1071	5764	11	23025
sctg_1072	5754	20	23036
sctg_1073	5752	22	23056
sctg_1074	5799	16	23078
sctg_1075	7698	13	23094
sctg_1076	5691	14	23107
sctg_1077	5613	19	23121
sctg_1078	5633	13	23140
sctg_1079	5697	21	23153
sctg_108	521777	1216	23174
sctg_1080	6036	6	24390
sctg_1081	5574	14	24396
sctg_1082	6817	2	24410
sctg_1083	5660	10	24412
sctg_1084	5551	14	24422
sctg_1085	7155	1	24436
sctg_1086	5498	10	24437
sctg_1087	5492	20	24447
sctg_1088	6276	4	24467
sctg_1089	10690	10	24471
sctg_109	511637	1276	24481
sctg_1090	6191	34	25757
sctg_1091	5426	20	25791
sctg_1092	5641	10	25811
sctg_1093	5382	6	25821
sctg_1094	6283	7	25827
sctg_1095	8793	8	25834
sctg_1097	5357	10	25842
sctg_1098	5323	17	25852
sctg_1099	6148	13	25869
sctg_11	1201849	2960	25882
sctg_110	518109	1130	28842
sctg_1100	5400	12	29972
sctg_1101	5385	8	29984
sctg_1102	5281	17	29992
sctg_1103	5404	10	30009
sctg_1104	5225	13	30019
sctg_1105	5188	14	30032
sctg_1106	5185	9	30046
sctg_1107	5357	8	30055
sctg_1108	5453	15	30063
sctg_1109	5160	20	30078
sctg_111	507503	1177	30098
sctg_1110	5157	13	31275
sctg_1111	6071	11	31288
sctg_1112	5116	14	31299
sctg_1113	9309	1	31313
sctg_1114	5082	11	31314
sctg_1115	6407	16	31325
sctg_1116	5232	8	31341
sctg_1117	5094	11	31349
sctg_1118	4977	13	31360
sctg_1119	13383	12	31373
sctg_112	523010	1199	31385
sctg_1120	4942	17	32584
sctg_1122	6119	9	32601
sctg_1123	6258	7	32610
sctg_1124	4916	7	32617
sctg_1125	5477	9	32624
sctg_1126	4914	10	32633
sctg_1127	5881	8	32643
sctg_1128	3611	8	32651
sctg_1129	12920	9	32659
sctg_113	497380	1173	32668
sctg_1130	4893	11	33841
sctg_1131	4847	15	33852
sctg_1132	6323	8	33867
sctg_1133	7053	8	33875
sctg_1135	6807	5	33883
sctg_1136	4812	15	33888
sctg_1137	6368	31	33903
sctg_1138	4762	16	33934
sctg_1139	4326	3	33950
sctg_114	502603	1120	33953
sctg_1140	6597	1	35073
sctg_1141	6101	18	35074
sctg_1143	6148	14	35092
sctg_1144	4647	15	35106
sctg_1146	4627	9	35121
sctg_1147	4576	13	35130
sctg_1148	5345	14	35143
sctg_1149	4604	11	35157
sctg_115	504428	1197	35168
sctg_1150	3644	6	36365
sctg_1151	4688	9	36371
sctg_1152	4578	9	36380
sctg_1154	4537	8	36389
sctg_1156	4501	12	36397
sctg_1157	4473	5	36409
sctg_1158	3763	6	36414
sctg_116	506676	1122	36420
sctg_1160	4561	15	37542
sctg_1161	4460	18	37557
sctg_1162	4453	9	37575
sctg_1163	4450	11	37584
sctg_1166	4904	14	37595
sctg_1167	4510	14	37609
sctg_1168	4333	15	37623
sctg_117	508313	1115	37638
sctg_1171	4460	13	38753
sctg_1172	4309	8	38766
sctg_1173	7246	12	38774
sctg_1175	3664	13	38786
sctg_1177	12690	12	38799
sctg_118	496777	1124	38811
sctg_1180	4197	7	39935
sctg_1182	4322	11	39942
sctg_1183	4677	11	39953
sctg_1186	4041	5	39964
sctg_1187	4057	11	39969
sctg_1189	3515	24	39980
sctg_119	491596	1241	40004
sctg_1190	4113	10	41245
sctg_1192	3977	15	41255
sctg_1193	3933	11	41270
sctg_1194	3915	9	41281
sctg_1195	3912	9	41290
sctg_1199	3903	8	41299
sctg_12	1207602	2875	41307
sctg_120	483608	1169	44182
sctg_1202	3794	9	45351
sctg_1203	3793	10	45360
sctg_1204	6539	8	45370
sctg_1205	3745	8	45378
sctg_1206	3720	5	45386
sctg_1208	3662	12	45391
sctg_121	515706	1091	45403
sctg_1211	3621	11	46494
sctg_1212	3615	8	46505
sctg_1214	3603	8	46513
sctg_1215	3578	7	46521
sctg_122	487711	1118	46528
sctg_1226	3460	8	47646
sctg_123	494152	1141	47654
sctg_1230	4305	8	48795
sctg_1232	3412	10	48803
sctg_1233	3410	7	48813
sctg_1234	3398	9	48820
sctg_1237	3373	10	48829
sctg_124	476472	1121	48839
sctg_1242	3339	8	49960
sctg_1243	5827	7	49968
sctg_1246	3295	8	49975
sctg_1247	6164	7	49983
sctg_1249	3272	13	49990
sctg_125	479714	1206	50003
sctg_1250	3263	10	51209
sctg_1251	4029	12	51219
sctg_1252	3250	4	51231
sctg_1253	3243	9	51235
sctg_1254	3240	9	51244
sctg_1256	3228	6	51253
sctg_1257	3226	8	51259
sctg_126	483671	1134	51267
sctg_1262	3198	8	52401
sctg_1263	3181	7	52409
sctg_1269	7171	6	52416
sctg_127	478815	1184	52422
sctg_1270	3148	10	53606
sctg_1273	3117	11	53616
sctg_1274	3109	10	53627
sctg_1276	5519	9	53637
sctg_1277	3093	6	53646
sctg_1278	3087	8	53652
sctg_1279	3085	9	53660
sctg_128	478782	1081	53669
sctg_1280	3084	12	54750
sctg_1283	3076	6	54762
sctg_1285	3067	7	54768
sctg_1286	3060	10	54775
sctg_1288	3047	8	54785
sctg_1289	3042	9	54793
sctg_129	473873	1063	54802
sctg_1292	3023	10	55865
sctg_1295	3005	11	55875
sctg_1296	2976	10	55886
sctg_1297	3000	8	55896
sctg_1298	2974	10	55904
sctg_1299	2995	10	55914
sctg_13	1198315	2873	55924
sctg_130	461857	1158	58797
sctg_1303	2964	6	59955
sctg_1304	2958	8	59961
sctg_1305	2958	8	59969
sctg_1307	2954	8	59977
sctg_1308	2952	6	59985
sctg_1309	2950	4	59991
sctg_131	469652	1023	59995
sctg_1310	2945	9	61018
sctg_1311	2939	8	61027
sctg_1318	2911	11	61035
sctg_132	456593	1162	61046
sctg_1323	2882	6	62208
sctg_1326	2876	6	62214
sctg_133	463476	1132	62220
sctg_1330	2861	7	63352
sctg_1332	2844	10	63359
sctg_1334	2845	15	63369
sctg_1335	6167	8	63384
sctg_1336	2835	10	63392
sctg_1337	2834	4	63402
sctg_1338	2821	4	63406
sctg_1339	2820	6	63410
sctg_134	451763	1150	63416
sctg_1343	2743	10	64566
sctg_1345	2805	5	64576
sctg_1346	2800	6	64581
sctg_1347	2799	5	64587
sctg_1349	2788	8	64592
sctg_135	450597	1083	64600
sctg_1351	2779	5	65683
sctg_1356	2768	8	65688
sctg_1359	2749	4	65696
sctg_136	452496	1092	65700
sctg_1360	2747	7	66792
sctg_1361	2747	7	66799
sctg_1362	2719	10	66806
sctg_1363	2742	8	66816
sctg_1364	2738	10	66824
sctg_1366	2736	9	66834
sctg_1367	2733	5	66843
sctg_1368	2722	10	66848
sctg_137	453703	1022	66858
sctg_1370	2712	7	67880
sctg_1372	2705	3	67887
sctg_1376	2690	9	67890
sctg_1379	2686	13	67899
sctg_138	439392	1003	67912
sctg_1380	2684	17	68915
sctg_1383	2678	8	68932
sctg_1384	2677	3	68940
sctg_1387	2673	8	68943
sctg_1389	2667	4	68951
sctg_139	445129	1023	68955
sctg_1390	2666	10	69978
sctg_1394	2654	9	69988
sctg_1395	2652	6	69997
sctg_1396	2650	6	70003
sctg_1397	2648	5	70009
sctg_1398	2644	8	70014
sctg_1399	2642	8	70022
sctg_14	1172230	2895	70030
sctg_140	440654	1163	72925
sctg_1401	2640	9	74088
sctg_1402	2639	7	74097
sctg_1404	2601	8	74104
sctg_1407	2589	3	74112
sctg_1409	2622	9	74115
sctg_141	435803	1060	74124
sctg_1410	2621	9	75184
sctg_1414	2615	9	75193
sctg_1416	2613	10	75202
sctg_1417	2606	10	75212
sctg_1419	2589	8	75222
sctg_142	439664	984	75230
sctg_1420	2588	7	76214
sctg_1421	2587	5	76221
sctg_1422	2584	11	76226
sctg_1423	2536	9	76237
sctg_1424	2580	8	76246
sctg_1425	2512	10	76254
sctg_1428	2569	9	76264
sctg_143	432829	1059	76273
sctg_1430	2566	5	77332
sctg_1436	2543	4	77337
sctg_1438	2487	5	77341
sctg_1439	2538	6	77346
sctg_144	431193	1001	77352
sctg_1441	2540	3	78353
sctg_1443	2532	8	78356
sctg_1446	2530	4	78364
sctg_1447	2530	11	78368
sctg_1448	2529	11	78379
sctg_145	436202	965	78390
sctg_1450	2524	8	79355
sctg_1452	2521	6	79363
sctg_1455	2511	8	79369
sctg_1456	2511	5	79377
sctg_1459	2500	8	79382
sctg_146	434360	1057	79390
sctg_1460	2498	6	80447
sctg_1461	2498	11	80453
sctg_1462	2497	5	80464
sctg_1463	2497	5	80469
sctg_1464	2493	7	80474
sctg_1467	2486	8	80481
sctg_1468	2486	4	80489
sctg_147	421466	987	80493
sctg_1472	2473	5	81480
sctg_1473	2473	10	81485
sctg_1474	2472	7	81495
sctg_1475	2464	7	81502
sctg_1476	2459	11	81509
sctg_1477	2462	8	81520
sctg_1478	2458	8	81528
sctg_148	424104	1051	81536
sctg_1480	2416	4	82587
sctg_1482	2422	5	82591
sctg_1484	2409	8	82596
sctg_1485	2455	13	82604
sctg_1487	2451	8	82617
sctg_149	416312	1013	82625
sctg_1490	2446	7	83638
sctg_1491	2443	4	83645
sctg_1492	2442	5	83649
sctg_1493	2440	8	83654
sctg_1494	2403	3	83662
sctg_1495	2436	6	83665
sctg_1496	2403	9	83671
sctg_1497	2403	8	83680
sctg_15	1139494	2667	83688
sctg_150	422720	992	86355
sctg_1502	2427	7	87347
sctg_1505	2423	9	87354
sctg_1506	2421	9	87363
sctg_1509	2418	8	87372
sctg_151	413142	958	87380
sctg_1511	2413	8	88338
sctg_1515	2407	6	88346
sctg_1516	2406	5	88352
sctg_1517	2402	8	88357
sctg_1518	2401	5	88365
sctg_1519	2400	7	88370
sctg_152	420878	962	88377
sctg_1520	2399	6	89339
sctg_1522	2395	6	89345
sctg_1525	2386	8	89351
sctg_1529	2376	8	89359
sctg_153	404940	1039	89367
sctg_1530	2376	14	90406
sctg_1532	2369	7	90420
sctg_1533	2368	7	90427
sctg_1535	2366	6	90434
sctg_1536	2366	7	90440
sctg_1537	2366	6	90447
sctg_1539	2358	1	90453
sctg_154	418983	996	90454
sctg_1541	2324	9	91450
sctg_1542	2354	7	91459
sctg_1543	2353	7	91466
sctg_1544	2350	4	91473
sctg_1545	2347	4	91477
sctg_1547	2346	8	91481
sctg_1548	2344	7	91489
sctg_1549	2344	5	91496
sctg_155	409479	1001	91501
sctg_1552	2315	9	92502
sctg_1553	2336	4	92511
sctg_1554	2335	4	92515
sctg_1555	2333	5	92519
sctg_1558	2330	7	92524
sctg_1559	2328	8	92531
sctg_156	405149	1031	92539
sctg_1560	2321	11	93570
sctg_1561	2328	1	93581
sctg_1563	2246	5	93582
sctg_1565	2325	6	93587
sctg_1566	2323	8	93593
sctg_1567	2321	5	93601
sctg_1568	2320	8	93606
sctg_1569	2318	6	93614
sctg_157	411445	984	93620
sctg_1570	2317	9	94604
sctg_1571	2313	6	94613
sctg_1572	2313	6	94619
sctg_1573	2311	8	94625
sctg_1576	2307	11	94633
sctg_1577	2302	9	94644
sctg_1578	2306	8	94653
sctg_1579	2305	7	94661
sctg_158	408399	970	94668
sctg_1581	2303	8	95638
sctg_1582	2301	7	95646
sctg_1586	2296	7	95653
sctg_1587	2294	7	95660
sctg_1588	2292	9	95667
sctg_1589	2289	7	95676
sctg_159	398523	968	95683
sctg_1590	2289	5	96651
sctg_1591	2287	8	96656
sctg_1592	2286	5	96664
sctg_1593	2286	8	96669
sctg_1594	2281	4	96677
sctg_1595	2273	5	96681
sctg_16	1133248	2795	96686
sctg_160	394780	986	99481
sctg_1600	2274	8	100467
sctg_1604	2270	4	100475
sctg_1605	2267	6	100479
sctg_1606	2251	1	100485
sctg_1607	2260	8	100486
sctg_1609	2256	7	100494
sctg_161	400297	959	100501
sctg_1611	2255	4	101460
sctg_1612	2253	7	101464
sctg_1613	2252	8	101471
sctg_1615	2250	6	101479
sctg_1618	2244	10	101485
sctg_1619	2244	6	101495
sctg_162	401382	923	101501
sctg_1621	2241	4	102424
sctg_1622	2240	8	102428
sctg_1624	2239	6	102436
sctg_1626	2237	6	102442
sctg_1629	2232	7	102448
sctg_163	402252	920	102455
sctg_1630	2228	8	103375
sctg_1632	2226	4	103383
sctg_1633	2226	6	103387
sctg_1634	2226	6	103393
sctg_1635	2225	3	103399
sctg_1636	2175	5	103402
sctg_1638	2220	5	103407
sctg_164	400887	968	103412
sctg_1640	2219	6	104380
sctg_1642	2217	5	104386
sctg_1643	2217	8	104391
sctg_1644	2217	8	104399
sctg_1647	2214	13	104407
sctg_1648	2212	2	104420
sctg_1649	2211	3	104422
sctg_165	399073	972	104425
sctg_1650	2210	5	105397
sctg_1651	2209	7	105402
sctg_1653	2175	5	105409
sctg_1654	2207	8	105414
sctg_1655	2205	8	105422
sctg_1656	2204	5	105430
sctg_166	407896	820	105435
sctg_1661	2193	6	106255
sctg_1662	2191	2	106261
sctg_1663	2172	6	106263
sctg_1664	2191	2	106269
sctg_1665	2190	9	106271
sctg_1667	2189	5	106280
sctg_1669	2185	6	106285
sctg_167	412829	938	106291
sctg_1674	2178	6	107229
sctg_1675	2178	8	107235
sctg_1677	2175	5	107243
sctg_1678	2175	7	107248
sctg_1679	2175	4	107255
sctg_168	392037	986	107259
sctg_1680	2174	2	108245
sctg_1681	2173	8	108247
sctg_1682	2135	7	108255
sctg_1684	2163	14	108262
sctg_1685	2169	3	108276
sctg_1687	2164	8	108279
sctg_1689	2163	5	108287
sctg_169	393698	897	108292
sctg_1690	2162	5	109189
sctg_1695	2159	4	109194
sctg_1697	2154	8	109198
sctg_1698	2154	3	109206
sctg_17	1123385	2709	109209
sctg_170	380651	885	111918
sctg_1700	2153	8	112803
sctg_1701	2153	4	112811
sctg_1702	2152	9	112815
sctg_1704	2149	7	112824
sctg_1705	2147	5	112831
sctg_1707	2146	1	112836
sctg_1708	2135	4	112837
sctg_1709	2145	6	112841
sctg_171	378343	902	112847
sctg_1710	2145	2	113749
sctg_1712	2144	7	113751
sctg_1715	2143	4	113758
sctg_1717	2141	5	113762
sctg_1718	2141	5	113767
sctg_172	376979	931	113772
sctg_1720	2140	9	114703
sctg_1724	2134	6	114712
sctg_1726	2132	6	114718
sctg_1727	2130	8	114724
sctg_1729	2128	4	114732
sctg_173	380134	958	114736
sctg_1731	2128	6	115694
sctg_1732	2117	6	115700
sctg_1733	2127	3	115706
sctg_1734	2127	1	115709
sctg_1735	2127	6	115710
sctg_1737	2125	10	115716
sctg_1738	2125	4	115726
sctg_174	375833	855	115730
sctg_1740	2120	9	116585
sctg_1741	2119	7	116594
sctg_1742	2119	2	116601
sctg_1743	2116	7	116603
sctg_1744	2115	6	116610
sctg_1745	2115	11	116616
sctg_1746	2115	8	116627
sctg_1747	2111	8	116635
sctg_1748	2114	3	116643
sctg_1749	2114	6	116646
sctg_175	373580	911	116652
sctg_1750	2114	5	117563
sctg_1751	2113	6	117568
sctg_1752	2112	5	117574
sctg_1753	2112	8	117579
sctg_1755	2109	5	117587
sctg_1756	2109	5	117592
sctg_176	377841	864	117597
sctg_1760	2107	5	118461
sctg_1762	2105	8	118466
sctg_1763	2105	9	118474
sctg_1764	2105	8	118483
sctg_1765	2104	7	118491
sctg_1766	2104	6	118498
sctg_1767	2103	4	118504
sctg_177	372647	899	118508
sctg_1773	2095	2	119407
sctg_1776	2092	4	119409
sctg_1777	2092	5	119413
sctg_1779	2086	9	119418
sctg_178	369726	904	119427
sctg_1782	2085	5	120331
sctg_1783	2082	8	120336
sctg_1784	2082	5	120344
sctg_1785	2081	5	120349
sctg_1786	2081	4	120354
sctg_1788	2078	5	120358
sctg_1789	2077	1	120363
sctg_179	375655	902	120364
sctg_1791	2077	8	121266
sctg_1792	2077	8	121274
sctg_1793	2077	5	121282
sctg_1794	2074	8	121287
sctg_1795	2073	4	121295
sctg_1798	2072	6	121299
sctg_1799	2070	9	121305
sctg_18	1118169	2647	121314
sctg_180	376675	846	123961
sctg_1801	2069	5	124807
sctg_1802	1982	4	124812
sctg_1804	2068	5	124816
sctg_1805	2068	5	124821
sctg_1807	2065	9	124826
sctg_1808	2065	6	124835
sctg_181	374232	803	124841
sctg_1811	2061	7	125644
sctg_1813	2060	2	125651
sctg_1814	2013	6	125653
sctg_1815	2060	8	125659
sctg_1816	2060	6	125667
sctg_1817	2058	4	125673
sctg_1819	2056	5	125677
sctg_182	370035	879	125682
sctg_1822	2000	7	126561
sctg_1825	2050	6	126568
sctg_1828	2049	4	126574
sctg_1829	2043	5	126578
sctg_183	354741	842	126583
sctg_1830	2048	5	127425
sctg_1833	2047	4	127430
sctg_1834	2046	2	127434
sctg_1836	2046	5	127436
sctg_1838	2045	5	127441
sctg_1839	2045	6	127446
sctg_184	359996	806	127452
sctg_1840	2043	7	128258
sctg_1841	2043	6	128265
sctg_1844	2038	3	128271
sctg_1845	2038	5	128274
sctg_1846	2038	4	128279
sctg_1847	2037	6	128283
sctg_1849	2037	5	128289
sctg_185	344804	805	128294
sctg_1852	1998	2	129099
sctg_1853	2035	6	129101
sctg_1855	2032	1	129107
sctg_1857	2023	4	129108
sctg_1859	1983	22	129112
sctg_186	353682	823	129134
sctg_1862	2027	4	129957
sctg_1863	2027	9	129961
sctg_1865	2026	7	129970
sctg_1866	2026	5	129977
sctg_1868	1977	8	129982
sctg_1869	2023	4	129990
sctg_187	344499	818	129994
sctg_1870	2023	9	130812
sctg_1872	2021	6	130821
sctg_1873	2021	2	130827
sctg_1875	2019	4	130829
sctg_1877	1989	6	130833
sctg_1878	2015	6	130839
sctg_188	350457	832	130845
sctg_1880	2015	4	131677
sctg_1882	2012	7	131681
sctg_1883	2012	7	131688
sctg_1884	2012	4	131695
sctg_1887	2006	4	131699
sctg_1888	2009	6	131703
sctg_1889	2008	10	131709
sctg_189	344306	763	131719
sctg_1892	1990	6	132482
sctg_1893	2006	5	132488
sctg_1894	2006	4	132493
sctg_1895	2006	5	132497
sctg_1896	2004	5	132502
sctg_1897	2004	5	132507
sctg_1898	2004	8	132512
sctg_1899	2002	5	132520
sctg_19	1100642	2735	132525
sctg_190	339332	760	135260
sctg_191	333838	741	136020
sctg_192	347550	758	136761
sctg_193	329506	788	137519
sctg_194	318036	768	138307
sctg_195	318013	810	139075
sctg_196	324936	746	139885
sctg_197	321740	727	140631
sctg_198	317353	716	141358
sctg_199	313144	750	142074
sctg_2	1894020	4621	142824
sctg_20	1086620	2572	147445
sctg_200	306974	741	150017
sctg_201	315962	675	150758
sctg_202	313492	696	151433
sctg_203	309679	704	152129
sctg_204	311697	630	152833
sctg_205	299241	733	153463
sctg_206	296281	629	154196
sctg_207	293188	760	154825
sctg_208	290706	761	155585
sctg_209	288938	653	156346
sctg_21	1084609	2517	156999
sctg_210	295138	654	159516
sctg_211	289290	635	160170
sctg_212	284288	646	160805
sctg_213	286842	736	161451
sctg_214	283720	686	162187
sctg_215	283174	708	162873
sctg_216	287285	701	163581
sctg_217	279888	647	164282
sctg_218	281218	676	164929
sctg_219	275317	701	165605
sctg_22	1043404	2454	166306
sctg_220	296629	643	168760
sctg_221	271698	631	169403
sctg_222	274379	684	170034
sctg_223	271498	743	170718
sctg_224	271925	637	171461
sctg_225	266164	562	172098
sctg_226	270970	639	172660
sctg_227	267340	602	173299
sctg_228	263496	589	173901
sctg_229	278809	568	174490
sctg_23	1033721	2403	175058
sctg_230	260002	598	177461
sctg_231	265202	621	178059
sctg_232	269053	591	178680
sctg_233	253850	606	179271
sctg_234	260094	557	179877
sctg_235	257773	580	180434
sctg_236	257852	605	181014
sctg_237	253843	650	181619
sctg_238	254736	592	182269
sctg_239	251360	620	182861
sctg_24	1030715	2429	183481
sctg_240	250983	584	185910
sctg_241	246932	597	186494
sctg_242	264910	600	187091
sctg_243	254885	585	187691
sctg_244	255063	541	188276
sctg_245	246901	544	188817
sctg_246	243722	627	189361
sctg_247	244737	511	189988
sctg_248	245048	561	190499
sctg_249	238189	553	191060
sctg_25	1018262	2433	191613
sctg_250	252255	611	194046
sctg_251	237700	495	194657
sctg_252	239230	557	195152
sctg_253	238820	536	195709
sctg_254	246086	514	196245
sctg_255	236583	555	196759
sctg_256	237353	561	197314
sctg_257	236592	551	197875
sctg_258	233412	545	198426
sctg_259	230794	627	198971
sctg_26	1015445	2323	199598
sctg_260	226858	531	201921
sctg_261	227613	573	202452
sctg_262	228969	555	203025
sctg_263	229230	574	203580
sctg_264	224290	540	204154
sctg_265	230204	496	204694
sctg_266	223137	500	205190
sctg_267	220567	447	205690
sctg_268	226056	506	206137
sctg_269	219649	517	206643
sctg_27	983517	2426	207160
sctg_270	221125	543	209586
sctg_271	220629	543	210129
sctg_272	221799	526	210672
sctg_273	215636	500	211198
sctg_274	219812	510	211698
sctg_275	213446	506	212208
sctg_276	216022	503	212714
sctg_277	211243	483	213217
sctg_278	213452	553	213700
sctg_279	209511	511	214253
sctg_28	957396	2325	214764
sctg_280	222349	463	217089
sctg_281	214151	538	217552
sctg_282	209721	474	218090
sctg_283	212758	480	218564
sctg_284	191240	466	219044
sctg_285	207741	441	219510
sctg_286	205588	481	219951
sctg_287	206680	520	220432
sctg_288	202158	443	220952
sctg_289	206437	529	221395
sctg_29	944381	2363	221924
sctg_290	203236	436	224287
sctg_291	198910	491	224723
sctg_292	197458	477	225214
sctg_293	214083	440	225691
sctg_294	202284	480	226131
sctg_295	196872	457	226611
sctg_296	201648	505	227068
sctg_297	202386	472	227573
sctg_298	200421	491	228045
sctg_299	197968	484	228536
sctg_3	1695640	4056	229020
sctg_30	954774	2194	233076
sctg_300	204599	420	235270
sctg_301	199622	449	235690
sctg_302	197211	527	236139
sctg_303	202570	444	236666
sctg_304	201323	450	237110
sctg_305	195227	460	237560
sctg_306	194053	430	238020
sctg_307	191954	437	238450
sctg_308	193319	442	238887
sctg_309	191145	413	239329
sctg_31	955132	2202	239742
sctg_310	192807	464	241944
sctg_311	196843	439	242408
sctg_312	193179	481	242847
sctg_313	193636	394	243328
sctg_314	196677	481	243722
sctg_315	193907	449	244203
sctg_316	189194	452	244652
sctg_317	186260	438	245104
sctg_318	185416	462	245542
sctg_319	189723	450	246004
sctg_32	952789	2230	246454
sctg_320	191996	427	248684
sctg_321	201193	394	249111
sctg_322	183041	452	249505
sctg_323	187855	450	249957
sctg_324	186812	494	250407
sctg_325	185270	462	250901
sctg_326	182276	462	251363
sctg_327	190945	459	251825
sctg_328	182243	450	252284
sctg_329	180184	355	252734
sctg_33	929110	2099	253089
sctg_330	182173	373	255188
sctg_331	185965	399	255561
sctg_332	179690	417	255960
sctg_333	177276	415	256377
sctg_334	176980	435	256792
sctg_335	173615	392	257227
sctg_336	182521	426	257619
sctg_337	173380	412	258045
sctg_338	186656	396	258457
sctg_339	174390	396	258853
sctg_34	907134	2226	259249
sctg_340	180186	396	261475
sctg_341	174808	409	261871
sctg_342	187010	380	262280
sctg_343	174410	429	262660
sctg_344	168673	407	263089
sctg_345	186330	400	263496
sctg_346	177238	395	263896
sctg_347	166548	427	264291
sctg_348	173412	416	264718
sctg_349	191559	379	265134
sctg_35	899547	2259	265513
sctg_350	171387	409	267772
sctg_351	179708	357	268181
sctg_352	161801	366	268538
sctg_353	176139	394	268904
sctg_354	177908	403	269298
sctg_355	167448	394	269701
sctg_356	171946	387	270095
sctg_357	166872	373	270482
sctg_358	162236	397	270855
sctg_359	162983	415	271252
sctg_36	912087	2057	271667
sctg_360	159802	372	273724
sctg_361	161346	389	274096
sctg_362	160844	383	274485
sctg_363	159186	395	274868
sctg_364	168671	318	275263
sctg_365	161410	404	275581
sctg_366	159075	384	275985
sctg_367	159297	351	276369
sctg_368	155157	331	276720
sctg_369	153782	455	277051
sctg_37	908089	2070	277506
sctg_370	156160	343	279576
sctg_371	156054	350	279919
sctg_372	157547	349	280269
sctg_373	150307	357	280618
sctg_374	153132	344	280975
sctg_375	153327	348	281319
sctg_376	155251	322	281667
sctg_377	145458	344	281989
sctg_378	150402	332	282333
sctg_379	144905	364	282665
sctg_38	904685	2141	283029
sctg_380	143268	301	285170
sctg_381	144213	313	285471
sctg_382	140729	337	285784
sctg_383	145517	358	286121
sctg_384	141870	345	286479
sctg_385	143105	319	286824
sctg_386	144486	323	287143
sctg_387	140791	329	287466
sctg_388	142620	303	287795
sctg_389	141986	304	288098
sctg_39	891579	2109	288402
sctg_390	141245	330	290511
sctg_391	136178	329	290841
sctg_392	135993	287	291170
sctg_393	126236	286	291457
sctg_394	131013	331	291743
sctg_395	137042	293	292074
sctg_396	129118	307	292367
sctg_398	133856	324	292674
sctg_399	130132	313	292998
sctg_4	1667773	3976	293311
sctg_40	880874	2166	297287
sctg_400	126492	316	299453
sctg_401	128133	298	299769
sctg_402	130599	286	300067
sctg_403	123845	268	300353
sctg_404	121052	284	300621
sctg_405	127190	298	300905
sctg_406	123651	301	301203
sctg_407	120306	297	301504
sctg_408	121197	270	301801
sctg_409	124964	257	302071
sctg_41	892610	2085	302328
sctg_410	122199	260	304413
sctg_411	118254	277	304673
sctg_412	115110	285	304950
sctg_413	117111	283	305235
sctg_414	116523	291	305518
sctg_415	109603	261	305809
sctg_416	115059	278	306070
sctg_417	111451	270	306348
sctg_418	120216	261	306618
sctg_419	111904	259	306879
sctg_42	866109	2048	307138
sctg_420	110665	256	309186
sctg_421	109109	243	309442
sctg_422	115125	248	309685
sctg_423	103715	252	309933
sctg_424	105883	264	310185
sctg_425	109994	249	310449
sctg_426	104510	247	310698
sctg_427	114725	218	310945
sctg_428	100991	242	311163
sctg_429	101912	249	311405
