contig	length_kb	n_frags	cumul_length
sctg_1522	2395	2	3738
sctg_1525	2386	1	3740
sctg_1529	2376	1	3741
sctg_153	404940	39	3742
sctg_1530	2376	2	3781
sctg_1532	2369	1	3783
sctg_1533	2368	1	3784
sctg_1535	2366	2	3785
sctg_1536	2366	1	3787
sctg_1537	2366	2	3788
sctg_1539	2358	1	3790
sctg_154	418983	37	3791
sctg_1541	2324	1	3828
sctg_1542	2354	1	3829
sctg_1543	2353	1	3830
sctg_1544	2350	2	3831
sctg_1545	2347	2	3833
sctg_1547	2346	1	3835
sctg_1548	2344	1	3836
sctg_1549	2344	2	3837
sctg_155	409479	38	3839
sctg_1552	2315	1	3877
sctg_1553	2336	2	3878
sctg_1554	2335	2	3880
sctg_1555	2333	2	3882
sctg_1558	2330	1	3884
sctg_1559	2328	1	3885
sctg_156	405149	39	3886
sctg_1560	2321	2	3925
sctg_1561	2328	1	3927
sctg_1563	2246	2	3928
sctg_1565	2325	2	3930
sctg_1566	2323	1	3932
sctg_1567	2321	2	3933
sctg_1568	2320	1	3935
sctg_1569	2318	2	3936
sctg_157	411445	37	3938
sctg_1570	2317	1	3975
sctg_1571	2313	2	3976
sctg_1572	2313	2	3978
sctg_1573	2311	1	3980
sctg_1576	2307	2	3981
sctg_1577	2302	1	3983
sctg_1578	2306	1	3984
sctg_1579	2305	1	3985
sctg_158	408399	36	3986
sctg_1581	2303	1	4022
sctg_1582	2301	1	4023
sctg_1586	2296	1	4024
sctg_1587	2294	1	4025
sctg_1588	2292	1	4026
sctg_1589	2289	1	4027
sctg_159	398523	36	4028
sctg_1590	2289	2	4064
sctg_1591	2287	1	4066
sctg_1592	2286	2	4067
sctg_1593	2286	1	4069
sctg_1594	2281	2	4070
sctg_1595	2273	2	4072
sctg_16	1133248	104	4074
sctg_160	394780	37	4178
sctg_1600	2274	1	4215
sctg_1604	2270	2	4216
sctg_1605	2267	2	4218
sctg_1606	2251	1	4220
sctg_1607	2260	1	4221
sctg_1609	2256	1	4222
sctg_161	400297	36	4223
sctg_1611	2255	2	4259
sctg_1612	2253	1	4261
sctg_1613	2252	1	4262
sctg_1615	2250	2	4263
sctg_1618	2244	2	4265
sctg_1619	2244	2	4267
sctg_162	401382	35	4269
sctg_1621	2241	2	4304
sctg_1622	2240	1	4306
sctg_1624	2239	2	4307
sctg_1626	2237	2	4309
sctg_1629	2232	1	4311
sctg_163	402252	35	4312
sctg_1630	2228	1	4347
sctg_1632	2226	2	4348
sctg_1633	2226	2	4350
sctg_1634	2226	2	4352
sctg_1635	2225	1	4354
sctg_1636	2175	2	4355
sctg_1638	2220	2	4357
sctg_164	400887	36	4359
sctg_1640	2219	2	4395
sctg_1642	2217	2	4397
sctg_1643	2217	1	4399
sctg_1644	2217	1	4400
sctg_1647	2214	2	4401
sctg_1648	2212	2	4403
sctg_1649	2211	1	4405
sctg_165	399073	36	4406
sctg_1650	2210	2	4442
sctg_1651	2209	1	4444
sctg_1653	2175	2	4445
sctg_1654	2207	1	4447
sctg_1655	2205	1	4448
sctg_1656	2204	2	4449
sctg_166	407896	31	4451
sctg_1661	2193	2	4482
sctg_1662	2191	2	4484
sctg_1663	2172	2	4486
sctg_1664	2191	2	4488
sctg_1665	2190	1	4490
sctg_1667	2189	2	4491
sctg_1669	2185	2	4493
sctg_167	412829	35	4495
sctg_1674	2178	2	4530
sctg_1675	2178	1	4532
sctg_1677	2175	2	4533
sctg_1678	2175	1	4535
sctg_1679	2175	2	4536
sctg_168	392037	37	4538
sctg_1680	2174	2	4575
sctg_1681	2173	1	4577
sctg_1682	2135	1	4578
sctg_1684	2163	2	4579
sctg_1685	2169	1	4581
sctg_1687	2164	1	4582
sctg_1689	2163	2	4583
sctg_169	393698	34	4585
sctg_1690	2162	2	4619
sctg_1695	2159	2	4621
sctg_1697	2154	1	4623
sctg_1698	2154	1	4624
sctg_17	1123385	101	4625
sctg_170	380651	33	4726
sctg_1700	2153	1	4759
sctg_1701	2153	2	4760
sctg_1702	2152	1	4762
sctg_1704	2149	1	4763
sctg_1705	2147	2	4764
sctg_1707	2146	1	4766
sctg_1708	2135	2	4767
sctg_1709	2145	2	4769
sctg_171	378343	34	4771
sctg_1710	2145	2	4805
sctg_1712	2144	1	4807
sctg_1715	2143	2	4808
sctg_1717	2141	2	4810
sctg_1718	2141	2	4812
sctg_172	376979	35	4814
sctg_1720	2140	1	4849
sctg_1724	2134	2	4850
sctg_1726	2132	2	4852
sctg_1727	2130	1	4854
sctg_1729	2128	2	4855
sctg_173	380134	36	4857
sctg_1731	2128	2	4893
sctg_1732	2117	2	4895
sctg_1733	2127	1	4897
sctg_1734	2127	1	4898
sctg_1735	2127	2	4899
sctg_1737	2125	2	4901
sctg_1738	2125	2	4903
sctg_174	375833	32	4905
sctg_1740	2120	1	4937
sctg_1741	2119	1	4938
sctg_1742	2119	2	4939
sctg_1743	2116	1	4941
sctg_1744	2115	2	4942
sctg_1745	2115	2	4944
sctg_1746	2115	1	4946
sctg_1747	2111	1	4947
sctg_1748	2114	1	4948
sctg_1749	2114	2	4949
sctg_175	373580	34	4951
sctg_1750	2114	2	4985
sctg_1751	2113	2	4987
sctg_1752	2112	2	4989
sctg_1753	2112	1	4991
sctg_1755	2109	2	4992
sctg_1756	2109	2	4994
sctg_176	377841	32	4996
sctg_1760	2107	2	5028
sctg_1762	2105	1	5030
sctg_1763	2105	1	5031
sctg_1764	2105	1	5032
sctg_1765	2104	1	5033
sctg_1766	2104	2	5034
sctg_1767	2103	2	5036
sctg_177	372647	34	5038
sctg_1773	2095	2	5072
sctg_1776	2092	2	5074
sctg_1777	2092	2	5076
sctg_1779	2086	1	5078
sctg_178	369726	34	5079
sctg_1782	2085	2	5113
sctg_1783	2082	1	5115
sctg_1784	2082	2	5116
sctg_1785	2081	2	5118
sctg_1786	2081	2	5120
sctg_1788	2078	2	5122
sctg_1789	2077	1	5124
sctg_179	375655	34	5125
sctg_1791	2077	1	5159
sctg_1792	2077	1	5160
sctg_1793	2077	2	5161
sctg_1794	2074	1	5163
sctg_1795	2073	2	5164
sctg_1798	2072	2	5166
sctg_1799	2070	1	5168
sctg_18	1118169	99	5169
sctg_180	376675	32	5268
sctg_1801	2069	2	5300
sctg_1802	1982	2	5302
sctg_1804	2068	2	5304
sctg_1805	2068	2	5306
sctg_1807	2065	1	5308
sctg_1808	2065	2	5309
sctg_181	374232	30	5311
sctg_1811	2061	1	5341
sctg_1813	2060	2	5342
sctg_1814	2013	2	5344
sctg_1815	2060	1	5346
sctg_1816	2060	2	5347
sctg_1817	2058	2	5349
sctg_1819	2056	2	5351
sctg_182	370035	33	5353
sctg_1822	2000	1	5386
sctg_1825	2050	2	5387
sctg_1828	2049	2	5389
sctg_1829	2043	2	5391
sctg_183	354741	32	5393
sctg_1830	2048	2	5425
sctg_1833	2047	2	5427
sctg_1834	2046	2	5429
sctg_1836	2046	2	5431
sctg_1838	2045	2	5433
sctg_1839	2045	2	5435
sctg_184	359996	30	5437
sctg_1840	2043	1	5467
sctg_1841	2043	2	5468
sctg_1844	2038	1	5470
sctg_1845	2038	2	5471
sctg_1846	2038	2	5473
sctg_1847	2037	2	5475
sctg_1849	2037	2	5477
sctg_185	344804	30	5479
sctg_1852	1998	2	5509
sctg_1853	2035	2	5511
sctg_1855	2032	1	5513
sctg_1857	2023	2	5514
sctg_1859	1983	1	5516
sctg_186	353682	31	5517
sctg_1862	2027	2	5548
sctg_1863	2027	1	5550
sctg_1865	2026	1	5551
sctg_1866	2026	2	5552
sctg_1868	1977	1	5554
sctg_1869	2023	2	5555
sctg_187	344499	31	5557
sctg_1870	2023	1	5588
sctg_1872	2021	2	5589
sctg_1873	2021	2	5591
sctg_1875	2019	2	5593
sctg_1877	1989	2	5595
sctg_1878	2015	2	5597
sctg_188	350457	31	5599
sctg_1880	2015	2	5630
sctg_1882	2012	1	5632
sctg_1883	2012	1	5633
sctg_1884	2012	2	5634
sctg_1887	2006	2	5636
sctg_1888	2009	2	5638
sctg_1889	2008	2	5640
sctg_189	344306	29	5642
sctg_1892	1990	2	5671
sctg_1893	2006	2	5673
sctg_1894	2006	2	5675
sctg_1895	2006	2	5677
sctg_1896	2004	2	5679
sctg_1897	2004	2	5681
sctg_1898	2004	1	5683
sctg_1899	2002	2	5684
sctg_19	1100642	102	5686
sctg_190	339332	29	5788
sctg_191	333838	28	5817
sctg_192	347550	29	5845
sctg_193	329506	30	5874
sctg_194	318036	29	5904
sctg_195	318013	30	5933
sctg_196	324936	28	5963
sctg_197	321740	27	5991
sctg_198	317353	27	6018
sctg_199	313144	28	6045
sctg_2	1894020	172	6073
sctg_20	1086620	96	6245
sctg_200	306974	28	6341
sctg_201	315962	25	6369
sctg_202	313492	26	6394
sctg_203	309679	27	6420
sctg_204	311697	24	6447
sctg_205	299241	28	6471
sctg_206	296281	24	6499
sctg_207	293188	29	6523
sctg_208	290706	29	6552
sctg_209	288938	25	6581
sctg_21	1084609	94	6606
sctg_210	295138	25	6700
sctg_211	289290	24	6725
sctg_212	284288	24	6749
sctg_213	286842	28	6773
sctg_214	283720	26	6801
sctg_215	283174	27	6827
sctg_216	287285	26	6854
sctg_217	279888	24	6880
sctg_218	281218	26	6904
sctg_219	275317	26	6930
sctg_22	1043404	91	6956
sctg_220	296629	24	7047
sctg_221	271698	24	7071
sctg_222	274379	26	7095
sctg_223	271498	28	7121
sctg_224	271925	24	7149
sctg_225	266164	21	7173
sctg_226	270970	24	7194
sctg_227	267340	23	7218
sctg_228	263496	22	7241
sctg_229	278809	22	7263
sctg_23	1033721	89	7285
sctg_230	260002	23	7374
sctg_231	265202	23	7397
sctg_232	269053	22	7420
sctg_233	253850	23	7442
sctg_234	260094	21	7465
sctg_235	257773	22	7486
sctg_236	257852	23	7508
sctg_237	253843	25	7531
sctg_238	254736	22	7556
sctg_239	251360	23	7578
sctg_24	1030715	90	7601
sctg_240	250983	22	7691
sctg_241	246932	23	7713
sctg_242	264910	23	7736
sctg_243	254885	22	7759
sctg_244	255063	21	7781
sctg_245	246901	21	7802
sctg_246	243722	24	7823
sctg_247	244737	19	7847
sctg_248	245048	21	7866
sctg_249	238189	21	7887
sctg_25	1018262	91	7908
sctg_250	252255	23	7999
sctg_251	237700	19	8022
sctg_252	239230	21	8041
sctg_253	238820	20	8062
sctg_254	246086	20	8082
sctg_255	236583	21	8102
sctg_256	237353	21	8123
sctg_257	236592	21	8144
sctg_258	233412	21	8165
sctg_259	230794	24	8186
sctg_26	1015445	87	8210
sctg_260	226858	20	8297
sctg_261	227613	22	8317
sctg_262	228969	21	8339
sctg_263	229230	22	8360
sctg_264	224290	20	8382
sctg_265	230204	19	8402
sctg_266	223137	19	8421
sctg_267	220567	17	8440
sctg_268	226056	19	8457
sctg_269	219649	20	8476
sctg_27	983517	90	8496
sctg_270	221125	21	8586
sctg_271	220629	21	8607
sctg_272	221799	20	8628
sctg_273	215636	19	8648
sctg_274	219812	19	8667
sctg_275	213446	19	8686
sctg_276	216022	19	8705
sctg_277	211243	18	8724
sctg_278	213452	21	8742
sctg_279	209511	19	8763
sctg_28	957396	87	8782
sctg_280	222349	18	8869
sctg_281	214151	20	8887
sctg_282	209721	18	8907
sctg_283	212758	18	8925
sctg_284	191240	18	8943
sctg_285	207741	17	8961
sctg_286	205588	18	8978
sctg_287	206680	20	8996
sctg_288	202158	17	9016
sctg_289	206437	20	9033
sctg_29	944381	88	9053
sctg_290	203236	17	9141
sctg_291	198910	19	9158
sctg_292	197458	18	9177
sctg_293	214083	17	9195
sctg_294	202284	18	9212
sctg_295	196872	17	9230
sctg_296	201648	19	9247
sctg_297	202386	18	9266
sctg_298	200421	19	9284
sctg_299	197968	18	9303
sctg_3	1695640	151	9321
sctg_30	954774	82	9472
sctg_300	204599	16	9554
sctg_301	199622	17	9570
sctg_302	197211	20	9587
sctg_303	202570	17	9607
sctg_304	201323	17	9624
sctg_305	195227	18	9641
sctg_306	194053	16	9659
sctg_307	191954	17	9675
sctg_308	193319	17	9692
sctg_309	191145	16	9709
sctg_31	955132	82	9725
sctg_310	192807	18	9807
sctg_311	196843	17	9825
sctg_312	193179	18	9842
sctg_313	193636	15	9860
sctg_314	196677	18	9875
sctg_315	193907	17	9893
sctg_316	189194	17	9910
sctg_317	186260	17	9927
sctg_318	185416	18	9944
sctg_319	189723	17	9962
sctg_32	952789	83	9979
sctg_320	191996	16	10062
sctg_321	201193	15	10078
sctg_322	183041	17	10093
sctg_323	187855	17	10110
sctg_324	186812	19	10127
sctg_325	185270	18	10146
sctg_326	182276	18	10164
sctg_327	190945	17	10182
sctg_328	182243	17	10199
sctg_329	180184	14	10216
sctg_33	929110	78	10230
sctg_330	182173	14	10308
sctg_331	185965	15	10322
sctg_332	179690	16	10337
sctg_333	177276	16	10353
sctg_334	176980	17	10369
sctg_335	173615	15	10386
sctg_336	182521	16	10401
sctg_337	173380	16	10417
sctg_338	186656	15	10433
sctg_339	174390	15	10448
sctg_34	907134	83	10463
sctg_340	180186	15	10546
sctg_341	174808	16	10561
sctg_342	187010	15	10577
sctg_343	174410	16	10592
sctg_344	168673	16	10608
sctg_345	186330	15	10624
sctg_346	177238	15	10639
sctg_347	166548	16	10654
sctg_348	173412	16	10670
sctg_349	191559	15	10686
sctg_35	899547	84	10701
sctg_350	171387	16	10785
sctg_351	179708	14	10801
sctg_352	161801	14	10815
sctg_353	176139	15	10829
sctg_354	177908	15	10844
sctg_355	167448	15	10859
sctg_356	171946	15	10874
sctg_357	166872	14	10889
sctg_358	162236	15	10903
sctg_359	162983	16	10918
sctg_36	912087	77	10934
sctg_360	159802	14	11011
sctg_361	161346	15	11025
sctg_362	160844	15	11040
sctg_363	159186	15	11055
sctg_364	168671	12	11070
sctg_365	161410	15	11082
sctg_366	159075	15	11097
sctg_367	159297	13	11112
sctg_368	155157	13	11125
sctg_369	153782	17	11138
sctg_37	908089	77	11155
sctg_370	156160	13	11232
sctg_371	156054	13	11245
sctg_372	157547	13	11258
sctg_373	150307	14	11271
sctg_374	153132	13	11285
sctg_375	153327	13	11298
sctg_376	155251	12	11311
sctg_377	145458	13	11323
sctg_378	150402	13	11336
sctg_379	144905	14	11349
sctg_38	904685	80	11363
sctg_380	143268	12	11443
sctg_381	144213	12	11455
sctg_382	140729	13	11467
sctg_383	145517	14	11480
sctg_384	141870	13	11494
sctg_385	143105	12	11507
sctg_386	144486	12	11519
sctg_387	140791	13	11531
sctg_388	142620	12	11544
sctg_389	141986	12	11556
sctg_39	891579	79	11568
sctg_390	141245	13	11647
sctg_391	136178	13	11660
sctg_392	135993	11	11673
sctg_393	126236	11	11684
sctg_394	131013	13	11695
sctg_395	137042	11	11708
sctg_396	129118	12	11719
sctg_398	133856	12	11731
sctg_399	130132	12	11743
sctg_4	1667773	148	11755
sctg_40	880874	81	11903
sctg_400	126492	12	11984
sctg_401	128133	12	11996
sctg_402	130599	11	12008
sctg_403	123845	10	12019
sctg_404	121052	11	12029
sctg_405	127190	12	12040
sctg_406	123651	12	12052
sctg_407	120306	11	12064
sctg_408	121197	10	12075
sctg_409	124964	10	12085
sctg_41	892610	78	12095
sctg_410	122199	10	12173
sctg_411	118254	11	12183
sctg_412	115110	11	12194
sctg_413	117111	11	12205
sctg_414	116523	11	12216
sctg_415	109603	10	12227
sctg_416	115059	11	12237
sctg_417	111451	10	12248
sctg_418	120216	10	12258
sctg_419	111904	10	12268
sctg_42	866109	76	12278
sctg_420	110665	10	12354
sctg_421	109109	9	12364
sctg_422	115125	10	12373
sctg_423	103715	10	12383
sctg_424	105883	10	12393
sctg_425	109994	10	12403
sctg_426	104510	10	12413
sctg_427	114725	9	12423
sctg_428	100991	9	12432
sctg_429	101912	10	12441
sctg_43	857596	73	12451
sctg_430	101059	9	12524
sctg_431	97116	11	12533
sctg_432	101588	9	12544
sctg_433	104593	9	12553
sctg_434	98862	9	12562
sctg_435	103980	9	12571
sctg_436	99304	9	12580
sctg_437	101602	9	12589
sctg_438	99637	9	12598
sctg_439	98750	9	12607
sctg_44	843311	70	12616
sctg_440	99883	9	12686
