contig	length_kb	n_frags	cumul_length
sctg_1167	4510	2	287
sctg_1168	4333	2	289
sctg_117	508313	2	291
sctg_1171	4460	2	293
sctg_1172	4309	1	295
sctg_1173	7246	2	296
sctg_1175	3664	2	298
sctg_1177	12690	2	300
sctg_118	496777	2	302
sctg_1180	4197	1	304
sctg_1182	4322	2	305
sctg_1183	4677	2	307
sctg_1186	4041	2	309
sctg_1187	4057	2	311
sctg_1189	3515	1	313
sctg_119	491596	2	314
sctg_1190	4113	2	316
sctg_1192	3977	2	318
sctg_1193	3933	2	320
sctg_1194	3915	1	322
sctg_1195	3912	1	323
sctg_1199	3903	1	324
sctg_12	1207602	2	325
sctg_120	483608	2	327
sctg_1202	3794	1	329
sctg_1203	3793	2	330
sctg_1204	6539	1	332
sctg_1205	3745	1	333
sctg_1206	3720	2	334
sctg_1208	3662	2	336
sctg_121	515706	2	338
sctg_1211	3621	2	340
sctg_1212	3615	1	342
sctg_1214	3603	1	343
sctg_1215	3578	1	344
sctg_122	487711	2	345
sctg_1226	3460	1	347
sctg_123	494152	2	348
sctg_1230	4305	1	350
sctg_1232	3412	2	351
sctg_1233	3410	1	353
sctg_1234	3398	1	354
sctg_1237	3373	2	355
sctg_124	476472	2	357
sctg_1242	3339	1	359
sctg_1243	5827	1	360
sctg_1246	3295	1	361
sctg_1247	6164	1	362
sctg_1249	3272	2	363
sctg_125	479714	2	365
sctg_1250	3263	2	367
sctg_1251	4029	2	369
sctg_1252	3250	2	371
sctg_1253	3243	1	373
sctg_1254	3240	1	374
sctg_1256	3228	2	375
sctg_1257	3226	1	377
sctg_126	483671	2	378
sctg_1262	3198	1	380
sctg_1263	3181	1	381
sctg_1269	7171	2	382
sctg_127	478815	2	384
sctg_1270	3148	2	386
sctg_1273	3117	2	388
sctg_1274	3109	2	390
sctg_1276	5519	1	392
sctg_1277	3093	2	393
sctg_1278	3087	1	395
sctg_1279	3085	1	396
sctg_128	478782	2	397
sctg_1280	3084	2	399
sctg_1283	3076	2	401
sctg_1285	3067	1	403
sctg_1286	3060	2	404
sctg_1288	3047	1	406
sctg_1289	3042	1	407
sctg_129	473873	2	408
sctg_1292	3023	2	410
sctg_1295	3005	2	412
sctg_1296	2976	2	414
sctg_1297	3000	1	416
sctg_1298	2974	2	417
sctg_1299	2995	2	419
sctg_13	1198315	2	421
sctg_130	461857	2	423
sctg_1303	2964	2	425
sctg_1304	2958	1	427
sctg_1305	2958	1	428
sctg_1307	2954	1	429
sctg_1308	2952	2	430
sctg_1309	2950	2	432
sctg_131	469652	2	434
sctg_1310	2945	1	436
sctg_1311	2939	1	437
sctg_1318	2911	2	438
sctg_132	456593	2	440
sctg_1323	2882	2	442
sctg_1326	2876	2	444
sctg_133	463476	2	446
sctg_1330	2861	1	448
sctg_1332	2844	2	449
sctg_1334	2845	2	451
sctg_1335	6167	1	453
sctg_1336	2835	2	454
sctg_1337	2834	2	456
sctg_1338	2821	2	458
sctg_1339	2820	2	460
sctg_134	451763	2	462
sctg_1343	2743	2	464
sctg_1345	2805	2	466
sctg_1346	2800	2	468
sctg_1347	2799	2	470
sctg_1349	2788	1	472
sctg_135	450597	2	473
sctg_1351	2779	2	475
sctg_1356	2768	1	477
sctg_1359	2749	2	478
sctg_136	452496	2	480
sctg_1360	2747	1	482
sctg_1361	2747	1	483
sctg_1362	2719	2	484
sctg_1363	2742	1	486
sctg_1364	2738	2	487
sctg_1366	2736	1	489
sctg_1367	2733	2	490
sctg_1368	2722	2	492
sctg_137	453703	2	494
sctg_1370	2712	1	496
sctg_1372	2705	1	497
sctg_1376	2690	1	498
sctg_1379	2686	2	499
sctg_138	439392	2	501
sctg_1380	2684	2	503
sctg_1383	2678	1	505
sctg_1384	2677	1	506
sctg_1387	2673	1	507
sctg_1389	2667	2	508
sctg_139	445129	2	510
sctg_1390	2666	2	512
sctg_1394	2654	1	514
sctg_1395	2652	2	515
sctg_1396	2650	2	517
sctg_1397	2648	2	519
sctg_1398	2644	1	521
sctg_1399	2642	1	522
sctg_14	1172230	2	523
sctg_140	440654	2	525
sctg_1401	2640	1	527
sctg_1402	2639	1	528
sctg_1404	2601	1	529
sctg_1407	2589	1	530
sctg_1409	2622	1	531
sctg_141	435803	2	532
sctg_1410	2621	1	534
sctg_1414	2615	1	535
sctg_1416	2613	2	536
sctg_1417	2606	2	538
sctg_1419	2589	1	540
sctg_142	439664	2	541
sctg_1420	2588	1	543
sctg_1421	2587	2	544
sctg_1422	2584	2	546
sctg_1423	2536	1	548
sctg_1424	2580	1	549
sctg_1425	2512	2	550
sctg_1428	2569	1	552
sctg_143	432829	2	553
sctg_1430	2566	2	555
sctg_1436	2543	2	557
sctg_1438	2487	2	559
sctg_1439	2538	2	561
sctg_144	431193	2	563
sctg_1441	2540	1	565
sctg_1443	2532	1	566
sctg_1446	2530	2	567
sctg_1447	2530	2	569
sctg_1448	2529	2	571
sctg_145	436202	2	573
sctg_1450	2524	1	575
sctg_1452	2521	2	576
sctg_1455	2511	1	578
sctg_1456	2511	2	579
sctg_1459	2500	1	581
sctg_146	434360	2	582
sctg_1460	2498	2	584
sctg_1461	2498	2	586
sctg_1462	2497	2	588
sctg_1463	2497	2	590
sctg_1464	2493	1	592
sctg_1467	2486	1	593
sctg_1468	2486	2	594
sctg_147	421466	2	596
sctg_1472	2473	2	598
sctg_1473	2473	2	600
sctg_1474	2472	1	602
sctg_1475	2464	1	603
sctg_1476	2459	2	604
sctg_1477	2462	1	606
sctg_1478	2458	1	607
sctg_148	424104	2	608
sctg_1480	2416	2	610
sctg_1482	2422	2	612
sctg_1484	2409	1	614
sctg_1485	2455	2	615
sctg_1487	2451	1	617
sctg_149	416312	2	618
sctg_1490	2446	1	620
sctg_1491	2443	2	621
sctg_1492	2442	2	623
sctg_1493	2440	1	625
sctg_1494	2403	1	626
sctg_1495	2436	2	627
sctg_1496	2403	1	629
sctg_1497	2403	1	630
sctg_15	1139494	2	631
sctg_150	422720	2	633
sctg_1502	2427	1	635
sctg_1505	2423	1	636
sctg_1506	2421	1	637
sctg_1509	2418	1	638
sctg_151	413142	2	639
sctg_1511	2413	1	641
sctg_1515	2407	2	642
sctg_1516	2406	2	644
sctg_1517	2402	1	646
sctg_1518	2401	2	647
sctg_1519	2400	1	649
sctg_152	420878	2	650
sctg_1520	2399	2	652
sctg_1522	2395	2	654
sctg_1525	2386	1	656
sctg_1529	2376	1	657
sctg_153	404940	2	658
sctg_1530	2376	2	660
sctg_1532	2369	1	662
sctg_1533	2368	1	663
sctg_1535	2366	2	664
sctg_1536	2366	1	666
sctg_1537	2366	2	667
sctg_1539	2358	1	669
sctg_154	418983	2	670
sctg_1541	2324	1	672
sctg_1542	2354	1	673
sctg_1543	2353	1	674
sctg_1544	2350	2	675
sctg_1545	2347	2	677
sctg_1547	2346	1	679
sctg_1548	2344	1	680
sctg_1549	2344	2	681
sctg_155	409479	2	683
sctg_1552	2315	1	685
sctg_1553	2336	2	686
sctg_1554	2335	2	688
sctg_1555	2333	2	690
sctg_1558	2330	1	692
sctg_1559	2328	1	693
sctg_156	405149	2	694
sctg_1560	2321	2	696
sctg_1561	2328	1	698
sctg_1563	2246	2	699
sctg_1565	2325	2	701
sctg_1566	2323	1	703
sctg_1567	2321	2	704
sctg_1568	2320	1	706
sctg_1569	2318	2	707
sctg_157	411445	2	709
sctg_1570	2317	1	711
sctg_1571	2313	2	712
sctg_1572	2313	2	714
sctg_1573	2311	1	716
sctg_1576	2307	2	717
sctg_1577	2302	1	719
sctg_1578	2306	1	720
sctg_1579	2305	1	721
sctg_158	408399	2	722
sctg_1581	2303	1	724
sctg_1582	2301	1	725
sctg_1586	2296	1	726
sctg_1587	2294	1	727
sctg_1588	2292	1	728
sctg_1589	2289	1	729
sctg_159	398523	2	730
sctg_1590	2289	2	732
sctg_1591	2287	1	734
sctg_1592	2286	2	735
sctg_1593	2286	1	737
sctg_1594	2281	2	738
sctg_1595	2273	2	740
sctg_16	1133248	2	742
sctg_160	394780	2	744
sctg_1600	2274	1	746
sctg_1604	2270	2	747
sctg_1605	2267	2	749
sctg_1606	2251	1	751
sctg_1607	2260	1	752
sctg_1609	2256	1	753
sctg_161	400297	2	754
sctg_1611	2255	2	756
sctg_1612	2253	1	758
sctg_1613	2252	1	759
sctg_1615	2250	2	760
sctg_1618	2244	2	762
sctg_1619	2244	2	764
sctg_162	401382	2	766
sctg_1621	2241	2	768
sctg_1622	2240	1	770
sctg_1624	2239	2	771
sctg_1626	2237	2	773
sctg_1629	2232	1	775
sctg_163	402252	2	776
sctg_1630	2228	1	778
sctg_1632	2226	2	779
sctg_1633	2226	2	781
sctg_1634	2226	2	783
sctg_1635	2225	1	785
sctg_1636	2175	2	786
sctg_1638	2220	2	788
sctg_164	400887	2	790
sctg_1640	2219	2	792
sctg_1642	2217	2	794
sctg_1643	2217	1	796
sctg_1644	2217	1	797
sctg_1647	2214	2	798
sctg_1648	2212	2	800
sctg_1649	2211	1	802
sctg_165	399073	2	803
sctg_1650	2210	2	805
sctg_1651	2209	1	807
sctg_1653	2175	2	808
sctg_1654	2207	1	810
sctg_1655	2205	1	811
sctg_1656	2204	2	812
sctg_166	407896	2	814
sctg_1661	2193	2	816
sctg_1662	2191	2	818
sctg_1663	2172	2	820
sctg_1664	2191	2	822
sctg_1665	2190	1	824
sctg_1667	2189	2	825
sctg_1669	2185	2	827
sctg_167	412829	2	829
sctg_1674	2178	2	831
sctg_1675	2178	1	833
sctg_1677	2175	2	834
sctg_1678	2175	1	836
sctg_1679	2175	2	837
sctg_168	392037	2	839
sctg_1680	2174	2	841
sctg_1681	2173	1	843
sctg_1682	2135	1	844
sctg_1684	2163	2	845
sctg_1685	2169	1	847
sctg_1687	2164	1	848
sctg_1689	2163	2	849
sctg_169	393698	2	851
sctg_1690	2162	2	853
sctg_1695	2159	2	855
sctg_1697	2154	1	857
sctg_1698	2154	1	858
sctg_17	1123385	2	859
sctg_170	380651	2	861
sctg_1700	2153	1	863
sctg_1701	2153	2	864
sctg_1702	2152	1	866
sctg_1704	2149	1	867
sctg_1705	2147	2	868
sctg_1707	2146	1	870
sctg_1708	2135	2	871
sctg_1709	2145	2	873
sctg_171	378343	2	875
sctg_1710	2145	2	877
sctg_1712	2144	1	879
sctg_1715	2143	2	880
sctg_1717	2141	2	882
sctg_1718	2141	2	884
sctg_172	376979	2	886
sctg_1720	2140	1	888
sctg_1724	2134	2	889
sctg_1726	2132	2	891
sctg_1727	2130	1	893
sctg_1729	2128	2	894
sctg_173	380134	2	896
sctg_1731	2128	2	898
sctg_1732	2117	2	900
sctg_1733	2127	1	902
sctg_1734	2127	1	903
sctg_1735	2127	2	904
sctg_1737	2125	2	906
sctg_1738	2125	2	908
sctg_174	375833	2	910
sctg_1740	2120	1	912
sctg_1741	2119	1	913
sctg_1742	2119	2	914
sctg_1743	2116	1	916
sctg_1744	2115	2	917
sctg_1745	2115	2	919
sctg_1746	2115	1	921
sctg_1747	2111	1	922
sctg_1748	2114	1	923
sctg_1749	2114	2	924
sctg_175	373580	2	926
sctg_1750	2114	2	928
sctg_1751	2113	2	930
sctg_1752	2112	2	932
sctg_1753	2112	1	934
sctg_1755	2109	2	935
sctg_1756	2109	2	937
sctg_176	377841	2	939
sctg_1760	2107	2	941
sctg_1762	2105	1	943
sctg_1763	2105	1	944
sctg_1764	2105	1	945
sctg_1765	2104	1	946
sctg_1766	2104	2	947
sctg_1767	2103	2	949
sctg_177	372647	2	951
sctg_1773	2095	2	953
sctg_1776	2092	2	955
sctg_1777	2092	2	957
sctg_1779	2086	1	959
sctg_178	369726	2	960
sctg_1782	2085	2	962
sctg_1783	2082	1	964
sctg_1784	2082	2	965
sctg_1785	2081	2	967
sctg_1786	2081	2	969
sctg_1788	2078	2	971
sctg_1789	2077	1	973
sctg_179	375655	2	974
sctg_1791	2077	1	976
sctg_1792	2077	1	977
sctg_1793	2077	2	978
sctg_1794	2074	1	980
sctg_1795	2073	2	981
sctg_1798	2072	2	983
sctg_1799	2070	1	985
sctg_18	1118169	2	986
sctg_180	376675	2	988
sctg_1801	2069	2	990
sctg_1802	1982	2	992
sctg_1804	2068	2	994
sctg_1805	2068	2	996
sctg_1807	2065	1	998
sctg_1808	2065	2	999
sctg_181	374232	2	1001
sctg_1811	2061	1	1003
sctg_1813	2060	2	1004
sctg_1814	2013	2	1006
sctg_1815	2060	1	1008
sctg_1816	2060	2	1009
sctg_1817	2058	2	1011
sctg_1819	2056	2	1013
sctg_182	370035	2	1015
sctg_1822	2000	1	1017
sctg_1825	2050	2	1018
sctg_1828	2049	2	1020
sctg_1829	2043	2	1022
sctg_183	354741	2	1024
sctg_1830	2048	2	1026
sctg_1833	2047	2	1028
sctg_1834	2046	2	1030
sctg_1836	2046	2	1032
sctg_1838	2045	2	1034
sctg_1839	2045	2	1036
sctg_184	359996	2	1038
sctg_1840	2043	1	1040
sctg_1841	2043	2	1041
sctg_1844	2038	1	1043
sctg_1845	2038	2	1044
sctg_1846	2038	2	1046
sctg_1847	2037	2	1048
sctg_1849	2037	2	1050
sctg_185	344804	2	1052
sctg_1852	1998	2	1054
sctg_1853	2035	2	1056
sctg_1855	2032	1	1058
sctg_1857	2023	2	1059
sctg_1859	1983	1	1061
sctg_186	353682	2	1062
sctg_1862	2027	2	1064
sctg_1863	2027	1	1066
sctg_1865	2026	1	1067
sctg_1866	2026	2	1068
sctg_1868	1977	1	1070
sctg_1869	2023	2	1071
sctg_187	344499	2	1073
sctg_1870	2023	1	1075
sctg_1872	2021	2	1076
sctg_1873	2021	2	1078
sctg_1875	2019	2	1080
sctg_1877	1989	2	1082
sctg_1878	2015	2	1084
sctg_188	350457	2	1086
sctg_1880	2015	2	1088
sctg_1882	2012	1	1090
sctg_1883	2012	1	1091
sctg_1884	2012	2	1092
sctg_1887	2006	2	1094
sctg_1888	2009	2	1096
sctg_1889	2008	2	1098
sctg_189	344306	2	1100
sctg_1892	1990	2	1102
sctg_1893	2006	2	1104
sctg_1894	2006	2	1106
sctg_1895	2006	2	1108
sctg_1896	2004	2	1110
sctg_1897	2004	2	1112
sctg_1898	2004	1	1114
sctg_1899	2002	2	1115
sctg_19	1100642	2	1117
sctg_190	339332	2	1119
sctg_191	333838	2	1121
sctg_192	347550	2	1123
sctg_193	329506	2	1125
sctg_194	318036	2	1127
sctg_195	318013	2	1129
sctg_196	324936	2	1131
sctg_197	321740	1	1133
sctg_198	317353	1	1134
sctg_199	313144	2	1135
sctg_2	1894020	1	1137
sctg_20	1086620	2	1138
sctg_200	306974	2	1140
sctg_201	315962	1	1142
sctg_202	313492	1	1143
sctg_203	309679	1	1144
sctg_204	311697	1	1145
sctg_205	299241	2	1146
sctg_206	296281	1	1148
sctg_207	293188	2	1149
sctg_208	290706	2	1151
sctg_209	288938	1	1153
sctg_21	1084609	2	1154
sctg_210	295138	1	1156
sctg_211	289290	1	1157
sctg_212	284288	1	1158
sctg_213	286842	2	1159
sctg_214	283720	1	1161
sctg_215	283174	1	1162
sctg_216	287285	1	1163
sctg_217	279888	1	1164
sctg_218	281218	1	1165
sctg_219	275317	1	1166
sctg_22	1043404	2	1167
sctg_220	296629	1	1169
sctg_221	271698	1	1170
sctg_222	274379	1	1171
sctg_223	271498	2	1172
sctg_224	271925	1	1174
sctg_225	266164	1	1175
sctg_226	270970	1	1176
sctg_227	267340	1	1177
sctg_228	263496	1	1178
sctg_229	278809	1	1179
sctg_23	1033721	2	1180
sctg_230	260002	1	1182
sctg_231	265202	1	1183
sctg_232	269053	1	1184
sctg_233	253850	1	1185
sctg_234	260094	1	1186
sctg_235	257773	1	1187
sctg_236	257852	1	1188
sctg_237	253843	1	1189
sctg_238	254736	1	1190
sctg_239	251360	1	1191
sctg_24	1030715	2	1192
sctg_240	250983	1	1194
sctg_241	246932	1	1195
sctg_242	264910	1	1196
sctg_243	254885	1	1197
sctg_244	255063	1	1198
sctg_245	246901	1	1199
sctg_246	243722	1	1200
sctg_247	244737	1	1201
sctg_248	245048	1	1202
sctg_249	238189	1	1203
sctg_25	1018262	2	1204
sctg_250	252255	1	1206
sctg_251	237700	1	1207
sctg_252	239230	1	1208
sctg_253	238820	1	1209
sctg_254	246086	1	1210
sctg_255	236583	1	1211
sctg_256	237353	1	1212
sctg_257	236592	1	1213
sctg_258	233412	1	1214
sctg_259	230794	1	1215
sctg_26	1015445	2	1216
sctg_260	226858	1	1218
sctg_261	227613	1	1219
sctg_262	228969	1	1220
sctg_263	229230	1	1221
sctg_264	224290	1	1222
sctg_265	230204	1	1223
sctg_266	223137	1	1224
sctg_267	220567	2	1225
sctg_268	226056	1	1227
sctg_269	219649	1	1228
sctg_27	983517	2	1229
sctg_270	221125	1	1231
sctg_271	220629	1	1232
sctg_272	221799	1	1233
sctg_273	215636	1	1234
sctg_274	219812	1	1235
sctg_275	213446	1	1236
sctg_276	216022	1	1237
sctg_277	211243	2	1238
sctg_278	213452	1	1240
sctg_279	209511	1	1241
sctg_28	957396	2	1242
sctg_280	222349	2	1244
sctg_281	214151	1	1246
sctg_282	209721	2	1247
sctg_283	212758	2	1249
sctg_284	191240	2	1251
sctg_285	207741	2	1253
sctg_286	205588	2	1255
sctg_287	206680	1	1257
sctg_288	202158	2	1258
sctg_289	206437	1	1260
sctg_29	944381	2	1261
sctg_290	203236	2	1263
sctg_291	198910	1	1265
sctg_292	197458	2	1266
sctg_293	214083	2	1268
sctg_294	202284	2	1270
sctg_295	196872	2	1272
sctg_296	201648	1	1274
sctg_297	202386	2	1275
sctg_298	200421	1	1277
sctg_299	197968	2	1278
sctg_3	1695640	2	1280
sctg_30	954774	2	1282
sctg_300	204599	2	1284
sctg_301	199622	2	1286
sctg_302	197211	1	1288
sctg_303	202570	2	1289
sctg_304	201323	2	1291
sctg_305	195227	2	1293
sctg_306	194053	2	1295
sctg_307	191954	2	1297
sctg_308	193319	2	1299
sctg_309	191145	2	1301
sctg_31	955132	2	1303
sctg_310	192807	2	1305
sctg_311	196843	2	1307
sctg_312	193179	2	1309
sctg_313	193636	2	1311
sctg_314	196677	2	1313
sctg_315	193907	2	1315
sctg_316	189194	2	1317
sctg_317	186260	2	1319
sctg_318	185416	2	1321
sctg_319	189723	2	1323
sctg_32	952789	2	1325
sctg_320	191996	2	1327
sctg_321	201193	2	1329
sctg_322	183041	2	1331
sctg_323	187855	2	1333
sctg_324	186812	1	1335
sctg_325	185270	2	1336
sctg_326	182276	2	1338
sctg_327	190945	2	1340
sctg_328	182243	2	1342
sctg_329	180184	2	1344
sctg_33	929110	1	1346
sctg_330	182173	2	1347
sctg_331	185965	2	1349
sctg_332	179690	2	1351
sctg_333	177276	2	1353
sctg_334	176980	2	1355
sctg_335	173615	2	1357
sctg_336	182521	2	1359
sctg_337	173380	2	1361
sctg_338	186656	2	1363
sctg_339	174390	2	1365
sctg_34	907134	2	1367
sctg_340	180186	2	1369
sctg_341	174808	2	1371
sctg_342	187010	2	1373
sctg_343	174410	2	1375
sctg_344	168673	2	1377
sctg_345	186330	2	1379
sctg_346	177238	2	1381
sctg_347	166548	2	1383
sctg_348	173412	2	1385
sctg_349	191559	2	1387
sctg_35	899547	2	1389
sctg_350	171387	2	1391
sctg_351	179708	2	1393
sctg_352	161801	2	1395
sctg_353	176139	2	1397
sctg_354	177908	2	1399
sctg_355	167448	2	1401
sctg_356	171946	2	1403
sctg_357	166872	2	1405
sctg_358	162236	2	1407
sctg_359	162983	2	1409
sctg_36	912087	1	1411
sctg_360	159802	2	1412
sctg_361	161346	2	1414
sctg_362	160844	2	1416
sctg_363	159186	2	1418
sctg_364	168671	2	1420
sctg_365	161410	2	1422
sctg_366	159075	2	1424
sctg_367	159297	2	1426
sctg_368	155157	2	1428
sctg_369	153782	2	1430
sctg_37	908089	1	1432
sctg_370	156160	2	1433
sctg_371	156054	2	1435
sctg_372	157547	2	1437
sctg_373	150307	2	1439
sctg_374	153132	2	1441
sctg_375	153327	2	1443
sctg_376	155251	2	1445
sctg_377	145458	2	1447
sctg_378	150402	2	1449
sctg_379	144905	2	1451
sctg_38	904685	1	1453
sctg_380	143268	2	1454
sctg_381	144213	2	1456
sctg_382	140729	2	1458
sctg_383	145517	2	1460
sctg_384	141870	2	1462
sctg_385	143105	2	1464
sctg_386	144486	2	1466
sctg_387	140791	2	1468
sctg_388	142620	2	1470
sctg_389	141986	2	1472
sctg_39	891579	1	1474
sctg_390	141245	2	1475
sctg_391	136178	2	1477
sctg_392	135993	2	1479
sctg_393	126236	2	1481
sctg_394	131013	2	1483
sctg_395	137042	2	1485
sctg_396	129118	2	1487
sctg_398	133856	2	1489
sctg_399	130132	2	1491
sctg_4	1667773	2	1493
sctg_40	880874	1	1495
sctg_400	126492	2	1496
sctg_401	128133	2	1498
sctg_402	130599	2	1500
sctg_403	123845	2	1502
sctg_404	121052	2	1504
sctg_405	127190	2	1506
sctg_406	123651	2	1508
sctg_407	120306	2	1510
sctg_408	121197	2	1512
sctg_409	124964	2	1514
sctg_41	892610	1	1516
sctg_410	122199	2	1517
sctg_411	118254	2	1519
sctg_412	115110	2	1521
sctg_413	117111	2	1523
sctg_414	116523	2	1525
sctg_415	109603	2	1527
sctg_416	115059	2	1529
sctg_417	111451	2	1531
sctg_418	120216	2	1533
sctg_419	111904	2	1535
sctg_42	866109	1	1537
sctg_420	110665	2	1538
sctg_421	109109	1	1540
sctg_422	115125	2	1541
sctg_423	103715	2	1543
sctg_424	105883	2	1545
sctg_425	109994	2	1547
sctg_426	104510	2	1549
sctg_427	114725	1	1551
sctg_428	100991	1	1552
sctg_429	101912	2	1553
sctg_43	857596	1	1555
sctg_430	101059	1	1556
sctg_431	97116	2	1557
sctg_432	101588	1	1559
sctg_433	104593	1	1560
sctg_434	98862	1	1561
sctg_435	103980	1	1562
sctg_436	99304	1	1563
sctg_437	101602	1	1564
sctg_438	99637	1	1565
sctg_439	98750	1	1566
sctg_44	843311	1	1567
sctg_440	99883	1	1568
sctg_441	103104	1	1569
sctg_442	96744	1	1570
sctg_443	102816	1	1571
sctg_444	97518	1	1572
sctg_445	94858	2	1573
sctg_446	97693	1	1575
sctg_447	93235	1	1576
sctg_448	93912	1	1577
sctg_449	93975	1	1578
sctg_45	817014	1	1579
sctg_450	92860	1	1580
sctg_451	90810	1	1581
sctg_452	89890	1	1582
sctg_453	91069	1	1583
sctg_454	90554	1	1584
sctg_455	94836	1	1585
sctg_456	90181	1	1586
sctg_457	86411	1	1587
sctg_458	89443	1	1588
sctg_459	89364	1	1589
sctg_46	824927	1	1590
sctg_460	88216	1	1591
sctg_461	90824	1	1592
sctg_462	87688	1	1593
sctg_463	98479	2	1594
sctg_464	88158	1	1596
sctg_465	94040	1	1597
sctg_466	85583	1	1598
sctg_467	88073	1	1599
sctg_468	79423	1	1600
sctg_469	83892	1	1601
sctg_47	806785	1	1602
sctg_470	85960	1	1603
sctg_471	82910	1	1604
sctg_472	80207	1	1605
sctg_473	84021	1	1606
sctg_474	84980	1	1607
