id	chrom	start_pos	end_pos	size	gc_content	accu_frag	init_frag_start	init_frag_end	sub_frag_start	sub_frag_end
2	sctg_1019	4009	6846	2837	0.49938269994600004	5	10	14	42	42
1	sctg_102	0	294418	294418	0.5385159504474034	729	1	729	43	43
2	sctg_102	294418	520191	225773	0.5270708286471496	536	730	1265	44	44
1	sctg_1020	0	6345	6345	0.5655625367417036	20	1	20	45	45
1	sctg_1021	0	6160	6160	0.5393224740536667	9	1	9	46	46
2	sctg_1021	6160	6315	155	0.658064516129	1	10	10	47	47
1	sctg_1022	0	6313	6313	0.4991935198716851	23	1	23	48	48
1	sctg_1023	0	3951	3951	0.5443343332188889	9	1	9	49	49
2	sctg_1023	3951	6307	2356	0.4737947291634815	8	10	17	50	50
1	sctg_1024	0	5198	5198	0.5378281263789444	9	1	9	51	51
2	sctg_1024	5198	6307	1109	0.6103627111883334	4	10	13	52	52
1	sctg_1026	0	13069	13069	0.46742727652735555	9	1	9	53	53
2	sctg_1026	13069	13677	608	0.5461844782065	2	10	11	54	54
1	sctg_1027	0	8812	8812	0.4898839651666667	9	1	9	55	55
1	sctg_1028	0	14884	14884	0.5092442215753245	19	1	19	56	56
1	sctg_1029	0	6278	6278	0.5120461412466667	8	1	8	57	57
1	sctg_103	0	327662	327662	0.5398481785962179	729	1	729	58	58
2	sctg_103	327662	523379	195717	0.5501335601042006	460	730	1189	59	59
1	sctg_1030	0	5527	5527	0.6554620413457778	9	1	9	60	60
2	sctg_1030	5527	6264	737	0.569642857143	2	10	11	61	61
1	sctg_1031	0	3567	3567	0.5518114216126667	9	1	9	62	62
2	sctg_1031	3567	6254	2687	0.5194081228127222	9	10	18	63	63
1	sctg_1032	0	4671	4671	0.5095600784805371	9	1	9	64	64
2	sctg_1032	4671	6248	1577	0.5349473263856667	4	10	13	65	65
1	sctg_1033	0	6243	6243	0.5392198168740555	19	1	19	66	66
1	sctg_1034	0	6234	6234	0.5541213541362038	25	1	25	67	67
1	sctg_1035	0	15062	15062	0.4116904773187777	9	1	9	68	68
1	sctg_1036	0	8633	8633	0.3762307425	1	1	1	69	69
1	sctg_1037	0	4097	4097	0.5278812896470555	9	1	9	70	70
2	sctg_1037	4097	6207	2110	0.5099347282236667	3	10	12	71	71
1	sctg_1038	0	3910	3910	0.4967525599626666	9	1	9	72	72
2	sctg_1038	3910	6258	2348	0.5718359840805833	5	10	14	73	73
1	sctg_1039	0	6183	6183	0.525387386140284	19	1	19	74	74
1	sctg_104	0	333693	333693	0.5464732055375964	729	1	729	75	75
2	sctg_104	333693	522721	189028	0.5468083114540923	442	730	1171	76	76
1	sctg_1040	0	4779	4779	0.5317156027276667	27	1	27	77	77
2	sctg_1040	4779	5073	294	0.5219052993385	2	28	29	78	78
1	sctg_1041	0	3263	3263	0.5517470656837222	9	1	9	79	79
2	sctg_1041	3263	6242	2979	0.5272857861875833	6	10	15	80	80
1	sctg_1042	0	3372	3372	0.5244156653140556	9	1	9	81	81
2	sctg_1042	3372	6125	2753	0.5469874031587407	9	10	18	82	82
1	sctg_1043	0	3166	3166	0.5151864434061112	9	1	9	83	83
2	sctg_1043	3166	6221	3055	0.5128598509117778	7	10	16	84	84
1	sctg_1044	0	5705	5705	0.5012709867369445	9	1	9	85	85
2	sctg_1044	5705	6079	374	0.501853623535	2	10	11	86	86
1	sctg_1045	0	5235	5235	0.5993753477228888	9	1	9	87	87
2	sctg_1045	5235	6040	805	0.485714285714	1	10	10	88	88
1	sctg_1046	0	6030	6030	0.5508334336215278	22	1	22	89	89
1	sctg_1047	0	3743	3743	0.5200771305372963	9	1	9	90	90
2	sctg_1047	3743	6240	2497	0.5143494230273333	6	10	15	91	91
1	sctg_1048	0	6016	6016	0.5388476291066667	20	1	20	92	92
1	sctg_1049	0	923	923	0.516793066089	1	1	1	93	93
2	sctg_1049	923	6015	5092	0.519442262372	1	2	2	94	94
1	sctg_105	0	345279	345279	0.5126942943861841	729	1	729	95	95
2	sctg_105	345279	521263	175984	0.5191950761129862	426	730	1155	96	96
1	sctg_1051	0	3448	3448	0.5176718744487778	9	1	9	97	97
2	sctg_1051	3448	5972	2524	0.5066850749136667	9	10	18	98	98
1	sctg_1052	0	5968	5968	0.5932604257849691	19	1	19	99	99
1	sctg_1053	0	13894	13894	0.4272895757487056	8	1	8	100	100
1	sctg_1054	0	3860	3860	0.5473325755978888	9	1	9	101	101
2	sctg_1054	3860	5951	2091	0.5224728795181667	5	10	14	102	102
1	sctg_1055	0	5637	5637	0.5183554940135741	27	1	27	103	103
2	sctg_1055	5637	6522	885	0.5255942194745833	5	28	32	104	104
1	sctg_1056	0	5934	5934	0.5219374862308889	7	1	7	105	105
1	sctg_1058	0	2839	2839	0.5319831960213333	9	1	9	106	106
2	sctg_1058	2839	5928	3089	0.5288203229530185	7	10	16	107	107
1	sctg_1059	0	5925	5925	0.4830033793033148	25	1	25	108	108
1	sctg_106	0	295961	295961	0.5197946898491761	729	1	729	109	109
2	sctg_106	295961	515965	220004	0.5153234745143164	537	730	1266	110	110
1	sctg_1060	0	3893	3893	0.5473585899915555	9	1	9	111	111
2	sctg_1060	3893	5909	2016	0.581971582822	6	10	15	112	112
1	sctg_1061	0	4217	4217	0.5717716248915555	9	1	9	113	113
2	sctg_1061	4217	5894	1677	0.49711855258733334	3	10	12	114	114
1	sctg_1062	0	2860	2860	0.5630840786074445	9	1	9	115	115
2	sctg_1062	2860	5885	3025	0.518969556440111	8	10	17	116	116
1	sctg_1063	0	5884	5884	0.4994371639674136	23	1	23	117	117
1	sctg_1064	0	5876	5876	0.5075222609211295	24	1	24	118	118
1	sctg_1065	0	5859	5859	0.5167387661088396	21	1	21	119	119
1	sctg_1066	0	6827	6827	0.49564266701066667	7	1	7	120	120
1	sctg_1067	0	4918	4918	0.5268474453538888	9	1	9	121	121
2	sctg_1067	4918	5833	915	0.5217233894261666	3	10	12	122	122
1	sctg_1068	0	3755	3755	0.5228015052129075	9	1	9	123	123
2	sctg_1068	3755	4000	245	0.526530612245	1	10	10	124	124
1	sctg_1069	0	5761	5761	0.5623499172944074	19	1	19	125	125
1	sctg_107	0	326306	326306	0.5265742713656506	729	1	729	126	126
2	sctg_107	326306	521539	195233	0.5277423805764141	475	730	1204	127	127
1	sctg_1070	0	3876	3876	0.5521077905296666	9	1	9	128	128
2	sctg_1070	3876	5768	1892	0.5916915012474444	9	10	18	129	129
1	sctg_1071	0	4864	4864	0.5483208316887778	9	1	9	130	130
2	sctg_1071	4864	5764	900	0.525742966583	2	10	11	131	131
1	sctg_1072	0	5754	5754	0.5653107418984259	20	1	20	132	132
1	sctg_1073	0	5752	5752	0.5312143565646049	22	1	22	133	133
1	sctg_1074	0	2408	2408	0.5128837524133333	9	1	9	134	134
2	sctg_1074	2408	5799	3391	0.5283099092347222	7	10	16	135	135
1	sctg_1075	0	3882	3882	0.4970846546755556	9	1	9	136	136
2	sctg_1075	3882	7698	3816	0.41991885358758335	4	10	13	137	137
1	sctg_1076	0	2513	2513	0.4880359385474445	9	1	9	138	138
2	sctg_1076	2513	5691	3178	0.5245666700125	5	10	14	139	139
1	sctg_1077	0	5613	5613	0.5729319252931296	19	1	19	140	140
1	sctg_1078	0	5147	5147	0.5245683320186667	9	1	9	141	141
2	sctg_1078	5147	5633	486	0.554061072557	4	10	13	142	142
1	sctg_1079	0	5697	5697	0.5403399612745927	21	1	21	143	143
1	sctg_108	0	329155	329155	0.5284180380188612	729	1	729	144	144
2	sctg_108	329155	521777	192622	0.560311083617001	487	730	1216	145	145
1	sctg_1080	0	4202	4202	0.5066067773706667	3	1	3	146	146
2	sctg_1080	4202	6036	1834	0.5258345759123334	3	4	6	147	147
1	sctg_1081	0	4684	4684	0.5310939383155556	9	1	9	148	148
2	sctg_1081	4684	5574	890	0.5548610614768333	5	10	14	149	149
1	sctg_1082	0	992	992	0.51814516129	1	1	1	150	150
2	sctg_1082	992	6817	5825	0.405493562232	1	2	2	151	151
1	sctg_1083	0	3924	3924	0.47368877141649995	9	1	9	152	152
2	sctg_1083	3924	5660	1736	0.520161290323	1	10	10	153	153
1	sctg_1084	0	3113	3113	0.5620006279296851	9	1	9	154	154
2	sctg_1084	3113	5551	2438	0.6315208523904167	5	10	14	155	155
1	sctg_1085	0	7155	7155	0.410062893082	1	1	1	156	156
1	sctg_1086	0	4563	4563	0.5312206865996667	9	1	9	157	157
2	sctg_1086	4563	5498	935	0.550802139037	1	10	10	158	158
1	sctg_1087	0	5492	5492	0.6826385563320988	20	1	20	159	159
1	sctg_1088	0	2533	2533	0.528075050551	3	1	3	160	160
2	sctg_1088	2533	6276	3743	0.431472081218	1	4	4	161	161
1	sctg_1089	0	10508	10508	0.4765301001420889	9	1	9	162	162
2	sctg_1089	10508	10690	182	0.510989010989	1	10	10	163	163
1	sctg_109	0	306217	306217	0.5293304162850347	729	1	729	164	164
2	sctg_109	306217	511637	205420	0.5267971652347513	547	730	1276	165	165
1	sctg_1090	0	5204	5204	0.5332414809550742	27	1	27	166	166
2	sctg_1090	5204	6191	987	0.5397042332843333	7	28	34	167	167
1	sctg_1091	0	5426	5426	0.6013111795029075	20	1	20	168	168
1	sctg_1092	0	5016	5016	0.4834341393322778	9	1	9	169	169
2	sctg_1092	5016	5641	625	0.5152	1	10	10	170	170
1	sctg_1093	0	2988	2988	0.6486037225768334	3	1	3	171	171
2	sctg_1093	2988	5382	2394	0.5331929312086666	3	4	6	172	172
1	sctg_1094	0	6283	6283	0.5087848537767777	7	1	7	173	173
1	sctg_1095	0	8793	8793	0.4724968176466667	8	1	8	174	174
1	sctg_1097	0	5024	5024	0.5063835525830556	9	1	9	175	175
2	sctg_1097	5024	5357	333	0.498498498498	1	10	10	176	176
1	sctg_1098	0	2794	2794	0.5904939506986667	9	1	9	177	177
2	sctg_1098	2794	5323	2529	0.5161739538569167	8	10	17	178	178
1	sctg_1099	0	4300	4300	0.5149978151218518	9	1	9	179	179
2	sctg_1099	4300	6148	1848	0.5147611538351666	4	10	13	180	180
1	sctg_11	0	877360	877360	0.5398902171243822	2187	1	2187	181	181
2	sctg_11	877360	1201849	324489	0.5311669553225971	773	2188	2960	182	182
1	sctg_110	0	339763	339763	0.5303018463404396	729	1	729	183	183
2	sctg_110	339763	518109	178346	0.5333253787599979	401	730	1130	184	184
1	sctg_1100	0	4499	4499	0.5064332950748333	9	1	9	185	185
2	sctg_1100	4499	5400	901	0.43790510759633333	3	10	12	186	186
1	sctg_1101	0	5385	5385	0.4971144481075278	8	1	8	187	187
1	sctg_1102	0	2814	2814	0.5315249985007037	9	1	9	188	188
2	sctg_1102	2814	5281	2467	0.5047488635078056	8	10	17	189	189
1	sctg_1103	0	5183	5183	0.5383419497213334	9	1	9	190	190
2	sctg_1103	5183	5404	221	0.506787330317	1	10	10	191	191
1	sctg_1104	0	4077	4077	0.484376648484889	9	1	9	192	192
2	sctg_1104	4077	5225	1148	0.5551182596111667	4	10	13	193	193
1	sctg_1105	0	4145	4145	0.5299268460576667	9	1	9	194	194
2	sctg_1105	4145	5188	1043	0.5587329724936667	5	10	14	195	195
1	sctg_1106	0	5185	5185	0.5878666992391111	9	1	9	196	196
1	sctg_1107	0	5357	5357	0.5010453925167778	8	1	8	197	197
1	sctg_1108	0	3530	3530	0.5070779201321112	9	1	9	198	198
2	sctg_1108	3530	5453	1923	0.46027177677258335	6	10	15	199	199
1	sctg_1109	0	5160	5160	0.5038601587823427	20	1	20	200	200
1	sctg_111	0	315562	315562	0.5393493907565584	729	1	729	201	201
2	sctg_111	315562	507503	191941	0.5289198507939239	448	730	1177	202	202
1	sctg_1110	0	3778	3778	0.5378965773253334	9	1	9	203	203
2	sctg_1110	3778	5157	1379	0.5478832753419167	4	10	13	204	204
1	sctg_1111	0	5368	5368	0.46866073105207406	9	1	9	205	205
2	sctg_1111	5368	6071	703	0.5355358592005	2	10	11	206	206
1	sctg_1112	0	3940	3940	0.5362009275438612	9	1	9	207	207
2	sctg_1112	3940	5116	1176	0.48737801280225	5	10	14	208	208
1	sctg_1113	0	9309	9309	0.282844559029	1	1	1	209	209
1	sctg_1114	0	4407	4407	0.4957255287561389	9	1	9	210	210
2	sctg_1114	4407	5082	675	0.496060813394	2	10	11	211	211
1	sctg_1115	0	2560	2560	0.6027465401670556	9	1	9	212	212
2	sctg_1115	2560	6407	3847	0.5010643254665555	7	10	16	213	213
1	sctg_1116	0	5232	5232	0.5202612576845556	8	1	8	214	214
1	sctg_1117	0	4328	4328	0.5130289235132223	9	1	9	215	215
2	sctg_1117	4328	5094	766	0.583926786825	2	10	11	216	216
1	sctg_1118	0	3246	3246	0.5556415813371111	9	1	9	217	217
2	sctg_1118	3246	4977	1731	0.5272110037426667	4	10	13	218	218
1	sctg_1119	0	11740	11740	0.45008915825727774	9	1	9	219	219
2	sctg_1119	11740	13383	1643	0.46393735896050003	3	10	12	220	220
1	sctg_112	0	330011	330011	0.5545887735315098	729	1	729	221	221
2	sctg_112	330011	523010	192999	0.5299931348178173	470	730	1199	222	222
1	sctg_1120	0	2361	2361	0.5368009355497777	9	1	9	223	223
2	sctg_1120	2361	4942	2581	0.5029197684583148	8	10	17	224	224
1	sctg_1122	0	6119	6119	0.5086768712641666	9	1	9	225	225
1	sctg_1123	0	6258	6258	0.4994374987536667	7	1	7	226	226
1	sctg_1124	0	4916	4916	0.5513282274884445	7	1	7	227	227
1	sctg_1125	0	5477	5477	0.49809673504194446	9	1	9	228	228
1	sctg_1126	0	4779	4779	0.5682290627788333	9	1	9	229	229
2	sctg_1126	4779	4914	135	0.562962962963	1	10	10	230	230
1	sctg_1127	0	5881	5881	0.4834047685492778	8	1	8	231	231
1	sctg_1128	0	3611	3611	0.5580475902452778	8	1	8	232	232
1	sctg_1129	0	12920	12920	0.4525382072664888	9	1	9	233	233
1	sctg_113	0	313094	313094	0.529007284009905	729	1	729	234	234
2	sctg_113	313094	497380	184286	0.5326504735221292	444	730	1173	235	235
1	sctg_1130	0	3419	3419	0.5191583907196111	9	1	9	236	236
2	sctg_1130	3419	4893	1474	0.627692910302	2	10	11	237	237
1	sctg_1131	0	3900	3900	0.4592953251046667	9	1	9	238	238
2	sctg_1131	3900	4847	947	0.48977534770849995	6	10	15	239	239
1	sctg_1132	0	6323	6323	0.4781323950935	8	1	8	240	240
1	sctg_1133	0	7053	7053	0.5261886675258055	8	1	8	241	241
1	sctg_1135	0	3246	3246	0.46292084906566666	3	1	3	242	242
2	sctg_1135	3246	6807	3561	0.501783902228	2	4	5	243	243
1	sctg_1136	0	3343	3343	0.584172045225	9	1	9	244	244
2	sctg_1136	3343	4812	1469	0.5284932159895	6	10	15	245	245
1	sctg_1137	0	5764	5764	0.5343230454412075	27	1	27	246	246
2	sctg_1137	5764	6368	604	0.5437244239925001	4	28	31	247	247
1	sctg_1138	0	2620	2620	0.5258936199973888	9	1	9	248	248
2	sctg_1138	2620	4762	2142	0.5628376069689445	7	10	16	249	249
1	sctg_1139	0	4326	4326	0.516849886158	3	1	3	250	250
1	sctg_114	0	295613	295613	0.529968030568058	729	1	729	251	251
2	sctg_114	295613	502603	206990	0.5098897513568348	391	730	1120	252	252
1	sctg_1140	0	6597	6597	0.371684098833	1	1	1	253	253
1	sctg_1141	0	3944	3944	0.5370212296317778	9	1	9	254	254
2	sctg_1141	3944	6101	2157	0.592345674716	9	10	18	255	255
1	sctg_1143	0	3370	3370	0.6199832788115166	9	1	9	256	256
2	sctg_1143	3370	6148	2778	0.6332564451155	5	10	14	257	257
1	sctg_1144	0	3568	3568	0.5498666273343148	9	1	9	258	258
2	sctg_1144	3568	4647	1079	0.6333265001474166	6	10	15	259	259
1	sctg_1146	0	4627	4627	0.5101254686009443	9	1	9	260	260
1	sctg_1147	0	2504	2504	0.5850313739504445	9	1	9	261	261
2	sctg_1147	2504	4576	2072	0.5207174877075	4	10	13	262	262
1	sctg_1148	0	2514	2514	0.5178724687011113	9	1	9	263	263
2	sctg_1148	2514	5345	2831	0.45010012481441664	5	10	14	264	264
1	sctg_1149	0	3218	3218	0.553495184531	9	1	9	265	265
2	sctg_1149	3218	4604	1386	0.5587546761365	2	10	11	266	266
1	sctg_115	0	305350	305350	0.5441759587234258	729	1	729	267	267
2	sctg_115	305350	504428	199078	0.5449986404102443	468	730	1197	268	268
1	sctg_1150	0	1966	1966	0.554694905193	3	1	3	269	269
2	sctg_1150	1966	3644	1678	0.5081083500873333	3	4	6	270	270
1	sctg_1151	0	4688	4688	0.6413027406017777	9	1	9	271	271
1	sctg_1152	0	4578	4578	0.49988086812577776	9	1	9	272	272
1	sctg_1154	0	4537	4537	0.556518402694	8	1	8	273	273
1	sctg_1156	0	4137	4137	0.5187606384661111	9	1	9	274	274
2	sctg_1156	4137	4501	364	0.5336014833836665	3	10	12	275	275
1	sctg_1157	0	3385	3385	0.4946657743196667	3	1	3	276	276
2	sctg_1157	3385	4473	1088	0.51547004608325	2	4	5	277	277
1	sctg_1158	0	648	648	0.48811280537766666	3	1	3	278	278
2	sctg_1158	648	3763	3115	0.477898589449	3	4	6	279	279
1	sctg_116	0	334000	334000	0.5294554013127319	729	1	729	280	280
2	sctg_116	334000	506676	172676	0.5243060197365491	393	730	1122	281	281
1	sctg_1160	0	2496	2496	0.5777505912583333	9	1	9	282	282
2	sctg_1160	2496	4561	2065	0.5582663116622499	6	10	15	283	283
1	sctg_1161	0	2178	2178	0.5605033738985555	9	1	9	284	284
2	sctg_1161	2178	4460	2282	0.5728050481135556	9	10	18	285	285
1	sctg_1162	0	4453	4453	0.5129569572965554	9	1	9	286	286
1	sctg_1163	0	3435	3435	0.5659851379003333	9	1	9	287	287
2	sctg_1163	3435	4450	1015	0.5544794188865001	2	10	11	288	288
1	sctg_1166	0	1946	1946	0.5793299761315556	9	1	9	289	289
2	sctg_1166	1946	4904	2958	0.5626087147404166	5	10	14	290	290
1	sctg_1167	0	2622	2622	0.553854122083889	9	1	9	291	291
2	sctg_1167	2622	4510	1888	0.52382062688875	5	10	14	292	292
1	sctg_1168	0	3032	3032	0.5446613787293889	9	1	9	293	293
2	sctg_1168	3032	4333	1301	0.5313872047635	6	10	15	294	294
1	sctg_117	0	336876	336876	0.5413400288070745	729	1	729	295	295
2	sctg_117	336876	508313	171437	0.5418642959236843	386	730	1115	296	296
1	sctg_1171	0	3327	3327	0.5214502890836666	9	1	9	297	297
2	sctg_1171	3327	4460	1133	0.5215649626745	4	10	13	298	298
1	sctg_1172	0	4309	4309	0.6028264870807222	8	1	8	299	299
1	sctg_1173	0	4536	4536	0.5526462387351111	9	1	9	300	300
2	sctg_1173	4536	7246	2710	0.494441114475	3	10	12	301	301
1	sctg_1175	0	2671	2671	0.5844004522865	9	1	9	302	302
2	sctg_1175	2671	3664	993	0.5517431629116667	4	10	13	303	303
1	sctg_1177	0	11295	11295	0.46723155960347773	9	1	9	304	304
2	sctg_1177	11295	12690	1395	0.5185596965013334	3	10	12	305	305
1	sctg_118	0	325003	325003	0.53177747859352	729	1	729	306	306
2	sctg_118	325003	496777	171774	0.5325032506589096	395	730	1124	307	307
1	sctg_1180	0	4197	4197	0.5678267735632222	7	1	7	308	308
1	sctg_1182	0	3896	3896	0.5256873563367778	9	1	9	309	309
2	sctg_1182	3896	4322	426	0.4871098226925	2	10	11	310	310
1	sctg_1183	0	3969	3969	0.44826507615938893	9	1	9	311	311
2	sctg_1183	3969	4677	708	0.5396059690392501	2	10	11	312	312
1	sctg_1186	0	3355	3355	0.5036617322316667	3	1	3	313	313
2	sctg_1186	3355	4041	686	0.5405626964025	2	4	5	314	314
1	sctg_1187	0	3093	3093	0.5147070679538334	9	1	9	315	315
2	sctg_1187	3093	4057	964	0.5023603053679999	2	10	11	316	316
1	sctg_1189	0	3515	3515	0.5389812343661667	24	1	24	317	317
1	sctg_119	0	286991	286991	0.5255384148789021	729	1	729	318	318
2	sctg_119	286991	491596	204605	0.5314477569295272	512	730	1241	319	319
1	sctg_1190	0	3303	3303	0.49817633688388896	9	1	9	320	320
2	sctg_1190	3303	4113	810	0.533333333333	1	10	10	321	321
1	sctg_1192	0	2819	2819	0.5054388766439445	9	1	9	322	322
2	sctg_1192	2819	3977	1158	0.5040448013711667	6	10	15	323	323
1	sctg_1193	0	3144	3144	0.5560457085748335	9	1	9	324	324
2	sctg_1193	3144	3933	789	0.5238364166175	2	10	11	325	325
1	sctg_1194	0	3915	3915	0.5311475772765556	9	1	9	326	326
1	sctg_1195	0	3912	3912	0.5642736238743334	9	1	9	327	327
1	sctg_1199	0	3903	3903	0.5172364057551111	8	1	8	328	328
1	sctg_12	0	923365	923365	0.5265898106515845	2187	1	2187	329	329
2	sctg_12	923365	1207602	284237	0.5248995501852503	688	2188	2875	330	330
1	sctg_120	0	305118	305118	0.5324238273367108	729	1	729	331	331
2	sctg_120	305118	483608	178490	0.5325371850670718	440	730	1169	332	332
1	sctg_1202	0	3794	3794	0.5517126493333889	9	1	9	333	333
1	sctg_1203	0	3726	3726	0.5063946514063333	9	1	9	334	334
2	sctg_1203	3726	3793	67	0.582089552239	1	10	10	335	335
1	sctg_1204	0	6539	6539	0.5774631127355622	8	1	8	336	336
1	sctg_1205	0	3745	3745	0.5577799865358334	8	1	8	337	337
1	sctg_1206	0	2142	2142	0.5354020837593333	3	1	3	338	338
2	sctg_1206	2142	3720	1578	0.54304608893225	2	4	5	339	339
1	sctg_1208	0	2837	2837	0.5589851563374445	9	1	9	340	340
2	sctg_1208	2837	3662	825	0.5922431865826666	3	10	12	341	341
1	sctg_121	0	320741	320741	0.5382409117278364	729	1	729	342	342
2	sctg_121	320741	515706	194965	0.5282090636183117	362	730	1091	343	343
1	sctg_1211	0	3141	3141	0.5217531938322223	9	1	9	344	344
2	sctg_1211	3141	3621	480	0.413492063492	2	10	11	345	345
1	sctg_1212	0	3615	3615	0.5544980847531111	8	1	8	346	346
1	sctg_1214	0	3603	3603	0.4892797489093333	8	1	8	347	347
1	sctg_1215	0	3578	3578	0.5364700278897778	7	1	7	348	348
1	sctg_122	0	317095	317095	0.5416321166971722	729	1	729	349	349
2	sctg_122	317095	487711	170616	0.5416058869956026	389	730	1118	350	350
1	sctg_1226	0	3460	3460	0.5507973583751111	8	1	8	351	351
1	sctg_123	0	302349	302349	0.5375663193757415	729	1	729	352	352
2	sctg_123	302349	494152	191803	0.5399478639852768	412	730	1141	353	353
1	sctg_1230	0	4305	4305	0.4984865186443055	8	1	8	354	354
1	sctg_1232	0	3091	3091	0.5458255263084445	9	1	9	355	355
2	sctg_1232	3091	3412	321	0.551401869159	1	10	10	356	356
1	sctg_1233	0	3410	3410	0.5155421096362778	7	1	7	357	357
1	sctg_1234	0	3398	3398	0.4442373558758148	9	1	9	358	358
1	sctg_1237	0	2730	2730	0.5355521348096667	9	1	9	359	359
2	sctg_1237	2730	3373	643	0.53032659409	1	10	10	360	360
1	sctg_124	0	313402	313402	0.5292857588747042	729	1	729	361	361
2	sctg_124	313402	476472	163070	0.532250663823407	392	730	1121	362	362
1	sctg_1242	0	3339	3339	0.5144496894306666	8	1	8	363	363
1	sctg_1243	0	5827	5827	0.5158763595405	7	1	7	364	364
1	sctg_1246	0	3295	3295	0.5176541201121666	8	1	8	365	365
1	sctg_1247	0	6164	6164	0.510212823911426	7	1	7	366	366
1	sctg_1249	0	2369	2369	0.570496414349074	9	1	9	367	367
2	sctg_1249	2369	3272	903	0.5839894603146667	4	10	13	368	368
1	sctg_125	0	294586	294586	0.5187781494943279	729	1	729	369	369
2	sctg_125	294586	479714	185128	0.5263734494187349	477	730	1206	370	370
1	sctg_1250	0	3000	3000	0.521094972246611	9	1	9	371	371
2	sctg_1250	3000	3263	263	0.545494313211	1	10	10	372	372
1	sctg_1251	0	3304	3304	0.6725513009364926	9	1	9	373	373
2	sctg_1251	3304	4029	725	0.6902875208572223	3	10	12	374	374
1	sctg_1252	0	3016	3016	0.5210912277105	3	1	3	375	375
2	sctg_1252	3016	3250	234	0.529914529915	1	4	4	376	376
1	sctg_1253	0	3243	3243	0.5297182561649444	9	1	9	377	377
1	sctg_1254	0	3240	3240	0.5120159506299259	9	1	9	378	378
1	sctg_1256	0	2010	2010	0.485674236225	3	1	3	379	379
2	sctg_1256	2010	3228	1218	0.5418521289608332	3	4	6	380	380
1	sctg_1257	0	3226	3226	0.5145222377426112	8	1	8	381	381
1	sctg_126	0	304983	304983	0.5388808597323177	729	1	729	382	382
2	sctg_126	304983	483671	178688	0.5438767936663876	405	730	1134	383	383
1	sctg_1262	0	3198	3198	0.5214077241380277	8	1	8	384	384
1	sctg_1263	0	3181	3181	0.48327318942899994	7	1	7	385	385
1	sctg_1269	0	3531	3531	0.4124346822216666	3	1	3	386	386
2	sctg_1269	3531	7171	3640	0.4187428071516666	3	4	6	387	387
1	sctg_127	0	300929	300929	0.5248110917562795	729	1	729	388	388
2	sctg_127	300929	478815	177886	0.5329976768507538	455	730	1184	389	389
