contig	length_kb	n_frags	cumul_length
sctg_1132	6323	8	40180
sctg_1133	7053	9	40188
sctg_1135	6807	5	40197
sctg_1136	4812	19	40202
sctg_1137	6368	32	40221
sctg_1138	4762	19	40253
sctg_1139	4326	3	40272
sctg_114	502603	1296	40275
sctg_1140	6597	1	41571
sctg_1141	6101	18	41572
sctg_1143	6148	38	41590
sctg_1144	4647	20	41628
sctg_1146	4627	11	41648
sctg_1147	4615	14	41659
sctg_1148	5345	15	41673
sctg_1149	4604	13	41688
sctg_115	504428	1405	41701
sctg_1150	3644	7	43106
sctg_1151	4688	9	43113
sctg_1152	4578	9	43122
sctg_1154	4537	10	43131
sctg_1156	4501	12	43141
sctg_1157	4473	6	43153
sctg_1158	3763	6	43159
sctg_116	506676	1333	43165
sctg_1160	4561	20	44498
sctg_1161	4460	21	44518
sctg_1162	4453	9	44539
sctg_1163	4450	11	44548
sctg_1166	4904	16	44559
sctg_1167	4510	14	44575
sctg_1168	4362	21	44589
sctg_117	508313	1300	44610
sctg_1171	4460	13	45910
sctg_1172	4309	9	45923
sctg_1173	7272	15	45932
sctg_1175	3664	17	45947
sctg_1177	12690	13	45964
sctg_118	496777	1333	45977
sctg_1180	4197	9	47310
sctg_1182	4322	12	47319
sctg_1183	4677	15	47331
sctg_1186	4065	6	47346
sctg_1187	4057	13	47352
sctg_1189	3563	33	47365
sctg_119	491596	1443	47398
sctg_1190	4113	10	48841
sctg_1192	3977	17	48851
sctg_1193	3933	13	48868
sctg_1194	3915	9	48881
sctg_1195	3912	9	48890
sctg_1199	3903	9	48899
sctg_12	1207614	3412	48908
sctg_120	483608	1364	52320
sctg_1202	3794	10	53684
sctg_1203	3793	10	53694
sctg_1204	6539	18	53704
sctg_1205	3745	8	53722
sctg_1206	3720	6	53730
sctg_1208	3662	12	53736
sctg_121	515706	1279	53748
sctg_1211	3621	14	55027
sctg_1212	3615	8	55041
sctg_1214	3603	9	55049
sctg_1215	3594	11	55058
sctg_122	487711	1327	55069
sctg_1226	3460	8	56396
sctg_123	494152	1368	56404
sctg_1230	4305	9	57772
sctg_1232	3412	10	57781
sctg_1233	3410	9	57791
sctg_1234	3405	13	57800
sctg_1237	3373	16	57813
sctg_124	476509	1355	57829
sctg_1242	3339	8	59184
sctg_1243	5827	9	59192
sctg_1246	3295	8	59201
sctg_1247	6164	11	59209
sctg_1249	3272	17	59220
sctg_125	479714	1398	59237
sctg_1250	3263	13	60635
sctg_1251	4029	27	60648
sctg_1252	3250	6	60675
sctg_1253	3243	11	60681
sctg_1254	3240	11	60692
sctg_1256	3228	7	60703
sctg_1257	3226	8	60710
sctg_126	483671	1311	60718
sctg_1262	3198	10	62029
sctg_1263	3181	7	62039
sctg_1269	7171	6	62046
sctg_127	478815	1415	62052
sctg_1270	3148	18	63467
sctg_1273	3117	13	63485
sctg_1274	3109	11	63498
sctg_1276	5519	12	63509
sctg_1277	3093	7	63521
sctg_1278	3087	8	63528
sctg_1279	3085	14	63536
sctg_128	478782	1240	63550
sctg_1280	3084	14	64790
sctg_1283	3076	7	64804
sctg_1285	3067	7	64811
sctg_1286	3060	11	64818
sctg_1288	3047	9	64829
sctg_1289	3042	11	64838
sctg_129	473873	1269	64849
sctg_1292	3023	10	66118
sctg_1295	3005	11	66128
sctg_1296	3000	13	66139
sctg_1297	3000	8	66152
sctg_1298	2996	11	66160
sctg_1299	2995	11	66171
sctg_13	1198315	3392	66182
sctg_130	461857	1348	69574
sctg_1303	2964	6	70922
sctg_1304	2958	10	70928
sctg_1305	2958	12	70938
sctg_1307	2954	9	70950
sctg_1308	2952	9	70959
sctg_1309	2950	4	70968
sctg_131	469652	1223	70972
sctg_1310	2945	10	72195
sctg_1311	2939	8	72205
sctg_1318	2911	15	72213
sctg_132	456593	1351	72228
sctg_1323	2882	8	73579
sctg_1326	2876	6	73587
sctg_133	463476	1339	73593
sctg_1330	2861	7	74932
sctg_1332	2848	11	74939
sctg_1334	2845	19	74950
sctg_1335	6167	10	74969
sctg_1336	2835	11	74979
sctg_1337	2834	4	74990
sctg_1338	2821	5	74994
sctg_1339	2820	9	74999
sctg_134	451763	1359	75008
sctg_1343	2810	14	76367
sctg_1345	2805	5	76381
sctg_1346	2800	7	76386
sctg_1347	2799	11	76393
sctg_1349	2788	9	76404
sctg_135	450597	1309	76413
sctg_1351	2779	6	77722
sctg_1356	2768	8	77728
sctg_1359	2749	4	77736
sctg_136	452496	1293	77740
sctg_1360	2747	7	79033
sctg_1361	2747	11	79040
sctg_1362	2745	13	79051
sctg_1363	2742	10	79064
sctg_1364	2738	20	79074
sctg_1366	2736	10	79094
sctg_1367	2733	6	79104
sctg_1368	2722	11	79110
sctg_137	453703	1181	79121
sctg_1370	2712	10	80302
sctg_1372	2705	3	80312
sctg_1376	2690	12	80315
sctg_1379	2686	13	80327
sctg_138	439392	1186	80340
sctg_1380	2684	17	81526
sctg_1383	2678	8	81543
sctg_1384	2677	4	81551
sctg_1387	2673	10	81555
sctg_1389	2667	5	81565
sctg_139	445129	1225	81570
sctg_1390	2666	10	82795
sctg_1394	2654	9	82805
sctg_1395	2652	8	82814
sctg_1396	2650	9	82822
sctg_1397	2648	6	82831
sctg_1398	2644	8	82837
sctg_1399	2642	10	82845
sctg_14	1172230	3453	82855
sctg_140	440654	1379	86308
sctg_1401	2640	9	87687
sctg_1402	2639	8	87696
sctg_1404	2635	11	87704
sctg_1407	2629	4	87715
sctg_1409	2622	9	87719
sctg_141	435803	1264	87728
sctg_1410	2621	10	88992
sctg_1414	2615	10	89002
sctg_1416	2613	12	89012
sctg_1417	2606	11	89024
sctg_1419	2589	8	89035
sctg_142	439713	1162	89043
sctg_1420	2588	9	90205
sctg_1421	2587	5	90214
sctg_1422	2584	12	90219
sctg_1423	2584	11	90231
sctg_1424	2580	8	90242
sctg_1425	2580	13	90250
sctg_1428	2569	9	90263
sctg_143	432829	1261	90272
sctg_1430	2566	6	91533
sctg_1436	2553	5	91539
sctg_1438	2544	9	91544
sctg_1439	2543	9	91553
sctg_144	431193	1192	91562
sctg_1441	2540	5	92754
sctg_1443	2532	10	92759
sctg_1446	2530	5	92769
sctg_1447	2530	14	92774
sctg_1448	2529	13	92788
sctg_145	436247	1153	92801
sctg_1450	2524	8	93954
sctg_1452	2521	8	93962
sctg_1455	2511	9	93970
sctg_1456	2511	6	93979
sctg_1459	2500	8	93985
sctg_146	434360	1270	93993
sctg_1460	2498	6	95263
sctg_1461	2498	15	95269
sctg_1462	2497	6	95284
sctg_1463	2497	5	95290
sctg_1464	2493	10	95295
sctg_1467	2486	8	95305
sctg_1468	2486	4	95313
sctg_147	421466	1164	95317
sctg_1472	2473	5	96481
sctg_1473	2473	12	96486
sctg_1474	2472	7	96498
sctg_1475	2464	7	96505
sctg_1476	2463	15	96512
sctg_1477	2462	9	96527
sctg_1478	2462	10	96536
sctg_148	424104	1243	96546
sctg_1480	2461	5	97789
sctg_1482	2458	8	97794
sctg_1484	2456	12	97802
sctg_1485	2455	17	97814
sctg_1487	2451	10	97831
sctg_149	416312	1198	97841
sctg_1490	2446	12	99039
sctg_1491	2443	4	99051
sctg_1492	2442	5	99055
sctg_1493	2440	8	99060
sctg_1494	2437	4	99068
sctg_1495	2436	6	99072
sctg_1496	2436	11	99078
sctg_1497	2435	10	99089
sctg_15	1139494	3158	99099
sctg_150	422755	1189	102257
sctg_1502	2427	7	103446
sctg_1505	2423	10	103453
sctg_1506	2421	9	103463
sctg_1509	2418	9	103472
sctg_151	413142	1153	103481
sctg_1511	2413	8	104634
sctg_1515	2407	7	104642
sctg_1516	2406	7	104649
sctg_1517	2402	8	104656
sctg_1518	2401	7	104664
sctg_1519	2400	9	104671
sctg_152	420878	1137	104680
sctg_1520	2399	7	105817
sctg_1522	2395	7	105824
sctg_1525	2386	10	105831
sctg_1529	2376	9	105841
sctg_153	404940	1254	105850
sctg_1530	2376	15	107104
sctg_1532	2369	10	107119
sctg_1533	2368	8	107129
sctg_1535	2366	7	107137
sctg_1536	2366	13	107144
sctg_1537	2366	6	107157
sctg_1539	2358	1	107163
sctg_154	418983	1168	107164
sctg_1541	2355	10	108332
sctg_1542	2354	9	108342
sctg_1543	2353	7	108351
sctg_1544	2350	7	108358
sctg_1545	2347	5	108365
sctg_1547	2346	8	108370
sctg_1548	2344	8	108378
sctg_1549	2344	6	108386
sctg_155	409479	1170	108392
sctg_1552	2336	12	109562
sctg_1553	2336	6	109574
sctg_1554	2335	4	109580
sctg_1555	2333	5	109584
sctg_1558	2330	10	109589
sctg_1559	2328	10	109599
sctg_156	405161	1230	109609
sctg_1560	2328	14	110839
sctg_1561	2328	1	110853
sctg_1563	2326	7	110854
sctg_1565	2325	6	110861
sctg_1566	2323	13	110867
sctg_1567	2321	5	110880
sctg_1568	2320	12	110885
sctg_1569	2318	9	110897
sctg_157	411445	1182	110906
sctg_1570	2317	9	112088
sctg_1571	2313	6	112097
sctg_1572	2313	6	112103
sctg_1573	2311	11	112109
sctg_1576	2307	14	112120
sctg_1577	2307	10	112134
sctg_1578	2306	8	112144
sctg_1579	2305	9	112152
sctg_158	408399	1137	112161
sctg_1581	2303	11	113298
sctg_1582	2301	8	113309
sctg_1586	2296	8	113317
sctg_1587	2294	7	113325
sctg_1588	2292	9	113332
sctg_1589	2289	7	113341
sctg_159	398523	1140	113348
sctg_1590	2289	5	114488
sctg_1591	2287	9	114493
sctg_1592	2286	6	114502
sctg_1593	2286	9	114508
sctg_1594	2281	4	114517
sctg_1595	2281	6	114521
sctg_16	1133270	3281	114527
sctg_160	394780	1192	117808
sctg_1600	2274	8	119000
sctg_1604	2270	5	119008
sctg_1605	2267	9	119013
sctg_1606	2262	2	119022
sctg_1607	2260	9	119024
sctg_1609	2256	7	119033
sctg_161	400297	1104	119040
sctg_1611	2255	5	120144
sctg_1612	2253	7	120149
sctg_1613	2252	10	120156
sctg_1615	2250	6	120166
sctg_1618	2244	11	120172
sctg_1619	2244	6	120183
sctg_162	401382	1106	120189
sctg_1621	2241	5	121295
sctg_1622	2240	8	121300
sctg_1624	2239	6	121308
sctg_1626	2237	10	121314
sctg_1629	2232	12	121324
sctg_163	402252	1054	121336
sctg_1630	2228	9	122390
sctg_1632	2226	4	122399
sctg_1633	2226	10	122403
sctg_1634	2226	7	122413
sctg_1635	2225	4	122420
sctg_1636	2224	6	122424
sctg_1638	2220	5	122430
sctg_164	400887	1163	122435
sctg_1640	2219	10	123598
sctg_1642	2217	6	123608
sctg_1643	2217	12	123614
sctg_1644	2217	9	123626
sctg_1647	2214	18	123635
sctg_1648	2212	5	123653
sctg_1649	2211	3	123658
sctg_165	399073	1141	123661
sctg_1650	2210	6	124802
sctg_1651	2209	8	124808
sctg_1653	2207	8	124816
sctg_1654	2207	9	124824
sctg_1655	2205	9	124833
sctg_1656	2204	5	124842
sctg_166	407929	962	124847
sctg_1661	2193	6	125809
sctg_1662	2191	2	125815
sctg_1663	2191	8	125817
sctg_1664	2191	2	125825
sctg_1665	2190	9	125827
sctg_1667	2189	5	125836
sctg_1669	2185	10	125841
sctg_167	412829	1129	125851
sctg_1674	2178	6	126980
sctg_1675	2178	9	126986
sctg_1677	2175	6	126995
sctg_1678	2175	9	127001
sctg_1679	2175	4	127010
sctg_168	392037	1172	127014
sctg_1680	2174	3	128186
sctg_1681	2173	8	128189
sctg_1682	2173	8	128197
sctg_1684	2169	15	128205
sctg_1685	2169	3	128220
sctg_1687	2164	8	128223
sctg_1689	2163	7	128231
sctg_169	393698	1043	128238
sctg_1690	2162	6	129281
sctg_1695	2159	7	129287
sctg_1697	2154	8	129294
sctg_1698	2154	3	129302
sctg_17	1123417	3160	129305
sctg_170	380651	1052	132465
sctg_1700	2153	9	133517
sctg_1701	2153	4	133526
sctg_1702	2152	9	133530
sctg_1704	2149	10	133539
sctg_1705	2147	5	133549
sctg_1707	2146	1	133554
sctg_1708	2146	7	133555
sctg_1709	2145	6	133562
sctg_171	378343	1058	133568
sctg_1710	2145	2	134626
sctg_1712	2144	8	134628
sctg_1715	2143	4	134636
sctg_1717	2141	5	134640
sctg_1718	2141	6	134645
sctg_172	376979	1165	134651
sctg_1720	2140	10	135816
sctg_1724	2134	6	135826
sctg_1726	2132	7	135832
sctg_1727	2130	10	135839
sctg_1729	2128	4	135849
sctg_173	380134	1134	135853
sctg_1731	2128	7	136987
sctg_1732	2128	7	136994
sctg_1733	2127	5	137001
sctg_1734	2127	1	137006
sctg_1735	2127	7	137007
sctg_1737	2125	12	137014
sctg_1738	2125	7	137026
sctg_174	375833	994	137033
sctg_1740	2120	9	138027
sctg_1741	2119	9	138036
sctg_1742	2119	2	138045
sctg_1743	2116	7	138047
sctg_1744	2115	6	138054
sctg_1745	2115	14	138060
sctg_1746	2115	9	138074
sctg_1747	2115	9	138083
sctg_1748	2114	4	138092
sctg_1749	2114	6	138096
sctg_175	373580	1081	138102
sctg_1750	2114	6	139183
sctg_1751	2113	6	139189
sctg_1752	2112	5	139195
sctg_1753	2112	10	139200
sctg_1755	2109	9	139210
sctg_1756	2109	6	139219
sctg_176	377841	1020	139225
sctg_1760	2107	6	140245
sctg_1762	2105	8	140251
sctg_1763	2105	11	140259
sctg_1764	2105	8	140270
sctg_1765	2104	12	140278
sctg_1766	2104	6	140290
sctg_1767	2103	5	140296
sctg_177	372647	1066	140301
sctg_1773	2095	3	141367
sctg_1776	2092	6	141370
sctg_1777	2092	5	141376
sctg_1779	2086	17	141381
sctg_178	369726	1073	141398
sctg_1782	2085	5	142471
sctg_1783	2082	10	142476
sctg_1784	2082	6	142486
sctg_1785	2081	5	142492
sctg_1786	2081	4	142497
sctg_1788	2078	5	142501
sctg_1789	2077	1	142506
sctg_179	375655	1077	142507
sctg_1791	2077	9	143584
sctg_1792	2077	8	143593
sctg_1793	2077	6	143601
sctg_1794	2074	19	143607
sctg_1795	2073	5	143626
sctg_1798	2072	8	143631
sctg_1799	2070	11	143639
sctg_18	1118169	3170	143650
sctg_180	376675	990	146820
sctg_1801	2069	5	147810
sctg_1802	2069	7	147815
sctg_1804	2068	6	147822
sctg_1805	2068	6	147828
sctg_1807	2065	12	147834
sctg_1808	2065	7	147846
sctg_181	374232	926	147853
sctg_1811	2061	7	148779
sctg_1813	2060	2	148786
sctg_1814	2060	7	148788
sctg_1815	2060	8	148795
sctg_1816	2060	10	148803
sctg_1817	2058	4	148813
sctg_1819	2056	9	148817
sctg_182	370035	997	148826
sctg_1822	2052	11	149823
sctg_1825	2050	7	149834
sctg_1828	2049	4	149841
sctg_1829	2049	7	149845
sctg_183	354741	1000	149852
sctg_1830	2048	6	150852
sctg_1833	2047	4	150858
sctg_1834	2046	5	150862
sctg_1836	2046	6	150867
sctg_1838	2045	7	150873
sctg_1839	2045	7	150880
sctg_184	359996	950	150887
sctg_1840	2043	9	151837
sctg_1841	2043	11	151846
sctg_1844	2038	3	151857
sctg_1845	2038	5	151860
sctg_1846	2038	5	151865
sctg_1847	2037	6	151870
sctg_1849	2037	5	151876
sctg_185	344804	937	151881
sctg_1852	2036	3	152818
sctg_1853	2035	9	152821
sctg_1855	2032	1	152830
sctg_1857	2030	5	152831
sctg_1859	2028	30	152836
sctg_186	353682	995	152866
sctg_1862	2027	5	153861
sctg_1863	2027	10	153866
sctg_1865	2026	7	153876
sctg_1866	2026	5	153883
sctg_1868	2023	10	153888
sctg_1869	2023	4	153898
sctg_187	344499	982	153902
sctg_1870	2023	10	154884
sctg_1872	2021	7	154894
sctg_1873	2021	2	154901
sctg_1875	2019	4	154903
sctg_1877	2016	8	154907
sctg_1878	2015	7	154915
sctg_188	350457	1003	154922
sctg_1880	2015	5	155925
sctg_1882	2012	9	155930
sctg_1883	2012	7	155939
sctg_1884	2012	4	155946
sctg_1887	2010	5	155950
sctg_1888	2009	7	155955
sctg_1889	2008	14	155962
sctg_189	344311	895	155976
sctg_1892	2006	7	156871
sctg_1893	2006	5	156878
sctg_1894	2006	5	156883
sctg_1895	2006	6	156888
sctg_1896	2004	6	156894
sctg_1897	2004	6	156900
sctg_1898	2004	9	156906
sctg_1899	2002	5	156915
sctg_19	1100642	3242	156920
sctg_190	339332	904	160162
sctg_191	333838	886	161066
sctg_192	347556	888	161952
sctg_193	329506	957	162840
sctg_194	318036	926	163797
sctg_195	318013	941	164723
sctg_196	324936	872	165664
sctg_197	321740	850	166536
sctg_198	317427	843	167386
sctg_199	313144	899	168229
sctg_2	1894020	5479	169128
sctg_20	1086620	3034	174607
sctg_200	306974	883	177641
sctg_201	315962	826	178524
sctg_202	313492	849	179350
sctg_203	309679	826	180199
sctg_204	311697	754	181025
sctg_205	299253	864	181779
sctg_206	296281	757	182643
sctg_207	293188	897	183400
sctg_208	290706	885	184297
sctg_209	288938	799	185182
sctg_21	1084631	2983	185981
sctg_210	295138	776	188964
sctg_211	289290	766	189740
sctg_212	284288	778	190506
sctg_213	286842	862	191284
sctg_214	283720	838	192146
sctg_215	283174	823	192984
sctg_216	287285	819	193807
sctg_217	279888	765	194626
sctg_218	281234	807	195391
sctg_219	275317	839	196198
sctg_22	1043410	2887	197037
sctg_220	296629	750	199924
sctg_221	271698	745	200674
sctg_222	274379	814	201419
sctg_223	271498	889	202233
sctg_224	271925	742	203122
sctg_225	266164	691	203864
sctg_226	270989	818	204555
sctg_227	267340	703	205373
sctg_228	263496	687	206076
sctg_229	278809	670	206763
sctg_23	1033721	2892	207433
sctg_230	260002	702	210325
sctg_231	265228	713	211027
sctg_232	269053	717	211740
sctg_233	253850	719	212457
sctg_234	260094	666	213176
sctg_235	257773	717	213842
sctg_236	257852	711	214559
sctg_237	253843	749	215270
sctg_238	254736	687	216019
sctg_239	251360	725	216706
sctg_24	1030715	2890	217431
sctg_240	250983	680	220321
sctg_241	246932	702	221001
sctg_242	264910	695	221703
sctg_243	254885	741	222398
sctg_244	255063	637	223139
sctg_245	246901	636	223776
sctg_246	243722	744	224412
sctg_247	244737	606	225156
sctg_248	245048	655	225762
sctg_249	238202	671	226417
sctg_25	1018262	2866	227088
sctg_250	252255	713	229954
sctg_251	237700	580	230667
sctg_252	239230	693	231247
sctg_253	238820	621	231940
sctg_254	246086	612	232561
sctg_255	236583	653	233173
sctg_256	237353	655	233826
sctg_257	236612	643	234481
sctg_258	233412	644	235124
sctg_259	230794	769	235768
sctg_26	1015445	2753	236537
sctg_260	226858	613	239290
sctg_261	227613	689	239903
sctg_262	228969	642	240592
sctg_263	229230	687	241234
sctg_264	224290	653	241921
sctg_265	230204	590	242574
sctg_266	223137	577	243164
sctg_267	220567	511	243741
sctg_268	226056	593	244252
sctg_269	219661	606	244845
sctg_27	983517	2924	245451
sctg_270	221125	624	248375
sctg_271	220629	658	248999
sctg_272	221799	621	249657
sctg_273	215636	608	250278
sctg_274	219812	604	250886
sctg_275	213446	579	251490
sctg_276	216022	585	252069
sctg_277	211255	567	252654
sctg_278	213452	671	253221
sctg_279	209511	607	253892
sctg_28	957396	2755	254499
sctg_280	222349	526	257254
sctg_281	214151	689	257780
sctg_282	209773	567	258469
sctg_283	212758	563	259036
sctg_284	191240	572	259599
sctg_285	207741	513	260171
sctg_286	205588	563	260684
sctg_287	206680	635	261247
sctg_288	202158	530	261882
sctg_289	206437	617	262412
sctg_29	944381	2857	263029
sctg_290	203236	507	265886
sctg_291	198910	590	266393
sctg_292	197495	542	266983
sctg_293	214083	521	267525
sctg_294	202284	568	268046
sctg_295	196872	546	268614
sctg_296	201648	616	269160
sctg_297	202386	565	269776
sctg_298	200421	589	270341
sctg_299	197968	587	270930
sctg_3	1695640	4826	271517
sctg_30	954774	2590	276343
sctg_300	204599	502	278933
sctg_301	199622	529	279435
sctg_302	197211	663	279964
sctg_303	202570	516	280627
sctg_304	201323	530	281143
sctg_305	195227	541	281673
sctg_306	194053	521	282214
sctg_307	191954	527	282735
sctg_308	193319	517	283262
sctg_309	191145	485	283779
sctg_31	955132	2580	284264
sctg_310	192807	558	286844
sctg_311	196843	529	287402
sctg_312	193179	549	287931
sctg_313	193636	472	288480
sctg_314	196677	560	288952
sctg_315	193907	535	289512
sctg_316	189194	552	290047
sctg_317	186307	516	290599
sctg_318	185416	549	291115
sctg_319	189723	537	291664
sctg_32	952789	2638	292201
sctg_320	191996	501	294839
sctg_321	201193	468	295340
sctg_322	183041	527	295808
sctg_323	187855	515	296335
sctg_324	186812	628	296850
sctg_325	185270	538	297478
sctg_326	182276	540	298016
sctg_327	190945	544	298556
sctg_328	182258	526	299100
sctg_329	180226	406	299626
sctg_33	929110	2491	300032
sctg_330	182203	460	302523
sctg_331	185965	465	302983
sctg_332	179690	487	303448
sctg_333	177276	489	303935
sctg_334	176980	508	304424
sctg_335	173615	468	304932
sctg_336	182521	528	305400
sctg_337	173380	480	305928
sctg_338	186656	493	306408
sctg_339	174390	468	306901
sctg_34	907134	2617	307369
sctg_340	180195	459	309986
sctg_341	174808	479	310445
sctg_342	187010	446	310924
sctg_343	174410	523	311370
sctg_344	168702	492	311893
sctg_345	186355	466	312385
sctg_346	177238	469	312851
sctg_347	166548	495	313320
sctg_348	173412	495	313815
sctg_349	191559	455	314310
sctg_35	899547	2730	314765
sctg_350	171387	479	317495
sctg_351	179708	401	317974
sctg_352	161801	431	318375
sctg_353	176139	457	318806
sctg_354	177908	465	319263
sctg_355	167448	474	319728
sctg_356	171946	463	320202
sctg_357	166872	449	320665
sctg_358	162236	472	321114
sctg_359	162983	520	321586
sctg_36	912087	2418	322106
sctg_360	159802	436	324524
sctg_361	161346	450	324960
sctg_362	160844	442	325410
sctg_363	159186	479	325852
sctg_364	168717	388	326331
sctg_365	161410	471	326719
sctg_366	159075	452	327190
sctg_367	159297	400	327642
sctg_368	155157	380	328042
sctg_369	153782	512	328422
sctg_37	908089	2472	328934
sctg_370	156160	403	331406
sctg_371	156054	405	331809
sctg_372	157547	428	332214
sctg_373	150307	409	332642
sctg_374	153132	405	333051
sctg_375	153327	405	333456
sctg_376	155251	370	333861
sctg_377	145458	407	334231
sctg_378	150407	398	334638
sctg_379	144905	440	335036
sctg_38	904685	2515	335476
sctg_380	143268	355	337991
sctg_381	144226	367	338346
sctg_382	140760	408	338713
sctg_383	145517	419	339121
sctg_384	141870	408	339540
sctg_385	143105	385	339948
sctg_386	144486	395	340333
sctg_387	140791	401	340728
sctg_388	142620	350	341129
sctg_389	141986	355	341479
sctg_39	891579	2519	341834
sctg_390	141281	374	344353
sctg_391	136178	392	344727
sctg_392	135993	337	345119
sctg_393	126236	330	345456
sctg_394	131013	387	345786
sctg_395	137042	326	346173
sctg_396	129118	372	346499
sctg_398	134090	451	346871
sctg_399	130132	382	347322
sctg_4	1667773	4746	347704
sctg_40	880874	2532	352450
sctg_400	126492	387	354982
sctg_401	128133	346	355369
sctg_402	130599	333	355715
sctg_403	123845	317	356048
sctg_404	121052	338	356365
sctg_405	127190	360	356703
sctg_406	123651	358	357063
sctg_407	120306	339	357421
sctg_408	121197	328	357760
sctg_409	124964	303	358088
sctg_41	892610	2474	358391
sctg_410	122199	314	360865
sctg_411	118254	327	361179
sctg_412	115110	332	361506
sctg_413	117111	332	361838
sctg_414	116523	335	362170
sctg_415	109603	327	362505
sctg_416	115059	332	362832
sctg_417	111451	318	363164
sctg_418	120216	360	363482
sctg_419	111904	318	363842
sctg_42	866109	2420	364160
sctg_420	110665	309	366580
sctg_421	109109	277	366889
sctg_422	115125	289	367166
sctg_423	103715	291	367455
sctg_424	105883	308	367746
sctg_425	109994	306	368054
sctg_426	104510	297	368360
