contig	length_kb	n_frags	cumul_length
sctg_1125	5477	1	3695
sctg_1126	4914	2	3696
sctg_1127	5881	1	3698
sctg_1128	3611	1	3699
sctg_1129	12920	1	3700
sctg_113	497380	131	3701
sctg_1130	4893	2	3832
sctg_1131	4847	2	3834
sctg_1132	6323	1	3836
sctg_1133	7053	1	3837
sctg_1135	6807	2	3838
sctg_1136	4812	2	3840
sctg_1137	6368	4	3842
sctg_1138	4762	2	3846
sctg_1139	4326	1	3848
sctg_114	502603	125	3849
sctg_1140	6597	1	3974
sctg_1141	6101	2	3975
sctg_1143	6148	2	3977
sctg_1144	4647	2	3979
sctg_1146	4627	1	3981
sctg_1147	4576	2	3982
sctg_1148	5345	2	3984
sctg_1149	4604	2	3986
sctg_115	504428	133	3988
sctg_1150	3644	2	4121
sctg_1151	4688	1	4123
sctg_1152	4578	1	4124
sctg_1154	4537	1	4125
sctg_1156	4501	2	4126
sctg_1157	4473	2	4128
sctg_1158	3763	2	4130
sctg_116	506676	125	4132
sctg_1160	4561	2	4257
sctg_1161	4460	2	4259
sctg_1162	4453	1	4261
sctg_1163	4450	2	4262
sctg_1166	4904	2	4264
sctg_1167	4510	2	4266
sctg_1168	4333	2	4268
sctg_117	508313	124	4270
sctg_1171	4460	2	4394
sctg_1172	4309	1	4396
sctg_1173	7246	2	4397
sctg_1175	3664	2	4399
sctg_1177	12690	2	4401
sctg_118	496777	125	4403
sctg_1180	4197	1	4528
sctg_1182	4322	2	4529
sctg_1183	4677	2	4531
sctg_1186	4041	2	4533
sctg_1187	4057	2	4535
sctg_1189	3515	3	4537
sctg_119	491596	138	4540
sctg_1190	4113	2	4678
sctg_1192	3977	2	4680
sctg_1193	3933	2	4682
sctg_1194	3915	1	4684
sctg_1195	3912	1	4685
sctg_1199	3903	1	4686
sctg_12	1207602	320	4687
sctg_120	483608	130	5007
sctg_1202	3794	1	5137
sctg_1203	3793	2	5138
sctg_1204	6539	1	5140
sctg_1205	3745	1	5141
sctg_1206	3720	2	5142
sctg_1208	3662	2	5144
sctg_121	515706	122	5146
sctg_1211	3621	2	5268
sctg_1212	3615	1	5270
sctg_1214	3603	1	5271
sctg_1215	3578	1	5272
sctg_122	487711	125	5273
sctg_1226	3460	1	5398
sctg_123	494152	127	5399
sctg_1230	4305	1	5526
sctg_1232	3412	2	5527
sctg_1233	3410	1	5529
sctg_1234	3398	1	5530
sctg_1237	3373	2	5531
sctg_124	476472	125	5533
sctg_1242	3339	1	5658
sctg_1243	5827	1	5659
sctg_1246	3295	1	5660
sctg_1247	6164	1	5661
sctg_1249	3272	2	5662
sctg_125	479714	134	5664
sctg_1250	3263	2	5798
sctg_1251	4029	2	5800
sctg_1252	3250	2	5802
sctg_1253	3243	1	5804
sctg_1254	3240	1	5805
sctg_1256	3228	2	5806
sctg_1257	3226	1	5808
sctg_126	483671	126	5809
sctg_1262	3198	1	5935
sctg_1263	3181	1	5936
sctg_1269	7171	2	5937
sctg_127	478815	132	5939
sctg_1270	3148	2	6071
sctg_1273	3117	2	6073
sctg_1274	3109	2	6075
sctg_1276	5519	1	6077
sctg_1277	3093	2	6078
sctg_1278	3087	1	6080
sctg_1279	3085	1	6081
sctg_128	478782	121	6082
sctg_1280	3084	2	6203
sctg_1283	3076	2	6205
sctg_1285	3067	1	6207
sctg_1286	3060	2	6208
sctg_1288	3047	1	6210
sctg_1289	3042	1	6211
sctg_129	473873	119	6212
sctg_1292	3023	2	6331
sctg_1295	3005	2	6333
sctg_1296	2976	2	6335
sctg_1297	3000	1	6337
sctg_1298	2974	2	6338
sctg_1299	2995	2	6340
sctg_13	1198315	320	6342
sctg_130	461857	129	6662
sctg_1303	2964	2	6791
sctg_1304	2958	1	6793
sctg_1305	2958	1	6794
sctg_1307	2954	1	6795
sctg_1308	2952	2	6796
sctg_1309	2950	2	6798
sctg_131	469652	114	6800
sctg_1310	2945	1	6914
sctg_1311	2939	1	6915
sctg_1318	2911	2	6916
sctg_132	456593	130	6918
sctg_1323	2882	2	7048
sctg_1326	2876	2	7050
sctg_133	463476	126	7052
sctg_1330	2861	1	7178
sctg_1332	2844	2	7179
sctg_1334	2845	2	7181
sctg_1335	6167	1	7183
sctg_1336	2835	2	7184
sctg_1337	2834	2	7186
sctg_1338	2821	2	7188
sctg_1339	2820	2	7190
sctg_134	451763	128	7192
sctg_1343	2743	2	7320
sctg_1345	2805	2	7322
sctg_1346	2800	2	7324
sctg_1347	2799	2	7326
sctg_1349	2788	1	7328
sctg_135	450597	121	7329
sctg_1351	2779	2	7450
sctg_1356	2768	1	7452
sctg_1359	2749	2	7453
sctg_136	452496	122	7455
sctg_1360	2747	1	7577
sctg_1361	2747	1	7578
sctg_1362	2719	2	7579
sctg_1363	2742	1	7581
sctg_1364	2738	2	7582
sctg_1366	2736	1	7584
sctg_1367	2733	2	7585
sctg_1368	2722	2	7587
sctg_137	453703	114	7589
sctg_1370	2712	1	7703
sctg_1372	2705	1	7704
sctg_1376	2690	1	7705
sctg_1379	2686	2	7706
sctg_138	439392	112	7708
sctg_1380	2684	2	7820
sctg_1383	2678	1	7822
sctg_1384	2677	1	7823
sctg_1387	2673	1	7824
sctg_1389	2667	2	7825
sctg_139	445129	114	7827
sctg_1390	2666	2	7941
sctg_1394	2654	1	7943
sctg_1395	2652	2	7944
sctg_1396	2650	2	7946
sctg_1397	2648	2	7948
sctg_1398	2644	1	7950
sctg_1399	2642	1	7951
sctg_14	1172230	322	7952
sctg_140	440654	130	8274
sctg_1401	2640	1	8404
sctg_1402	2639	1	8405
sctg_1404	2601	1	8406
sctg_1407	2589	1	8407
sctg_1409	2622	1	8408
sctg_141	435803	118	8409
sctg_1410	2621	1	8527
sctg_1414	2615	1	8528
sctg_1416	2613	2	8529
sctg_1417	2606	2	8531
sctg_1419	2589	1	8533
sctg_142	439664	110	8534
sctg_1420	2588	1	8644
sctg_1421	2587	2	8645
sctg_1422	2584	2	8647
sctg_1423	2536	1	8649
sctg_1424	2580	1	8650
sctg_1425	2512	2	8651
sctg_1428	2569	1	8653
sctg_143	432829	118	8654
sctg_1430	2566	2	8772
sctg_1436	2543	2	8774
sctg_1438	2487	2	8776
sctg_1439	2538	2	8778
sctg_144	431193	112	8780
sctg_1441	2540	1	8892
sctg_1443	2532	1	8893
sctg_1446	2530	2	8894
sctg_1447	2530	2	8896
sctg_1448	2529	2	8898
sctg_145	436202	108	8900
sctg_1450	2524	1	9008
sctg_1452	2521	2	9009
sctg_1455	2511	1	9011
sctg_1456	2511	2	9012
sctg_1459	2500	1	9014
sctg_146	434360	118	9015
sctg_1460	2498	2	9133
sctg_1461	2498	2	9135
sctg_1462	2497	2	9137
sctg_1463	2497	2	9139
sctg_1464	2493	1	9141
sctg_1467	2486	1	9142
sctg_1468	2486	2	9143
sctg_147	421466	110	9145
sctg_1472	2473	2	9255
sctg_1473	2473	2	9257
sctg_1474	2472	1	9259
sctg_1475	2464	1	9260
sctg_1476	2459	2	9261
sctg_1477	2462	1	9263
sctg_1478	2458	1	9264
sctg_148	424104	117	9265
sctg_1480	2416	2	9382
sctg_1482	2422	2	9384
sctg_1484	2409	1	9386
sctg_1485	2455	2	9387
sctg_1487	2451	1	9389
sctg_149	416312	113	9390
sctg_1490	2446	1	9503
sctg_1491	2443	2	9504
sctg_1492	2442	2	9506
sctg_1493	2440	1	9508
sctg_1494	2403	1	9509
sctg_1495	2436	2	9510
sctg_1496	2403	1	9512
sctg_1497	2403	1	9513
sctg_15	1139494	297	9514
sctg_150	422720	111	9811
sctg_1502	2427	1	9922
sctg_1505	2423	1	9923
sctg_1506	2421	1	9924
sctg_1509	2418	1	9925
sctg_151	413142	107	9926
sctg_1511	2413	1	10033
sctg_1515	2407	2	10034
sctg_1516	2406	2	10036
sctg_1517	2402	1	10038
sctg_1518	2401	2	10039
sctg_1519	2400	1	10041
sctg_152	420878	107	10042
sctg_1520	2399	2	10149
sctg_1522	2395	2	10151
sctg_1525	2386	1	10153
sctg_1529	2376	1	10154
sctg_153	404940	116	10155
sctg_1530	2376	2	10271
sctg_1532	2369	1	10273
sctg_1533	2368	1	10274
sctg_1535	2366	2	10275
sctg_1536	2366	1	10277
sctg_1537	2366	2	10278
sctg_1539	2358	1	10280
sctg_154	418983	111	10281
sctg_1541	2324	1	10392
sctg_1542	2354	1	10393
sctg_1543	2353	1	10394
sctg_1544	2350	2	10395
sctg_1545	2347	2	10397
sctg_1547	2346	1	10399
sctg_1548	2344	1	10400
sctg_1549	2344	2	10401
sctg_155	409479	112	10403
sctg_1552	2315	1	10515
sctg_1553	2336	2	10516
sctg_1554	2335	2	10518
sctg_1555	2333	2	10520
sctg_1558	2330	1	10522
sctg_1559	2328	1	10523
sctg_156	405149	115	10524
sctg_1560	2321	2	10639
sctg_1561	2328	1	10641
sctg_1563	2246	2	10642
sctg_1565	2325	2	10644
sctg_1566	2323	1	10646
sctg_1567	2321	2	10647
sctg_1568	2320	1	10649
sctg_1569	2318	2	10650
sctg_157	411445	110	10652
sctg_1570	2317	1	10762
sctg_1571	2313	2	10763
sctg_1572	2313	2	10765
sctg_1573	2311	1	10767
sctg_1576	2307	2	10768
sctg_1577	2302	1	10770
sctg_1578	2306	1	10771
sctg_1579	2305	1	10772
sctg_158	408399	108	10773
sctg_1581	2303	1	10881
sctg_1582	2301	1	10882
sctg_1586	2296	1	10883
sctg_1587	2294	1	10884
sctg_1588	2292	1	10885
sctg_1589	2289	1	10886
sctg_159	398523	108	10887
sctg_1590	2289	2	10995
sctg_1591	2287	1	10997
sctg_1592	2286	2	10998
sctg_1593	2286	1	11000
sctg_1594	2281	2	11001
sctg_1595	2273	2	11003
sctg_16	1133248	311	11005
sctg_160	394780	110	11316
sctg_1600	2274	1	11426
sctg_1604	2270	2	11427
sctg_1605	2267	2	11429
sctg_1606	2251	1	11431
sctg_1607	2260	1	11432
sctg_1609	2256	1	11433
sctg_161	400297	107	11434
sctg_1611	2255	2	11541
sctg_1612	2253	1	11543
sctg_1613	2252	1	11544
sctg_1615	2250	2	11545
sctg_1618	2244	2	11547
sctg_1619	2244	2	11549
sctg_162	401382	103	11551
sctg_1621	2241	2	11654
sctg_1622	2240	1	11656
sctg_1624	2239	2	11657
sctg_1626	2237	2	11659
sctg_1629	2232	1	11661
sctg_163	402252	103	11662
sctg_1630	2228	1	11765
sctg_1632	2226	2	11766
sctg_1633	2226	2	11768
sctg_1634	2226	2	11770
sctg_1635	2225	1	11772
sctg_1636	2175	2	11773
sctg_1638	2220	2	11775
sctg_164	400887	108	11777
sctg_1640	2219	2	11885
sctg_1642	2217	2	11887
sctg_1643	2217	1	11889
sctg_1644	2217	1	11890
sctg_1647	2214	2	11891
sctg_1648	2212	2	11893
sctg_1649	2211	1	11895
sctg_165	399073	108	11896
sctg_1650	2210	2	12004
sctg_1651	2209	1	12006
sctg_1653	2175	2	12007
sctg_1654	2207	1	12009
sctg_1655	2205	1	12010
sctg_1656	2204	2	12011
sctg_166	407896	92	12013
sctg_1661	2193	2	12105
sctg_1662	2191	2	12107
sctg_1663	2172	2	12109
sctg_1664	2191	2	12111
sctg_1665	2190	1	12113
sctg_1667	2189	2	12114
sctg_1669	2185	2	12116
sctg_167	412829	105	12118
sctg_1674	2178	2	12223
sctg_1675	2178	1	12225
sctg_1677	2175	2	12226
sctg_1678	2175	1	12228
sctg_1679	2175	2	12229
sctg_168	392037	110	12231
sctg_1680	2174	2	12341
sctg_1681	2173	1	12343
sctg_1682	2135	1	12344
sctg_1684	2163	2	12345
sctg_1685	2169	1	12347
sctg_1687	2164	1	12348
sctg_1689	2163	2	12349
sctg_169	393698	100	12351
sctg_1690	2162	2	12451
sctg_1695	2159	2	12453
sctg_1697	2154	1	12455
sctg_1698	2154	1	12456
sctg_17	1123385	301	12457
sctg_170	380651	99	12758
sctg_1700	2153	1	12857
sctg_1701	2153	2	12858
sctg_1702	2152	1	12860
sctg_1704	2149	1	12861
sctg_1705	2147	2	12862
sctg_1707	2146	1	12864
sctg_1708	2135	2	12865
sctg_1709	2145	2	12867
sctg_171	378343	101	12869
sctg_1710	2145	2	12970
sctg_1712	2144	1	12972
sctg_1715	2143	2	12973
sctg_1717	2141	2	12975
sctg_1718	2141	2	12977
sctg_172	376979	104	12979
sctg_1720	2140	1	13083
sctg_1724	2134	2	13084
sctg_1726	2132	2	13086
sctg_1727	2130	1	13088
sctg_1729	2128	2	13089
sctg_173	380134	107	13091
sctg_1731	2128	2	13198
sctg_1732	2117	2	13200
sctg_1733	2127	1	13202
sctg_1734	2127	1	13203
sctg_1735	2127	2	13204
sctg_1737	2125	2	13206
sctg_1738	2125	2	13208
sctg_174	375833	95	13210
sctg_1740	2120	1	13305
sctg_1741	2119	1	13306
sctg_1742	2119	2	13307
sctg_1743	2116	1	13309
sctg_1744	2115	2	13310
sctg_1745	2115	2	13312
sctg_1746	2115	1	13314
sctg_1747	2111	1	13315
sctg_1748	2114	1	13316
sctg_1749	2114	2	13317
sctg_175	373580	102	13319
sctg_1750	2114	2	13421
sctg_1751	2113	2	13423
sctg_1752	2112	2	13425
sctg_1753	2112	1	13427
sctg_1755	2109	2	13428
sctg_1756	2109	2	13430
sctg_176	377841	96	13432
sctg_1760	2107	2	13528
sctg_1762	2105	1	13530
sctg_1763	2105	1	13531
sctg_1764	2105	1	13532
sctg_1765	2104	1	13533
sctg_1766	2104	2	13534
sctg_1767	2103	2	13536
sctg_177	372647	100	13538
sctg_1773	2095	2	13638
sctg_1776	2092	2	13640
sctg_1777	2092	2	13642
sctg_1779	2086	1	13644
sctg_178	369726	101	13645
sctg_1782	2085	2	13746
sctg_1783	2082	1	13748
sctg_1784	2082	2	13749
sctg_1785	2081	2	13751
sctg_1786	2081	2	13753
sctg_1788	2078	2	13755
sctg_1789	2077	1	13757
sctg_179	375655	101	13758
sctg_1791	2077	1	13859
sctg_1792	2077	1	13860
sctg_1793	2077	2	13861
sctg_1794	2074	1	13863
sctg_1795	2073	2	13864
sctg_1798	2072	2	13866
sctg_1799	2070	1	13868
sctg_18	1118169	295	13869
sctg_180	376675	94	14164
sctg_1801	2069	2	14258
sctg_1802	1982	2	14260
sctg_1804	2068	2	14262
sctg_1805	2068	2	14264
sctg_1807	2065	1	14266
sctg_1808	2065	2	14267
sctg_181	374232	90	14269
sctg_1811	2061	1	14359
sctg_1813	2060	2	14360
sctg_1814	2013	2	14362
sctg_1815	2060	1	14364
sctg_1816	2060	2	14365
sctg_1817	2058	2	14367
sctg_1819	2056	2	14369
sctg_182	370035	98	14371
sctg_1822	2000	1	14469
sctg_1825	2050	2	14470
sctg_1828	2049	2	14472
sctg_1829	2043	2	14474
sctg_183	354741	94	14476
sctg_1830	2048	2	14570
sctg_1833	2047	2	14572
sctg_1834	2046	2	14574
sctg_1836	2046	2	14576
sctg_1838	2045	2	14578
sctg_1839	2045	2	14580
sctg_184	359996	90	14582
sctg_1840	2043	1	14672
sctg_1841	2043	2	14673
sctg_1844	2038	1	14675
sctg_1845	2038	2	14676
sctg_1846	2038	2	14678
sctg_1847	2037	2	14680
sctg_1849	2037	2	14682
sctg_185	344804	90	14684
sctg_1852	1998	2	14774
sctg_1853	2035	2	14776
sctg_1855	2032	1	14778
sctg_1857	2023	2	14779
sctg_1859	1983	3	14781
sctg_186	353682	92	14784
sctg_1862	2027	2	14876
sctg_1863	2027	1	14878
sctg_1865	2026	1	14879
sctg_1866	2026	2	14880
sctg_1868	1977	1	14882
sctg_1869	2023	2	14883
sctg_187	344499	91	14885
sctg_1870	2023	1	14976
sctg_1872	2021	2	14977
sctg_1873	2021	2	14979
sctg_1875	2019	2	14981
sctg_1877	1989	2	14983
sctg_1878	2015	2	14985
sctg_188	350457	93	14987
sctg_1880	2015	2	15080
sctg_1882	2012	1	15082
sctg_1883	2012	1	15083
sctg_1884	2012	2	15084
sctg_1887	2006	2	15086
sctg_1888	2009	2	15088
sctg_1889	2008	2	15090
sctg_189	344306	85	15092
sctg_1892	1990	2	15177
sctg_1893	2006	2	15179
sctg_1894	2006	2	15181
sctg_1895	2006	2	15183
sctg_1896	2004	2	15185
sctg_1897	2004	2	15187
sctg_1898	2004	1	15189
sctg_1899	2002	2	15190
sctg_19	1100642	304	15192
sctg_190	339332	85	15496
sctg_191	333838	83	15581
sctg_192	347550	85	15664
sctg_193	329506	88	15749
sctg_194	318036	86	15837
sctg_195	318013	90	15923
sctg_196	324936	83	16013
sctg_197	321740	81	16096
sctg_198	317353	80	16177
sctg_199	313144	84	16257
sctg_2	1894020	514	16341
sctg_20	1086620	286	16855
sctg_200	306974	83	17141
sctg_201	315962	75	17224
sctg_202	313492	78	17299
sctg_203	309679	79	17377
sctg_204	311697	70	17456
sctg_205	299241	82	17526
sctg_206	296281	70	17608
sctg_207	293188	85	17678
sctg_208	290706	85	17763
sctg_209	288938	73	17848
sctg_21	1084609	280	17921
sctg_210	295138	73	18201
sctg_211	289290	71	18274
sctg_212	284288	72	18345
sctg_213	286842	82	18417
sctg_214	283720	77	18499
sctg_215	283174	79	18576
sctg_216	287285	78	18655
sctg_217	279888	72	18733
sctg_218	281218	76	18805
sctg_219	275317	78	18881
sctg_22	1043404	273	18959
sctg_220	296629	72	19232
sctg_221	271698	71	19304
sctg_222	274379	76	19375
sctg_223	271498	83	19451
sctg_224	271925	71	19534
sctg_225	266164	63	19605
sctg_226	270970	71	19668
sctg_227	267340	67	19739
sctg_228	263496	66	19806
sctg_229	278809	64	19872
sctg_23	1033721	267	19936
sctg_230	260002	67	20203
sctg_231	265202	69	20270
sctg_232	269053	66	20339
sctg_233	253850	68	20405
sctg_234	260094	62	20473
sctg_235	257773	65	20535
sctg_236	257852	68	20600
sctg_237	253843	73	20668
sctg_238	254736	66	20741
sctg_239	251360	69	20807
sctg_24	1030715	270	20876
sctg_240	250983	65	21146
sctg_241	246932	67	21211
sctg_242	264910	67	21278
sctg_243	254885	65	21345
sctg_244	255063	61	21410
sctg_245	246901	61	21471
sctg_246	243722	70	21532
sctg_247	244737	57	21602
sctg_248	245048	63	21659
sctg_249	238189	62	21722
sctg_25	1018262	271	21784
sctg_250	252255	68	22055
sctg_251	237700	55	22123
sctg_252	239230	62	22178
sctg_253	238820	60	22240
sctg_254	246086	58	22300
sctg_255	236583	62	22358
sctg_256	237353	63	22420
sctg_257	236592	62	22483
sctg_258	233412	61	22545
sctg_259	230794	70	22606
sctg_26	1015445	259	22676
sctg_260	226858	59	22935
sctg_261	227613	64	22994
sctg_262	228969	62	23058
sctg_263	229230	64	23120
sctg_264	224290	60	23184
sctg_265	230204	56	23244
sctg_266	223137	56	23300
sctg_267	220567	50	23356
sctg_268	226056	57	23406
sctg_269	219649	58	23463
sctg_27	983517	270	23521
sctg_270	221125	61	23791
sctg_271	220629	61	23852
sctg_272	221799	59	23913
sctg_273	215636	56	23972
sctg_274	219812	57	24028
sctg_275	213446	57	24085
sctg_276	216022	56	24142
sctg_277	211243	54	24198
sctg_278	213452	62	24252
sctg_279	209511	57	24314
sctg_28	957396	259	24371
sctg_280	222349	52	24630
sctg_281	214151	60	24682
sctg_282	209721	53	24742
sctg_283	212758	54	24795
sctg_284	191240	52	24849
sctg_285	207741	49	24901
sctg_286	205588	54	24950
sctg_287	206680	58	25004
sctg_288	202158	50	25062
sctg_289	206437	59	25112
sctg_29	944381	263	25171
sctg_290	203236	49	25434
sctg_291	198910	55	25483
sctg_292	197458	53	25538
sctg_293	214083	49	25591
sctg_294	202284	54	25640
sctg_295	196872	51	25694
sctg_296	201648	57	25745
sctg_297	202386	53	25802
sctg_298	200421	55	25855
sctg_299	197968	54	25910
sctg_3	1695640	451	25964
sctg_30	954774	244	26415
sctg_300	204599	47	26659
sctg_301	199622	50	26706
sctg_302	197211	59	26756
sctg_303	202570	50	26815
sctg_304	201323	50	26865
sctg_305	195227	52	26915
sctg_306	194053	48	26967
sctg_307	191954	49	27015
sctg_308	193319	50	27064
sctg_309	191145	46	27114
sctg_31	955132	245	27160
sctg_310	192807	52	27405
sctg_311	196843	49	27457
sctg_312	193179	54	27506
sctg_313	193636	44	27560
sctg_314	196677	54	27604
sctg_315	193907	50	27658
sctg_316	189194	51	27708
sctg_317	186260	49	27759
sctg_318	185416	52	27808
sctg_319	189723	50	27860
sctg_32	952789	248	27910
sctg_320	191996	48	28158
sctg_321	201193	44	28206
sctg_322	183041	51	28250
sctg_323	187855	50	28301
sctg_324	186812	55	28351
sctg_325	185270	52	28406
sctg_326	182276	52	28458
sctg_327	190945	51	28510
sctg_328	182243	50	28561
sctg_329	180184	40	28611
sctg_33	929110	234	28651
sctg_330	182173	42	28885
sctg_331	185965	45	28927
sctg_332	179690	47	28972
sctg_333	177276	47	29019
sctg_334	176980	49	29066
sctg_335	173615	44	29115
sctg_336	182521	48	29159
sctg_337	173380	46	29207
sctg_338	186656	44	29253
sctg_339	174390	44	29297
sctg_34	907134	248	29341
sctg_340	180186	44	29589
sctg_341	174808	46	29633
sctg_342	187010	43	29679
sctg_343	174410	48	29722
sctg_344	168673	46	29770
sctg_345	186330	45	29816
sctg_346	177238	44	29861
sctg_347	166548	48	29905
sctg_348	173412	47	29953
sctg_349	191559	43	30000
sctg_35	899547	251	30043
sctg_350	171387	46	30294
sctg_351	179708	40	30340
sctg_352	161801	41	30380
sctg_353	176139	44	30421
sctg_354	177908	45	30465
sctg_355	167448	44	30510
sctg_356	171946	43	30554
sctg_357	166872	42	30597
sctg_358	162236	45	30639
sctg_359	162983	47	30684
sctg_36	912087	229	30731
sctg_360	159802	42	30960
sctg_361	161346	44	31002
sctg_362	160844	43	31046
sctg_363	159186	44	31089
sctg_364	168671	36	31133
sctg_365	161410	45	31169
sctg_366	159075	43	31214
sctg_367	159297	39	31257
sctg_368	155157	37	31296
sctg_369	153782	51	31333
sctg_37	908089	230	31384
sctg_370	156160	39	31614
sctg_371	156054	39	31653
sctg_372	157547	39	31692
sctg_373	150307	40	31731
sctg_374	153132	39	31771
sctg_375	153327	39	31810
sctg_376	155251	36	31849
sctg_377	145458	39	31885
sctg_378	150402	37	31924
sctg_379	144905	41	31961
sctg_38	904685	238	32002
sctg_380	143268	34	32240
sctg_381	144213	35	32274
sctg_382	140729	38	32309
sctg_383	145517	40	32347
sctg_384	141870	39	32387
sctg_385	143105	36	32426
sctg_386	144486	36	32462
sctg_387	140791	37	32498
sctg_388	142620	34	32535
sctg_389	141986	34	32569
sctg_39	891579	235	32603
sctg_390	141245	37	32838
sctg_391	136178	37	32875
sctg_392	135993	32	32912
sctg_393	126236	32	32944
sctg_394	131013	37	32976
sctg_395	137042	33	33013
sctg_396	129118	35	33046
sctg_398	133856	36	33081
sctg_399	130132	35	33117
sctg_4	1667773	442	33152
sctg_40	880874	241	33594
sctg_400	126492	36	33835
sctg_401	128133	34	33871
sctg_402	130599	32	33905
sctg_403	123845	30	33937
sctg_404	121052	32	33967
sctg_405	127190	34	33999
sctg_406	123651	34	34033
sctg_407	120306	33	34067
sctg_408	121197	30	34100
sctg_409	124964	29	34130
sctg_41	892610	232	34159
sctg_410	122199	29	34391
sctg_411	118254	31	34420
sctg_412	115110	32	34451
sctg_413	117111	32	34483
sctg_414	116523	33	34515
sctg_415	109603	29	34548
sctg_416	115059	31	34577
sctg_417	111451	30	34608
sctg_418	120216	29	34638
sctg_419	111904	29	34667
sctg_42	866109	228	34696
sctg_420	110665	29	34924
sctg_421	109109	27	34953
sctg_422	115125	28	34980
sctg_423	103715	28	35008
sctg_424	105883	30	35036
sctg_425	109994	28	35066
sctg_426	104510	28	35094
sctg_427	114725	25	35122
sctg_428	100991	27	35147
sctg_429	101912	28	35174
sctg_43	857596	218	35202
sctg_430	101059	26	35420
sctg_431	97116	32	35446
sctg_432	101588	26	35478
sctg_433	104593	27	35504
sctg_434	98862	26	35531
