contig	length_kb	n_frags	cumul_length
sctg_109	511637	426	8200
sctg_1090	6191	12	8626
sctg_1091	5426	7	8638
sctg_1092	5641	4	8645
sctg_1093	5382	2	8649
sctg_1094	6283	3	8651
sctg_1095	8793	3	8654
sctg_1097	5357	4	8657
sctg_1098	5323	6	8661
sctg_1099	6148	5	8667
sctg_11	1201849	987	8672
sctg_110	518109	377	9659
sctg_1100	5400	4	10036
sctg_1101	5385	3	10040
sctg_1102	5281	6	10043
sctg_1103	5404	4	10049
sctg_1104	5225	5	10053
sctg_1105	5188	5	10058
sctg_1106	5185	3	10063
sctg_1107	5357	3	10066
sctg_1108	5453	5	10069
sctg_1109	5160	7	10074
sctg_111	507503	393	10081
sctg_1110	5157	5	10474
sctg_1111	6071	4	10479
sctg_1112	5116	5	10483
sctg_1113	9309	1	10488
sctg_1114	5082	4	10489
sctg_1115	6407	6	10493
sctg_1116	5232	3	10499
sctg_1117	5094	4	10502
sctg_1118	4977	5	10506
sctg_1119	13383	4	10511
sctg_112	523010	400	10515
sctg_1120	4942	6	10915
sctg_1122	6119	3	10921
sctg_1123	6258	3	10924
sctg_1124	4916	3	10927
sctg_1125	5477	3	10930
sctg_1126	4914	4	10933
sctg_1127	5881	3	10937
sctg_1128	3611	3	10940
sctg_1129	12920	3	10943
sctg_113	497380	391	10946
sctg_1130	4893	4	11337
sctg_1131	4847	5	11341
sctg_1132	6323	3	11346
sctg_1133	7053	3	11349
sctg_1135	6807	2	11352
sctg_1136	4812	5	11354
sctg_1137	6368	11	11359
sctg_1138	4762	6	11370
sctg_1139	4326	1	11376
sctg_114	502603	374	11377
sctg_1140	6597	1	11751
sctg_1141	6101	6	11752
sctg_1143	6148	5	11758
sctg_1144	4647	5	11763
sctg_1146	4627	3	11768
sctg_1147	4576	5	11771
sctg_1148	5345	5	11776
sctg_1149	4604	4	11781
sctg_115	504428	399	11785
sctg_1150	3644	2	12184
sctg_1151	4688	3	12186
sctg_1152	4578	3	12189
sctg_1154	4537	3	12192
sctg_1156	4501	4	12195
sctg_1157	4473	2	12199
sctg_1158	3763	2	12201
sctg_116	506676	374	12203
sctg_1160	4561	5	12577
sctg_1161	4460	6	12582
sctg_1162	4453	3	12588
sctg_1163	4450	4	12591
sctg_1166	4904	5	12595
sctg_1167	4510	5	12600
sctg_1168	4333	5	12605
sctg_117	508313	372	12610
sctg_1171	4460	5	12982
sctg_1172	4309	3	12987
sctg_1173	7246	4	12990
sctg_1175	3664	5	12994
sctg_1177	12690	4	12999
sctg_118	496777	375	13003
sctg_1180	4197	3	13378
sctg_1182	4322	4	13381
sctg_1183	4677	4	13385
sctg_1186	4041	2	13389
sctg_1187	4057	4	13391
sctg_1189	3515	8	13395
sctg_119	491596	414	13403
sctg_1190	4113	4	13817
sctg_1192	3977	5	13821
sctg_1193	3933	4	13826
sctg_1194	3915	3	13830
sctg_1195	3912	3	13833
sctg_1199	3903	3	13836
sctg_12	1207602	959	13839
sctg_120	483608	390	14798
sctg_1202	3794	3	15188
sctg_1203	3793	4	15191
sctg_1204	6539	3	15195
sctg_1205	3745	3	15198
sctg_1206	3720	2	15201
sctg_1208	3662	4	15203
sctg_121	515706	364	15207
sctg_1211	3621	4	15571
sctg_1212	3615	3	15575
sctg_1214	3603	3	15578
sctg_1215	3578	3	15581
sctg_122	487711	373	15584
sctg_1226	3460	3	15957
sctg_123	494152	381	15960
sctg_1230	4305	3	16341
sctg_1232	3412	4	16344
sctg_1233	3410	3	16348
sctg_1234	3398	3	16351
sctg_1237	3373	4	16354
sctg_124	476472	374	16358
sctg_1242	3339	3	16732
sctg_1243	5827	3	16735
sctg_1246	3295	3	16738
sctg_1247	6164	3	16741
sctg_1249	3272	5	16744
sctg_125	479714	402	16749
sctg_1250	3263	4	17151
sctg_1251	4029	4	17155
sctg_1252	3250	2	17159
sctg_1253	3243	3	17161
sctg_1254	3240	3	17164
sctg_1256	3228	2	17167
sctg_1257	3226	3	17169
sctg_126	483671	378	17172
sctg_1262	3198	3	17550
sctg_1263	3181	3	17553
sctg_1269	7171	2	17556
sctg_127	478815	395	17558
sctg_1270	3148	4	17953
sctg_1273	3117	4	17957
sctg_1274	3109	4	17961
sctg_1276	5519	3	17965
sctg_1277	3093	2	17968
sctg_1278	3087	3	17970
sctg_1279	3085	3	17973
sctg_128	478782	361	17976
sctg_1280	3084	4	18337
sctg_1283	3076	2	18341
sctg_1285	3067	3	18343
sctg_1286	3060	4	18346
sctg_1288	3047	3	18350
sctg_1289	3042	3	18353
sctg_129	473873	355	18356
sctg_1292	3023	4	18711
sctg_1295	3005	4	18715
sctg_1296	2976	4	18719
sctg_1297	3000	3	18723
sctg_1298	2974	4	18726
sctg_1299	2995	4	18730
sctg_13	1198315	958	18734
sctg_130	461857	386	19692
sctg_1303	2964	2	20078
sctg_1304	2958	3	20080
sctg_1305	2958	3	20083
sctg_1307	2954	3	20086
sctg_1308	2952	2	20089
sctg_1309	2950	2	20091
sctg_131	469652	341	20093
sctg_1310	2945	3	20434
sctg_1311	2939	3	20437
sctg_1318	2911	4	20440
sctg_132	456593	388	20444
sctg_1323	2882	2	20832
sctg_1326	2876	2	20834
sctg_133	463476	378	20836
sctg_1330	2861	3	21214
sctg_1332	2844	4	21217
sctg_1334	2845	5	21221
sctg_1335	6167	3	21226
sctg_1336	2835	4	21229
sctg_1337	2834	2	21233
sctg_1338	2821	2	21235
sctg_1339	2820	2	21237
sctg_134	451763	384	21239
sctg_1343	2743	4	21623
sctg_1345	2805	2	21627
sctg_1346	2800	2	21629
sctg_1347	2799	2	21631
sctg_1349	2788	3	21633
sctg_135	450597	361	21636
sctg_1351	2779	2	21997
sctg_1356	2768	3	21999
sctg_1359	2749	2	22002
sctg_136	452496	364	22004
sctg_1360	2747	3	22368
sctg_1361	2747	3	22371
sctg_1362	2719	4	22374
sctg_1363	2742	3	22378
sctg_1364	2738	4	22381
sctg_1366	2736	3	22385
sctg_1367	2733	2	22388
sctg_1368	2722	4	22390
sctg_137	453703	341	22394
sctg_1370	2712	3	22735
sctg_1372	2705	1	22738
sctg_1376	2690	3	22739
sctg_1379	2686	5	22742
sctg_138	439392	335	22747
sctg_1380	2684	6	23082
sctg_1383	2678	3	23088
sctg_1384	2677	1	23091
sctg_1387	2673	3	23092
sctg_1389	2667	2	23095
sctg_139	445129	341	23097
sctg_1390	2666	4	23438
sctg_1394	2654	3	23442
sctg_1395	2652	2	23445
sctg_1396	2650	2	23447
sctg_1397	2648	2	23449
sctg_1398	2644	3	23451
sctg_1399	2642	3	23454
sctg_14	1172230	965	23457
sctg_140	440654	388	24422
sctg_1401	2640	3	24810
sctg_1402	2639	3	24813
sctg_1404	2601	3	24816
sctg_1407	2589	1	24819
sctg_1409	2622	3	24820
sctg_141	435803	354	24823
sctg_1410	2621	3	25177
sctg_1414	2615	3	25180
sctg_1416	2613	4	25183
sctg_1417	2606	4	25187
sctg_1419	2589	3	25191
sctg_142	439664	328	25194
sctg_1420	2588	3	25522
sctg_1421	2587	2	25525
sctg_1422	2584	4	25527
sctg_1423	2536	3	25531
sctg_1424	2580	3	25534
sctg_1425	2512	4	25537
sctg_1428	2569	3	25541
sctg_143	432829	353	25544
sctg_1430	2566	2	25897
sctg_1436	2543	2	25899
sctg_1438	2487	2	25901
sctg_1439	2538	2	25903
sctg_144	431193	334	25905
sctg_1441	2540	1	26239
sctg_1443	2532	3	26240
sctg_1446	2530	2	26243
sctg_1447	2530	4	26245
sctg_1448	2529	4	26249
sctg_145	436202	322	26253
sctg_1450	2524	3	26575
sctg_1452	2521	2	26578
sctg_1455	2511	3	26580
sctg_1456	2511	2	26583
sctg_1459	2500	3	26585
sctg_146	434360	353	26588
sctg_1460	2498	2	26941
sctg_1461	2498	4	26943
sctg_1462	2497	2	26947
sctg_1463	2497	2	26949
sctg_1464	2493	3	26951
sctg_1467	2486	3	26954
sctg_1468	2486	2	26957
sctg_147	421466	329	26959
sctg_1472	2473	2	27288
sctg_1473	2473	4	27290
sctg_1474	2472	3	27294
sctg_1475	2464	3	27297
sctg_1476	2459	4	27300
sctg_1477	2462	3	27304
sctg_1478	2458	3	27307
sctg_148	424104	351	27310
sctg_1480	2416	2	27661
sctg_1482	2422	2	27663
sctg_1484	2409	3	27665
sctg_1485	2455	5	27668
sctg_1487	2451	3	27673
sctg_149	416312	338	27676
sctg_1490	2446	3	28014
sctg_1491	2443	2	28017
sctg_1492	2442	2	28019
sctg_1493	2440	3	28021
sctg_1494	2403	1	28024
sctg_1495	2436	2	28025
sctg_1496	2403	3	28027
sctg_1497	2403	3	28030
sctg_15	1139494	889	28033
sctg_150	422720	331	28922
sctg_1502	2427	3	29253
sctg_1505	2423	3	29256
sctg_1506	2421	3	29259
sctg_1509	2418	3	29262
sctg_151	413142	320	29265
sctg_1511	2413	3	29585
sctg_1515	2407	2	29588
sctg_1516	2406	2	29590
sctg_1517	2402	3	29592
sctg_1518	2401	2	29595
sctg_1519	2400	3	29597
sctg_152	420878	321	29600
sctg_1520	2399	2	29921
sctg_1522	2395	2	29923
sctg_1525	2386	3	29925
sctg_1529	2376	3	29928
sctg_153	404940	347	29931
sctg_1530	2376	5	30278
sctg_1532	2369	3	30283
sctg_1533	2368	3	30286
sctg_1535	2366	2	30289
sctg_1536	2366	3	30291
sctg_1537	2366	2	30294
sctg_1539	2358	1	30296
sctg_154	418983	332	30297
sctg_1541	2324	3	30629
sctg_1542	2354	3	30632
sctg_1543	2353	3	30635
sctg_1544	2350	2	30638
sctg_1545	2347	2	30640
sctg_1547	2346	3	30642
sctg_1548	2344	3	30645
sctg_1549	2344	2	30648
sctg_155	409479	334	30650
sctg_1552	2315	3	30984
sctg_1553	2336	2	30987
sctg_1554	2335	2	30989
sctg_1555	2333	2	30991
sctg_1558	2330	3	30993
sctg_1559	2328	3	30996
sctg_156	405149	344	30999
sctg_1560	2321	4	31343
sctg_1561	2328	1	31347
sctg_1563	2246	2	31348
sctg_1565	2325	2	31350
sctg_1566	2323	3	31352
sctg_1567	2321	2	31355
sctg_1568	2320	3	31357
sctg_1569	2318	2	31360
sctg_157	411445	328	31362
sctg_1570	2317	3	31690
sctg_1571	2313	2	31693
sctg_1572	2313	2	31695
sctg_1573	2311	3	31697
sctg_1576	2307	4	31700
sctg_1577	2302	3	31704
sctg_1578	2306	3	31707
sctg_1579	2305	3	31710
sctg_158	408399	324	31713
sctg_1581	2303	3	32037
sctg_1582	2301	3	32040
sctg_1586	2296	3	32043
sctg_1587	2294	3	32046
sctg_1588	2292	3	32049
sctg_1589	2289	3	32052
sctg_159	398523	323	32055
sctg_1590	2289	2	32378
sctg_1591	2287	3	32380
sctg_1592	2286	2	32383
sctg_1593	2286	3	32385
sctg_1594	2281	2	32388
sctg_1595	2273	2	32390
sctg_16	1133248	932	32392
sctg_160	394780	329	33324
sctg_1600	2274	3	33653
sctg_1604	2270	2	33656
sctg_1605	2267	2	33658
sctg_1606	2251	1	33660
sctg_1607	2260	3	33661
sctg_1609	2256	3	33664
sctg_161	400297	320	33667
sctg_1611	2255	2	33987
sctg_1612	2253	3	33989
sctg_1613	2252	3	33992
sctg_1615	2250	2	33995
sctg_1618	2244	4	33997
sctg_1619	2244	2	34001
sctg_162	401382	308	34003
sctg_1621	2241	2	34311
sctg_1622	2240	3	34313
sctg_1624	2239	2	34316
sctg_1626	2237	2	34318
sctg_1629	2232	3	34320
sctg_163	402252	307	34323
sctg_1630	2228	3	34630
sctg_1632	2226	2	34633
sctg_1633	2226	2	34635
sctg_1634	2226	2	34637
sctg_1635	2225	1	34639
sctg_1636	2175	2	34640
sctg_1638	2220	2	34642
sctg_164	400887	323	34644
sctg_1640	2219	2	34967
sctg_1642	2217	2	34969
sctg_1643	2217	3	34971
sctg_1644	2217	3	34974
sctg_1647	2214	5	34977
sctg_1648	2212	2	34982
sctg_1649	2211	1	34984
sctg_165	399073	324	34985
sctg_1650	2210	2	35309
sctg_1651	2209	3	35311
sctg_1653	2175	2	35314
sctg_1654	2207	3	35316
sctg_1655	2205	3	35319
sctg_1656	2204	2	35322
sctg_166	407896	274	35324
sctg_1661	2193	2	35598
sctg_1662	2191	2	35600
sctg_1663	2172	2	35602
sctg_1664	2191	2	35604
sctg_1665	2190	3	35606
sctg_1667	2189	2	35609
sctg_1669	2185	2	35611
sctg_167	412829	313	35613
sctg_1674	2178	2	35926
sctg_1675	2178	3	35928
sctg_1677	2175	2	35931
sctg_1678	2175	3	35933
sctg_1679	2175	2	35936
sctg_168	392037	329	35938
sctg_1680	2174	2	36267
sctg_1681	2173	3	36269
sctg_1682	2135	3	36272
sctg_1684	2163	5	36275
sctg_1685	2169	1	36280
sctg_1687	2164	3	36281
sctg_1689	2163	2	36284
sctg_169	393698	299	36286
sctg_1690	2162	2	36585
sctg_1695	2159	2	36587
sctg_1697	2154	3	36589
sctg_1698	2154	1	36592
sctg_17	1123385	903	36593
sctg_170	380651	295	37496
sctg_1700	2153	3	37791
sctg_1701	2153	2	37794
sctg_1702	2152	3	37796
sctg_1704	2149	3	37799
sctg_1705	2147	2	37802
sctg_1707	2146	1	37804
sctg_1708	2135	2	37805
sctg_1709	2145	2	37807
sctg_171	378343	301	37809
sctg_1710	2145	2	38110
sctg_1712	2144	3	38112
sctg_1715	2143	2	38115
sctg_1717	2141	2	38117
sctg_1718	2141	2	38119
sctg_172	376979	311	38121
sctg_1720	2140	3	38432
sctg_1724	2134	2	38435
sctg_1726	2132	2	38437
sctg_1727	2130	3	38439
sctg_1729	2128	2	38442
sctg_173	380134	320	38444
sctg_1731	2128	2	38764
sctg_1732	2117	2	38766
sctg_1733	2127	1	38768
sctg_1734	2127	1	38769
sctg_1735	2127	2	38770
sctg_1737	2125	4	38772
sctg_1738	2125	2	38776
sctg_174	375833	285	38778
sctg_1740	2120	3	39063
sctg_1741	2119	3	39066
sctg_1742	2119	2	39069
sctg_1743	2116	3	39071
sctg_1744	2115	2	39074
sctg_1745	2115	4	39076
sctg_1746	2115	3	39080
sctg_1747	2111	3	39083
sctg_1748	2114	1	39086
sctg_1749	2114	2	39087
sctg_175	373580	304	39089
sctg_1750	2114	2	39393
sctg_1751	2113	2	39395
sctg_1752	2112	2	39397
sctg_1753	2112	3	39399
sctg_1755	2109	2	39402
sctg_1756	2109	2	39404
sctg_176	377841	288	39406
sctg_1760	2107	2	39694
sctg_1762	2105	3	39696
sctg_1763	2105	3	39699
sctg_1764	2105	3	39702
sctg_1765	2104	3	39705
sctg_1766	2104	2	39708
sctg_1767	2103	2	39710
sctg_177	372647	300	39712
sctg_1773	2095	2	40012
sctg_1776	2092	2	40014
sctg_1777	2092	2	40016
sctg_1779	2086	3	40018
sctg_178	369726	302	40021
sctg_1782	2085	2	40323
sctg_1783	2082	3	40325
sctg_1784	2082	2	40328
sctg_1785	2081	2	40330
sctg_1786	2081	2	40332
sctg_1788	2078	2	40334
sctg_1789	2077	1	40336
sctg_179	375655	301	40337
sctg_1791	2077	3	40638
sctg_1792	2077	3	40641
sctg_1793	2077	2	40644
sctg_1794	2074	3	40646
sctg_1795	2073	2	40649
sctg_1798	2072	2	40651
sctg_1799	2070	3	40653
sctg_18	1118169	883	40656
sctg_180	376675	282	41539
sctg_1801	2069	2	41821
sctg_1802	1982	2	41823
sctg_1804	2068	2	41825
sctg_1805	2068	2	41827
sctg_1807	2065	3	41829
sctg_1808	2065	2	41832
sctg_181	374232	268	41834
sctg_1811	2061	3	42102
sctg_1813	2060	2	42105
sctg_1814	2013	2	42107
sctg_1815	2060	3	42109
sctg_1816	2060	2	42112
sctg_1817	2058	2	42114
sctg_1819	2056	2	42116
sctg_182	370035	293	42118
sctg_1822	2000	3	42411
sctg_1825	2050	2	42414
sctg_1828	2049	2	42416
sctg_1829	2043	2	42418
sctg_183	354741	281	42420
sctg_1830	2048	2	42701
sctg_1833	2047	2	42703
sctg_1834	2046	2	42705
sctg_1836	2046	2	42707
sctg_1838	2045	2	42709
sctg_1839	2045	2	42711
sctg_184	359996	269	42713
sctg_1840	2043	3	42982
sctg_1841	2043	2	42985
sctg_1844	2038	1	42987
sctg_1845	2038	2	42988
sctg_1846	2038	2	42990
sctg_1847	2037	2	42992
sctg_1849	2037	2	42994
sctg_185	344804	269	42996
sctg_1852	1998	2	43265
sctg_1853	2035	2	43267
sctg_1855	2032	1	43269
sctg_1857	2023	2	43270
sctg_1859	1983	8	43272
sctg_186	353682	275	43280
sctg_1862	2027	2	43555
sctg_1863	2027	3	43557
sctg_1865	2026	3	43560
sctg_1866	2026	2	43563
sctg_1868	1977	3	43565
sctg_1869	2023	2	43568
sctg_187	344499	273	43570
sctg_1870	2023	3	43843
sctg_1872	2021	2	43846
sctg_1873	2021	2	43848
sctg_1875	2019	2	43850
sctg_1877	1989	2	43852
sctg_1878	2015	2	43854
sctg_188	350457	278	43856
sctg_1880	2015	2	44134
sctg_1882	2012	3	44136
sctg_1883	2012	3	44139
sctg_1884	2012	2	44142
sctg_1887	2006	2	44144
sctg_1888	2009	2	44146
sctg_1889	2008	4	44148
sctg_189	344306	255	44152
sctg_1892	1990	2	44407
sctg_1893	2006	2	44409
sctg_1894	2006	2	44411
sctg_1895	2006	2	44413
sctg_1896	2004	2	44415
sctg_1897	2004	2	44417
sctg_1898	2004	3	44419
sctg_1899	2002	2	44422
sctg_19	1100642	912	44424
sctg_190	339332	254	45336
sctg_191	333838	247	45590
sctg_192	347550	253	45837
sctg_193	329506	263	46090
sctg_194	318036	256	46353
sctg_195	318013	270	46609
sctg_196	324936	249	46879
sctg_197	321740	243	47128
sctg_198	317353	239	47371
sctg_199	313144	250	47610
sctg_2	1894020	1541	47860
sctg_20	1086620	858	49401
sctg_200	306974	247	50259
sctg_201	315962	225	50506
sctg_202	313492	232	50731
sctg_203	309679	235	50963
sctg_204	311697	210	51198
sctg_205	299241	245	51408
sctg_206	296281	210	51653
sctg_207	293188	254	51863
sctg_208	290706	254	52117
sctg_209	288938	218	52371
sctg_21	1084609	839	52589
sctg_210	295138	218	53428
sctg_211	289290	212	53646
sctg_212	284288	216	53858
sctg_213	286842	246	54074
sctg_214	283720	229	54320
sctg_215	283174	236	54549
sctg_216	287285	234	54785
sctg_217	279888	216	55019
sctg_218	281218	226	55235
sctg_219	275317	234	55461
sctg_22	1043404	818	55695
sctg_220	296629	215	56513
sctg_221	271698	211	56728
sctg_222	274379	228	56939
sctg_223	271498	248	57167
sctg_224	271925	213	57415
sctg_225	266164	188	57628
sctg_226	270970	213	57816
sctg_227	267340	201	58029
sctg_228	263496	197	58230
sctg_229	278809	190	58427
sctg_23	1033721	801	58617
sctg_230	260002	200	59418
sctg_231	265202	207	59618
sctg_232	269053	197	59825
sctg_233	253850	202	60022
sctg_234	260094	186	60224
sctg_235	257773	194	60410
sctg_236	257852	202	60604
sctg_237	253843	217	60806
sctg_238	254736	198	61023
sctg_239	251360	207	61221
sctg_24	1030715	810	61428
sctg_240	250983	195	62238
sctg_241	246932	199	62433
sctg_242	264910	200	62632
sctg_243	254885	195	62832
sctg_244	255063	181	63027
sctg_245	246901	182	63208
sctg_246	243722	209	63390
sctg_247	244737	171	63599
sctg_248	245048	187	63770
sctg_249	238189	185	63957
sctg_25	1018262	811	64142
sctg_250	252255	204	64953
sctg_251	237700	165	65157
sctg_252	239230	186	65322
sctg_253	238820	179	65508
sctg_254	246086	172	65687
sctg_255	236583	185	65859
sctg_256	237353	187	66044
sctg_257	236592	184	66231
sctg_258	233412	182	66415
sctg_259	230794	209	66597
sctg_26	1015445	775	66806
sctg_260	226858	177	67581
sctg_261	227613	191	67758
sctg_262	228969	185	67949
sctg_263	229230	192	68134
sctg_264	224290	180	68326
sctg_265	230204	166	68506
sctg_266	223137	167	68672
sctg_267	220567	149	68839
sctg_268	226056	169	68988
sctg_269	219649	173	69157
sctg_27	983517	809	69330
sctg_270	221125	181	70139
sctg_271	220629	181	70320
sctg_272	221799	176	70501
sctg_273	215636	167	70677
sctg_274	219812	170	70844
sctg_275	213446	169	71014
sctg_276	216022	168	71183
sctg_277	211243	161	71351
sctg_278	213452	185	71512
sctg_279	209511	171	71697
sctg_28	957396	775	71868
sctg_280	222349	155	72643
sctg_281	214151	180	72798
sctg_282	209721	158	72978
sctg_283	212758	160	73136
sctg_284	191240	156	73296
sctg_285	207741	147	73452
sctg_286	205588	161	73599
sctg_287	206680	174	73760
sctg_288	202158	148	73934
sctg_289	206437	177	74082
sctg_29	944381	788	74259
sctg_290	203236	146	75047
sctg_291	198910	164	75193
sctg_292	197458	159	75357
sctg_293	214083	147	75516
sctg_294	202284	160	75663
sctg_295	196872	153	75823
sctg_296	201648	169	75976
sctg_297	202386	158	76145
sctg_298	200421	164	76303
sctg_299	197968	162	76467
sctg_3	1695640	1352	76629
sctg_30	954774	732	77981
sctg_300	204599	140	78713
sctg_301	199622	150	78853
sctg_302	197211	176	79003
sctg_303	202570	148	79179
sctg_304	201323	150	79327
sctg_305	195227	154	79477
sctg_306	194053	144	79631
sctg_307	191954	146	79775
sctg_308	193319	148	79921
sctg_309	191145	138	80069
sctg_31	955132	734	80207
sctg_310	192807	155	80941
sctg_311	196843	147	81096
sctg_312	193179	161	81243
sctg_313	193636	132	81404
sctg_314	196677	161	81536
sctg_315	193907	150	81697
sctg_316	189194	151	81847
sctg_317	186260	146	81998
sctg_318	185416	154	82144
sctg_319	189723	150	82298
sctg_32	952789	744	82448
sctg_320	191996	143	83192
sctg_321	201193	132	83335
sctg_322	183041	151	83467
sctg_323	187855	150	83618
sctg_324	186812	165	83768
sctg_325	185270	154	83933
sctg_326	182276	154	84087
sctg_327	190945	153	84241
sctg_328	182243	150	84394
sctg_329	180184	119	84544
sctg_33	929110	700	84663
sctg_330	182173	125	85363
sctg_331	185965	133	85488
sctg_332	179690	139	85621
sctg_333	177276	139	85760
sctg_334	176980	145	85899
sctg_335	173615	131	86044
sctg_336	182521	142	86175
sctg_337	173380	138	86317
sctg_338	186656	132	86455
sctg_339	174390	132	86587
sctg_34	907134	742	86719
sctg_340	180186	132	87461
sctg_341	174808	137	87593
sctg_342	187010	127	87730
sctg_343	174410	143	87857
sctg_344	168673	136	88000
sctg_345	186330	134	88136
sctg_346	177238	132	88270
sctg_347	166548	143	88402
sctg_348	173412	139	88545
sctg_349	191559	127	88684
sctg_35	899547	753	88811
sctg_350	171387	137	89564
sctg_351	179708	119	89701
sctg_352	161801	122	89820
sctg_353	176139	132	89942
sctg_354	177908	135	90074
sctg_355	167448	132	90209
sctg_356	171946	129	90341
sctg_357	166872	125	90470
sctg_358	162236	133	90595
sctg_359	162983	139	90728
sctg_36	912087	686	90867
sctg_360	159802	124	91553
sctg_361	161346	130	91677
sctg_362	160844	128	91807
sctg_363	159186	132	91935
sctg_364	168671	106	92067
sctg_365	161410	135	92173
sctg_366	159075	128	92308
sctg_367	159297	117	92436
sctg_368	155157	111	92553
sctg_369	153782	152	92664
sctg_37	908089	690	92816
sctg_370	156160	115	93506
sctg_371	156054	117	93621
sctg_372	157547	117	93738
sctg_373	150307	119	93855
sctg_374	153132	115	93974
sctg_375	153327	116	94089
sctg_376	155251	108	94205
sctg_377	145458	115	94313
sctg_378	150402	111	94428
sctg_379	144905	122	94539
sctg_38	904685	714	94661
sctg_380	143268	101	95375
sctg_381	144213	105	95476
sctg_382	140729	113	95581
sctg_383	145517	120	95694
sctg_384	141870	115	95814
sctg_385	143105	107	95929
sctg_386	144486	108	96036
sctg_387	140791	110	96144
sctg_388	142620	101	96254
sctg_389	141986	102	96355
sctg_39	891579	703	96457
sctg_390	141245	110	97160
sctg_391	136178	110	97270
sctg_392	135993	96	97380
sctg_393	126236	96	97476
sctg_394	131013	111	97572
sctg_395	137042	98	97683
sctg_396	129118	103	97781
sctg_398	133856	108	97884
sctg_399	130132	105	97992
sctg_4	1667773	1326	98097
sctg_40	880874	722	99423
sctg_400	126492	106	100145
sctg_401	128133	100	100251
sctg_402	130599	96	100351
sctg_403	123845	90	100447
sctg_404	121052	95	100537
sctg_405	127190	100	100632
sctg_406	123651	101	100732
sctg_407	120306	99	100833
sctg_408	121197	90	100932
sctg_409	124964	86	101022
sctg_41	892610	695	101108
sctg_410	122199	87	101803
sctg_411	118254	93	101890
sctg_412	115110	95	101983
sctg_413	117111	95	102078
sctg_414	116523	97	102173
sctg_415	109603	87	102270
sctg_416	115059	93	102357
sctg_417	111451	90	102450
sctg_418	120216	87	102540
sctg_419	111904	87	102627
sctg_42	866109	683	102714
sctg_420	110665	86	103397
sctg_421	109109	81	103483
sctg_422	115125	83	103564
sctg_423	103715	84	103647
sctg_424	105883	88	103731
sctg_425	109994	83	103819
sctg_426	104510	83	103902
sctg_427	114725	73	103985
sctg_428	100991	81	104058
sctg_429	101912	83	104139
sctg_43	857596	654	104222
sctg_430	101059	77	104876
sctg_431	97116	94	104953
sctg_432	101588	78	105047
sctg_433	104593	79	105125
